Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,-,0,0,-,0,0,85,101,113,85,101,113
38,Meherpur,-,0,0,-,0,0,1,1,2,1,1,2
39,Narail,-,0,0,-,0,0,28,30,30,28,30,30
40,Satkhira,-,0,0,-,0,0,92,87,95,92,87,95
4,Khulna,16,17,15,49,34,31,718,784,853,767,818,884
41,Jamalpur,0,0,0,0,0,0,-,1097,1120,-,1097,1120
42,Mymensing,31,0,32,294,404,342,1882,2027,1904,2176,2431,2246
43,Netrakona,0,0,0,0,0,0,570,581,629,570,581,629
44,Sherpur,0,0,0,0,0,0,249,286,294,249,286,294
5,Mymensing,31,0,32,294,404,342,2701,3991,3947,2995,4395,4289
45,Bogura,-,0,0,-,0,0,378,388,392,378,388,392
46,Joypurhat,-,0,0,-,0,0,317,139,148,317,139,148
47,Naogaon,-,4,0,4,26,29,54,391,271,58,417,300
48,Natore,-,0,0,-,0,0,168,164,210,168,164,210
49,Chapai Nawabganj,-,0,0,-,0,0,-,0,0,-,0,0
50,Pabna,-,0,0,-,0,0,21,22,24,21,22,24
51,Rajshahi,-,0,0,-,0,0,69,67,119,69,67,119
52,Sirajganj,-,0,0,-,0,0,190,227,332,190,227,332
6,Rajshahi,-,4,0,4,26,29,1197,1398,1496,1201,1424,1525
53,Dinajpur,-,0,0,-,0,0,272,256,277,272,256,277
54,Gaibandha,-,0,0,-,0,0,260,269,228,260,269,228
55,Kurigram,-,0,0,-,0,0,265,288,207,265,288,207
56,Lalmonirhat,-,0,0,-,0,0,361,562,635,361,562,635
57,Nilphamari,-,0,0,-,0,0,470,458,467,470,458,467
58,Panchagarh,-,0,0,-,0,0,375,393,398,375,393,398
59,Rangpur,-,0,0,-,0,0,164,171,194,164,171,194
60,Thakurgaon,-,0,0,-,0,0,223,430,453,223,430,453
7,Rangpur,-,0,0,-,0,0,2390,2827,2859,2390,2827,2859
61,Habiganj,-,0,0,-,0,0,44,41,46,44,41,46
62,Maulvibazar,-,0,0,-,0,0,828,2475,850,828,2475,850
63,Sunamganj,-,0,0,-,0,0,347,707,531,347,707,531
64,Sylhet,-,0,50,-,0,7,120,141,239,120,141,246
8,Sylhet,-,0,50,-,0,7,1339,3364,1666,1339,3364,1673
,BANGLADESH,196,168,184,696,931,1093,13813,18094,16795,14509,19025,17888
