Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,102,170,135,252,132,206
2,Barishal,734,2828,729,2423,890,2963
3,Bhola,791,2668,789,2762,876,2956
4,Jhallokati,314,586,330,654,339,670
5,Patuakhali,122,116,172,180,185,201
6,Pirojpur,327,583,392,649,417,691
1,Barishal,2390,6951,2547,6920,2839,7687
7,Bandarban,488,1270,500,1261,496,1281
8,Brahmanbaria,2267,6055,2130,5690,1731,4179
9,Chandpur,1468,6825,1489,7266,1370,7434
10,Chittagang,3915,11298,3972,11458,3983,11439
11,Cumilla,3984,27899,4248,29086,3541,27028
12,Cox's Bazar,709,3152,721,3277,711,3152
13,Feni,319,782,327,797,324,798
14,Khagrachhari,624,1893,645,1987,670,2153
15,Laksmipur,657,1400,608,1321,552,1245
16,Noakhali,1247,1709,1221,1809,1214,1126
17,Rangamati,599,2654,598,1157,597,1139
2,Chittagang,16277,64937,16459,65109,15189,60974
18,Dhaka,1075,5279,1080,5251,1098,5374
19,Faridpur,904,7717,930,7720,937,7847
20,Gazipur,642,1615,658,1669,656,1677
21,Gopalganj,708,4079,677,3846,656,5031
22,Kishorganj,919,6241,916,5900,916,5900
23,Madaripur,696,1333,662,1290,666,1329
24,Manikganj,548,2959,537,2930,547,3037
25,Munshiganj,492,1556,512,1613,566,1804
26,Narayanganj,718,2280,734,2292,719,2369
27,Narsingdi,841,2648,799,2447,793,2529
28,Rajbari,1014,3628,817,2603,1013,4498
29,Shariatpur,1267,8676,1284,8917,1241,9396
30,Tangail,720,4418,754,4910,784,5130
3,Dhaka,10544,52429,10360,51388,10592,55921
31,Bagerhat,1020,4646,1140,6666,1225,6950
32,Chuadanga,932,5014,680,2826,681,2850
33,Jashore,1293,5188,1344,5909,1353,6311
34,Jhenaidah,854,2742,839,2709,991,3329
35,Khulna,692,1573,678,1572,703,1634
36,Kushtia,706,4179,723,4323,735,4439
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,108,418,118,481,117,476
38,Meherpur,307,1504,331,1562,326,1520
39,Narail,484,1755,494,1814,502,1840
40,Satkhira,832,2420,809,2434,806,2417
4,Khulna,7228,29439,7156,30296,7439,31766
41,Jamalpur,961,4512,938,4480,984,4634
42,Mymensing,1668,6800,2110,11640,2064,18547
43,Netrakona,484,2194,491,2245,499,2228
44,Sherpur,800,9618,813,9131,871,9329
5,Mymensing,3913,23124,4352,27496,4418,34738
45,Bogura,918,3194,917,3417,912,3533
46,Joypurhat,377,1908,357,2025,359,2025
47,Naogaon,975,3311,971,3369,975,3459
48,Natore,637,1708,652,1787,656,1829
49,Chapai Nawabganj,1508,7301,1540,7172,1588,6906
50,Pabna,742,1926,805,2208,822,2044
51,Rajshahi,17721,126648,7547,62459,7769,64730
52,Sirajganj,454,2660,476,2939,514,3402
6,Rajshahi,23332,148656,13265,85376,13595,87928
53,Dinajpur,4578,54805,4598,56860,4707,56942
54,Gaibandha,276,572,269,549,266,536
55,Kurigram,259,940,248,854,254,1591
56,Lalmonirhat,353,1751,450,2297,480,2451
57,Nilphamari,266,1162,261,1566,268,1610
58,Panchagarh,1060,5122,1977,12395,2107,12971
59,Rangpur,531,1255,530,1272,510,2604
60,Thakurgaon,636,1651,631,2139,642,2180
7,Rangpur,7959,67258,8964,77932,9234,80885
61,Habiganj,1047,6718,1125,7545,1126,6659
62,Maulvibazar,569,3671,594,3673,617,3783
63,Sunamganj,945,7236,1194,7988,1735,13470
64,Sylhet,1398,3191,1519,4398,1582,4914
8,Sylhet,3959,20816,4432,23604,5060,28826
,BANGLADESH,75602,413610,67535,368121,68366,388725
