Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,891,3466,1151,3911,1104,2214
2,Barishal,196,691,218,739,191,832
3,Bhola,8947,80361,8983,79255,9198,54827
4,Jhallokati,48,225,52,242,74,488
5,Patuakhali,1139,2820,1256,3085,1010,2424
6,Pirojpur,993,21864,994,21843,910,1593
1,Barishal,12214,109427,12654,109075,12487,62378
7,Bandarban,122,446,123,456,119,436
8,Brahmanbaria,65,231,102,1113,122,1002
9,Chandpur,31,119,29,124,28,95
10,Chittagang,882,5730,842,4906,803,4693
11,Cumilla,104,594,98,627,88,348
12,Cox's Bazar,1812,16481,1814,16772,1776,16675
13,Feni,45,149,40,135,35,126
14,Khagrachhari,193,1300,193,1084,193,1064
15,Laksmipur,579,6669,217,3312,296,32997
16,Noakhali,4123,32672,4178,33195,4112,30760
17,Rangamati,692,7801,703,8187,710,3518
2,Chittagang,8648,72192,8339,69911,8282,91714
18,Dhaka,13,38,13,38,13,38
19,Faridpur,85,702,79,669,68,626
20,Gazipur,6,26,6,27,7,29
21,Gopalganj,1002,22032,1029,21470,1030,21470
22,Kishorganj,24,138,26,153,27,154
23,Madaripur,7,91,17,139,14,129
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,21,74,18,61,20,71
26,Narayanganj,99,582,103,585,86,480
27,Narsingdi,10,102,8,85,0,0
28,Rajbari,86,621,82,565,300,1200
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,0,0,0,0
3,Dhaka,1353,24406,1381,23792,1565,24197
31,Bagerhat,293,3005,284,2922,281,2825
32,Chuadanga,73,520,69,402,72,447
33,Jashore,60,320,60,336,54,318
34,Jhenaidah,22,112,26,132,55,308
35,Khulna,2911,42554,900,11654,2826,38702
36,Kushtia,17,116,19,130,19,124
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,-,-,0,0,0,0
38,Meherpur,80,494,65,390,59,354
39,Narail,46,217,46,218,48,205
40,Satkhira,55,618,54,516,0,0
4,Khulna,3557,47956,1523,16700,3414,43283
41,Jamalpur,46,331,57,405,74,503
42,Mymensing,58,222,42,170,42,173
43,Netrakona,78,429,69,401,64,358
44,Sherpur,44,332,50,353,51,415
5,Mymensing,226,1314,218,1329,231,1449
45,Bogura,11,47,11,49,13,51
46,Joypurhat,46,348,35,271,35,271
47,Naogaon,299,2376,59,487,157,1446
48,Natore,278,1714,311,1961,315,2093
49,Chapai Nawabganj,-,-,0,0,0,0
50,Pabna,42,141,48,118,38,124
51,Rajshahi,-,-,0,0,0,0
52,Sirajganj,-,-,0,0,4,4
6,Rajshahi,676,4626,464,2886,562,3989
53,Dinajpur,216,1680,197,1486,180,1335
54,Gaibandha,43,134,45,167,28,85
55,Kurigram,10,84,5,36,8,58
56,Lalmonirhat,-,-,15,168,18,203
57,Nilphamari,59,497,26,330,35,478
58,Panchagarh,837,3515,967,8997,972,9078
59,Rangpur,18,56,21,187,23,205
60,Thakurgaon,658,3948,694,10223,700,10867
7,Rangpur,1841,9914,1970,21594,1964,22309
61,Habiganj,63,326,43,206,36,141
62,Maulvibazar,35,151,42,172,44,205
63,Sunamganj,105,505,85,760,95,812
64,Sylhet,561,3142,577,3180,658,3184
8,Sylhet,764,4124,747,4318,833,4342
,BANGLADESH,29279,293956,27296,249605,29338,253661
