Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,109,111,129,125,223,141
2,Barishal,924,875,892,978,904,815
3,Bhola,475,248,477,733,495,1629
4,Jhallokati,270,489,275,516,61,81
5,Patuakhali,97,165,119,196,141,236
6,Pirojpur,511,495,527,376,542,513
1,Barishal,2386,2383,2419,2924,2366,3415
7,Bandarban,179,209,187,218,186,204
8,Brahmanbaria,264,335,284,442,289,491
9,Chandpur,386,825,365,833,378,825
10,Chittagang,274,594,272,584,282,615
11,Cumilla,587,882,601,991,593,974
12,Cox's Bazar,137,245,143,251,143,253
13,Feni,204,201,186,176,172,180
14,Khagrachhari,327,377,336,400,368,444
15,Laksmipur,716,1060,666,620,644,599
16,Noakhali,717,553,680,526,535,336
17,Rangamati,268,344,287,358,287,362
2,Chittagang,4059,5625,4007,5399,3877,5283
18,Dhaka,513,1515,528,1947,523,1494
19,Faridpur,151,172,138,161,139,165
20,Gazipur,129,100,138,117,138,119
21,Gopalganj,450,370,176,335,175,327
22,Kishorganj,154,181,158,197,169,238
23,Madaripur,103,56,104,47,101,45
24,Manikganj,52,94,52,91,56,96
25,Munshiganj,290,252,331,326,346,349
26,Narayanganj,425,823,591,766,589,776
27,Narsingdi,148,125,100,85,97,84
28,Rajbari,51,29,54,34,64,60
29,Shariatpur,70,90,131,296,169,330
30,Tangail,387,562,418,612,439,648
3,Dhaka,2923,4369,2919,5014,3005,4731
31,Bagerhat,527,285,566,315,576,331
32,Chuadanga,90,152,89,146,104,150
33,Jashore,155,383,158,383,167,409
34,Jhenaidah,236,589,236,574,201,483
35,Khulna,280,443,254,385,255,383
36,Kushtia,17,39,23,49,22,47
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,32,108,37,125,39,134
38,Meherpur,3,15,5,23,5,25
39,Narail,99,318,107,343,115,352
40,Satkhira,26,33,29,29,28,29
4,Khulna,1465,2365,1504,2372,1512,2343
41,Jamalpur,473,1996,442,1463,473,1529
42,Mymensing,605,1379,653,1678,688,1751
43,Netrakona,186,285,127,155,133,161
44,Sherpur,173,451,173,513,207,566
5,Mymensing,1437,4111,1395,3809,1501,4007
45,Bogura,121,255,178,313,159,281
46,Joypurhat,7,10,8,11,10,13
47,Naogaon,62,46,69,51,71,52
48,Natore,286,184,302,200,296,197
49,Chapai Nawabganj,9,5,6,1,5,1
50,Pabna,97,58,101,59,99,57
51,Rajshahi,56,29,58,18,55,19
52,Sirajganj,182,351,199,362,176,296
6,Rajshahi,820,938,921,1015,871,916
53,Dinajpur,187,280,189,301,209,336
54,Gaibandha,266,309,271,322,266,331
55,Kurigram,235,443,243,485,258,500
56,Lalmonirhat,211,689,247,826,257,860
57,Nilphamari,262,709,271,731,269,729
58,Panchagarh,126,349,131,334,142,341
59,Rangpur,214,255,222,272,298,435
60,Thakurgaon,62,73,62,72,65,107
7,Rangpur,1563,3107,1636,3343,1764,3639
61,Habiganj,35,107,62,93,58,88
62,Maulvibazar,75,158,51,85,51,85
63,Sunamganj,107,112,289,477,291,429
64,Sylhet,138,159,170,171,178,164
8,Sylhet,355,536,572,826,578,766
,BANGLADESH,15008,23434,15373,24702,15474,25100
