Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,185,634,185,513,183,356
2,Barishal,307,1697,320,1586,293,1002
3,Bhola,1032,6639,1095,5578,795,3053
4,Jhallokati,74,162,75,184,87,247
5,Patuakhali,244,384,248,372,229,332
6,Pirojpur,493,5518,460,3228,271,1675
1,Barishal,2335,15034,2383,11461,1858,6665
7,Bandarban,75,208,73,204,70,196
8,Brahmanbaria,136,469,107,450,109,459
9,Chandpur,167,727,157,740,151,599
10,Chittagang,673,2530,641,2377,650,2351
11,Cumilla,830,5519,808,5501,712,4909
12,Cox's Bazar,278,1725,282,1766,283,1766
13,Feni,59,119,62,120,50,98
14,Khagrachhari,41,104,39,96,41,100
15,Laksmipur,126,264,120,188,119,147
16,Noakhali,192,774,162,914,120,577
17,Rangamati,62,291,67,303,65,304
2,Chittagang,2639,12730,2518,12659,2370,11506
18,Dhaka,30,99,30,99,30,100
19,Faridpur,719,4200,735,4235,767,4356
20,Gazipur,32,99,28,83,24,66
21,Gopalganj,329,3658,344,3705,344,3705
22,Kishorganj,22,40,20,44,19,40
23,Madaripur,194,1577,216,1623,196,1465
24,Manikganj,157,420,161,434,165,448
25,Munshiganj,145,907,123,764,129,773
26,Narayanganj,81,482,81,471,64,365
27,Narsingdi,50,319,59,333,75,408
28,Rajbari,570,2978,564,2932,107,660
29,Shariatpur,144,150,125,206,140,270
30,Tangail,93,291,100,313,102,318
3,Dhaka,2566,15220,2586,15242,2162,12974
31,Bagerhat,220,1024,209,941,203,883
32,Chuadanga,95,557,95,478,101,506
33,Jashore,195,641,190,623,176,571
34,Jhenaidah,48,144,72,218,109,344
35,Khulna,152,444,121,355,132,327
36,Kushtia,124,569,121,560,110,485
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,32,96,33,105,32,100
38,Meherpur,14,70,12,60,12,60
39,Narail,198,551,196,573,181,527
40,Satkhira,-,-,0,0,0,0
4,Khulna,1078,4096,1049,3913,1056,3803
41,Jamalpur,68,221,64,203,64,211
42,Mymensing,90,378,68,252,64,207
43,Netrakona,52,198,52,196,49,184
44,Sherpur,55,210,57,210,65,244
5,Mymensing,265,1007,241,861,242,846
45,Bogura,86,308,73,259,82,255
46,Joypurhat,40,134,42,140,43,137
47,Naogaon,63,270,55,215,60,217
48,Natore,334,1384,350,1441,354,1454
49,Chapai Nawabganj,12,60,12,60,15,79
50,Pabna,425,1831,446,1946,447,1915
51,Rajshahi,22,94,22,95,22,91
52,Sirajganj,46,198,66,245,77,292
6,Rajshahi,1028,4279,1066,4401,1100,4440
53,Dinajpur,71,232,69,200,62,179
54,Gaibandha,88,208,84,199,81,191
55,Kurigram,13,39,13,39,13,38
56,Lalmonirhat,-,-,0,0,0,0
57,Nilphamari,12,12,11,11,12,12
58,Panchagarh,-,-,0,0,0,0
59,Rangpur,32,70,41,106,45,117
60,Thakurgaon,69,82,68,72,70,77
7,Rangpur,285,643,286,627,283,614
61,Habiganj,17,46,19,49,24,63
62,Maulvibazar,-,-,2,3,2,3
63,Sunamganj,8,10,5,8,4,5
64,Sylhet,11,42,12,46,13,40
8,Sylhet,36,98,38,106,43,111
,BANGLADESH,10232,53107,10167,49270,9114,40959
