Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,1024,2048,795,1476,870,1650
2,Barishal,4752,6448,4729,9421,4655,9456
3,Bhola,870,1356,887,1098,794,1252
4,Jhallokati,1127,1297,1121,1313,1058,1275
5,Patuakhali,1203,2406,855,1753,647,1125
6,Pirojpur,1080,1346,1094,1366,1143,1693
1,Barishal,10056,14901,9481,16427,9167,16451
7,Bandarban,118,96,105,90,101,84
8,Brahmanbaria,10,7,12,5,12,5
9,Chandpur,268,522,278,504,258,724
10,Chittagang,999,1705,968,1543,976,1778
11,Cumilla,205,717,196,684,188,642
12,Cox's Bazar,13468,28884,13469,28884,13446,21254
13,Feni,93,123,87,119,88,120
14,Khagrachhari,107,180,126,208,127,217
15,Laksmipur,204,516,421,550,419,545
16,Noakhali,836,1419,836,1406,664,964
17,Rangamati,198,218,206,232,219,240
2,Chittagang,16506,34387,16704,34225,16498,26573
18,Dhaka,-,-,0,0,0,0
19,Faridpur,186,419,190,407,190,375
20,Gazipur,60,217,58,211,38,137
21,Gopalganj,55,167,54,190,57,197
22,Kishorganj,147,235,152,259,154,267
23,Madaripur,361,1449,359,1141,347,1124
24,Manikganj,285,920,19,78,20,100
25,Munshiganj,18,74,182,343,177,337
26,Narayanganj,6,9,4,6,4,6
27,Narsingdi,361,1018,355,725,354,722
28,Rajbari,242,585,243,570,243,590
29,Shariatpur,1188,1271,1274,1334,1268,1276
30,Tangail,34,141,48,213,34,161
3,Dhaka,2943,6505,2938,5477,2886,5292
31,Bagerhat,2162,4427,2401,5021,2427,5074
32,Chuadanga,7246,40578,7264,40190,7290,40892
33,Jashore,1401,6883,1384,7138,1403,7225
34,Jhenaidah,5183,23090,5238,36363,5238,38150
35,Khulna,537,1904,661,2200,666,2266
36,Kushtia,3580,26837,3580,23270,3453,24746
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,133,660,143,703,154,767
38,Meherpur,204,1507,198,1477,197,1478
39,Narail,980,7227,996,7367,1043,7506
40,Satkhira,326,796,1120,2777,1131,2690
4,Khulna,21752,113909,22985,126506,23002,130794
41,Jamalpur,82,246,59,186,66,213
42,Mymensing,190,382,368,1465,302,1056
43,Netrakona,20,44,20,46,20,46
44,Sherpur,49,162,52,175,57,193
5,Mymensing,341,834,499,1872,445,1508
45,Bogura,102,247,91,226,76,187
46,Joypurhat,14,35,22,7,22,75
47,Naogaon,38,106,42,115,20,69
48,Natore,253,794,260,688,255,700
49,Chapai Nawabganj,21,51,23,65,23,65
50,Pabna,49,117,50,125,57,149
51,Rajshahi,3901,13328,4321,27572,4592,28610
52,Sirajganj,-,-,0,0,0,0
6,Rajshahi,4378,14678,4809,28798,5045,29855
53,Dinajpur,52,182,55,137,56,140
54,Gaibandha,234,797,244,1138,250,926
55,Kurigram,97,176,83,144,85,146
56,Lalmonirhat,5,5,5,5,5,5
57,Nilphamari,1,1,1,1,0,0
58,Panchagarh,84,84,89,40,91,100
59,Rangpur,200,316,188,309,191,300
60,Thakurgaon,-,-,0,0,0,0
7,Rangpur,673,1561,665,1774,678,1617
61,Habiganj,15,43,611,1528,461,138
62,Maulvibazar,397,436,442,361,407,1598
63,Sunamganj,-,-,0,0,0,0
64,Sylhet,293,644,281,643,230,426
8,Sylhet,705,1123,1334,2532,1098,2162
,BANGLADESH,57354,187898,59415,217611,58819,214252
