Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,70,72,79,78,86,76
2,Barishal,218,291,224,305,232,313
3,Bhola,149,109,162,145,177,162
4,Jhallokati,127,112,136,122,135,123
5,Patuakhali,58,32,77,46,83,50
6,Pirojpur,123,183,137,203,130,170
1,Barishal,745,799,815,899,843,894
7,Bandarban,318,407,308,395,305,390
8,Brahmanbaria,56,38,70,49,74,52
9,Chandpur,832,658,816,661,77,65
10,Chittagang,1392,2486,1393,2465,1404,2501
11,Cumilla,486,781,498,817,453,752
12,Cox's Bazar,295,505,306,529,307,527
13,Feni,107,136,109,116,112,113
14,Khagrachhari,967,2101,924,1986,902,1925
15,Laksmipur,152,104,153,103,153,104
16,Noakhali,254,212,251,210,224,166
17,Rangamati,612,916,611,869,630,893
2,Chittagang,5471,8344,5439,8200,4641,7488
18,Dhaka,487,579,476,552,487,582
19,Faridpur,263,401,252,380,255,382
20,Gazipur,239,189,237,188,232,189
21,Gopalganj,125,214,138,248,146,257
22,Kishorganj,131,201,140,176,140,181
23,Madaripur,75,106,61,50,63,56
24,Manikganj,132,79,135,80,143,84
25,Munshiganj,94,51,42,22,64,25
26,Narayanganj,167,164,155,147,142,150
27,Narsingdi,295,417,286,405,299,426
28,Rajbari,194,160,226,174,201,158
29,Shariatpur,72,39,78,41,91,55
30,Tangail,169,241,191,276,204,297
3,Dhaka,2443,2841,2417,2739,2467,2842
31,Bagerhat,409,464,443,540,335,502
32,Chuadanga,687,1435,684,1418,695,1440
33,Jashore,591,1437,557,1356,553,1379
34,Jhenaidah,315,677,306,860,306,746
35,Khulna,241,209,245,215,240,209
36,Kushtia,257,542,242,502,215,451
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,52,122,55,129,60,141
38,Meherpur,71,96,75,107,72,100
39,Narail,173,380,175,386,167,382
40,Satkhira,281,572,271,538,268,531
4,Khulna,3077,5934,3053,6051,2911,5881
41,Jamalpur,115,213,133,224,141,239
42,Mymensing,568,1165,609,1275,632,1322
43,Netrakona,138,122,142,124,173,159
44,Sherpur,131,202,135,199,149,247
5,Mymensing,952,1702,1019,1822,1095,1967
45,Bogura,249,398,249,384,237,374
46,Joypurhat,106,169,110,149,102,157
47,Naogaon,131,140,130,140,122,128
48,Natore,279,156,275,165,269,161
49,Chapai Nawabganj,53,66,53,66,51,59
50,Pabna,111,133,129,152,164,162
51,Rajshahi,270,357,248,303,240,309
52,Sirajganj,115,97,114,107,115,113
6,Rajshahi,1314,1516,1308,1466,1300,1463
53,Dinajpur,260,262,248,304,259,319
54,Gaibandha,159,184,158,181,158,182
55,Kurigram,168,177,191,269,198,271
56,Lalmonirhat,148,161,194,310,198,311
57,Nilphamari,181,336,187,370,187,380
58,Panchagarh,290,887,351,818,343,771
59,Rangpur,354,402,366,462,326,468
60,Thakurgaon,159,217,152,224,156,229
7,Rangpur,1719,2626,1847,2938,1825,2931
61,Habiganj,183,315,210,350,206,367
62,Maulvibazar,334,745,341,811,339,795
63,Sunamganj,117,68,118,68,107,81
64,Sylhet,271,364,341,471,351,497
8,Sylhet,905,1492,1010,1700,1003,1740
,BANGLADESH,16626,25254,16908,25815,16085,25206
