Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,15,20,23,34,28,41
2,Barishal,199,278,203,256,200,258
3,Bhola,127,161,94,113,87,110
4,Jhallokati,151,323,157,353,160,352
5,Patuakhali,12,16,12,17,13,18
6,Pirojpur,183,293,190,311,209,337
1,Barishal,687,1091,679,1084,697,1116
7,Bandarban,229,369,235,319,230,381
8,Brahmanbaria,300,292,292,265,265,246
9,Chandpur,61,117,61,125,68,105
10,Chittagang,746,2292,757,2338,766,2356
11,Cumilla,189,319,190,327,185,349
12,Cox's Bazar,214,348,214,352,221,357
13,Feni,17,20,20,20,19,19
14,Khagrachhari,933,1853,947,1898,964,1970
15,Laksmipur,40,50,109,80,103,76
16,Noakhali,104,95,100,92,88,75
17,Rangamati,2098,3294,2116,3223,2134,3292
2,Chittagang,4931,9049,5041,9039,5043,9226
18,Dhaka,118,133,112,127,115,135
19,Faridpur,35,51,37,54,24,40
20,Gazipur,140,223,148,239,147,242
21,Gopalganj,13,20,23,32,23,32
22,Kishorganj,170,356,177,359,188,398
23,Madaripur,23,32,19,25,20,27
24,Manikganj,38,74,41,76,44,78
25,Munshiganj,95,86,94,69,94,70
26,Narayanganj,141,255,136,231,141,226
27,Narsingdi,1922,4582,1849,7681,1505,6683
28,Rajbari,59,50,72,163,73,143
29,Shariatpur,48,40,26,25,28,37
30,Tangail,195,436,190,423,193,436
3,Dhaka,2997,6338,2924,9504,2595,8547
31,Bagerhat,125,255,145,295,148,275
32,Chuadanga,35,44,41,51,32,46
33,Jashore,410,1781,383,1645,385,1676
34,Jhenaidah,174,410,183,443,199,543
35,Khulna,51,96,57,110,52,96
36,Kushtia,20,55,20,80,16,64
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,42,97,45,105,49,115
38,Meherpur,5,16,8,21,9,24
39,Narail,78,317,76,309,84,340
40,Satkhira,51,136,55,141,101,168
4,Khulna,991,3207,1013,3200,1075,3347
41,Jamalpur,60,90,37,53,41,68
42,Mymensing,314,587,311,599,324,606
43,Netrakona,65,67,49,54,75,78
44,Sherpur,50,120,107,264,116,295
5,Mymensing,489,864,504,970,556,1047
45,Bogura,114,355,119,340,104,277
46,Joypurhat,118,312,117,576,114,582
47,Naogaon,113,433,101,398,109,305
48,Natore,220,241,249,337,243,321
49,Chapai Nawabganj,-,-,0,0,0,0
50,Pabna,12,20,13,21,23,42
51,Rajshahi,60,163,52,169,47,127
52,Sirajganj,6,9,6,10,6,9
6,Rajshahi,643,1533,657,1851,646,1663
53,Dinajpur,95,151,100,152,110,184
54,Gaibandha,174,324,164,309,155,285
55,Kurigram,63,133,65,135,67,133
56,Lalmonirhat,152,209,150,216,164,327
57,Nilphamari,124,280,123,290,138,328
58,Panchagarh,77,110,77,125,77,135
59,Rangpur,284,356,271,399,276,426
60,Thakurgaon,42,94,57,91,60,93
7,Rangpur,1011,1657,1007,1717,1047,1911
61,Habiganj,39,45,53,50,65,67
62,Maulvibazar,61,217,62,244,55,228
63,Sunamganj,44,99,36,52,45,69
64,Sylhet,90,210,48,46,58,47
8,Sylhet,234,571,199,392,223,411
,BANGLADESH,11983,24310,12024,27757,11882,27268
