Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,89,204,116,238,97,213
2,Barishal,398,835,377,787,387,805
3,Bhola,216,779,250,841,240,742
4,Jhallokati,181,454,182,452,199,531
5,Patuakhali,42,48,53,74,57,83
6,Pirojpur,348,823,325,817,372,1095
1,Barishal,1274,3143,1303,3209,1352,3469
7,Bandarban,250,681,251,690,248,695
8,Brahmanbaria,816,3273,567,2358,796,3247
9,Chandpur,275,1036,284,854,290,1077
10,Chittagang,1895,7480,1882,7426,1888,7466
11,Cumilla,1785,8068,1815,5860,1801,8507
12,Cox's Bazar,256,984,261,1012,263,1018
13,Feni,118,208,115,227,117,229
14,Khagrachhari,346,994,369,1071,387,1130
15,Laksmipur,187,408,183,405,175,362
16,Noakhali,413,980,409,954,367,834
17,Rangamati,210,660,217,680,214,714
2,Chittagang,6551,24772,6353,21537,6546,25279
18,Dhaka,945,4445,891,4402,932,4425
19,Faridpur,663,2586,645,2525,633,2428
20,Gazipur,706,5321,732,5480,743,5230
21,Gopalganj,304,1510,323,1739,329,1832
22,Kishorganj,503,1682,563,2168,570,2437
23,Madaripur,35,98,43,102,44,104
24,Manikganj,615,2078,623,2092,642,2142
25,Munshiganj,444,2211,838,4474,845,4318
26,Narayanganj,463,1477,456,1401,474,1463
27,Narsingdi,486,1819,472,1882,462,1824
28,Rajbari,933,5620,961,5724,1023,6044
29,Shariatpur,47,193,53,251,68,301
30,Tangail,1802,11638,1794,11512,1732,10954
3,Dhaka,7946,40678,8394,43752,8497,43502
31,Bagerhat,405,2023,427,2340,443,2440
32,Chuadanga,2708,10129,1911,5822,1868,5759
33,Jashore,1808,7996,1808,8192,1851,8469
34,Jhenaidah,1093,5010,1083,4979,1378,7831
35,Khulna,623,3286,624,3300,615,3289
36,Kushtia,851,4104,804,3848,806,3797
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,202,712,292,667,199,684
38,Meherpur,379,2255,459,3050,466,3075
39,Narail,300,902,315,973,314,1001
40,Satkhira,1096,6185,1071,5681,1090,6114
4,Khulna,9465,42602,8794,38852,9030,42459
41,Jamalpur,483,1852,482,1826,509,1931
42,Mymensing,1726,18827,1785,20145,1719,20098
43,Netrakona,313,1029,320,1061,326,1084
44,Sherpur,937,5411,981,5700,1006,5818
5,Mymensing,3459,27119,3568,28732,3560,28931
45,Bogura,636,3877,676,3071,871,3754
46,Joypurhat,311,1364,315,1415,363,1579
47,Naogaon,1292,7668,1267,7988,1278,8085
48,Natore,718,2007,736,2062,727,2125
49,Chapai Nawabganj,585,2073,610,2124,617,2132
50,Pabna,1247,9701,1288,10025,1303,10416
51,Rajshahi,1446,9085,1415,9084,1442,9139
52,Sirajganj,828,6240,836,8433,862,6474
6,Rajshahi,7063,42015,7143,44202,7463,43704
53,Dinajpur,2599,17680,2664,17054,2558,16644
54,Gaibandha,492,2302,481,2240,464,2260
55,Kurigram,884,6028,871,5980,869,6287
56,Lalmonirhat,2182,16408,1791,13270,1820,13487
57,Nilphamari,1318,10021,1339,10800,1372,11587
58,Panchagarh,908,3605,920,3554,928,3598
59,Rangpur,852,12517,921,13321,941,13324
60,Thakurgaon,899,2875,948,4468,962,4681
7,Rangpur,10134,71436,9935,70687,9914,71868
61,Habiganj,707,6520,627,5527,618,5119
62,Maulvibazar,368,1536,365,1574,374,1601
63,Sunamganj,476,2951,516,4285,486,3920
64,Sylhet,852,5708,751,6127,885,7648
8,Sylhet,2403,16715,2259,17513,2363,18288
,BANGLADESH,48295,268480,47749,268484,48725,277500
