Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,-,-,14,4,14,4
2,Barishal,-,-,0,0,0,0
3,Bhola,-,-,0,0,0,0
4,Jhallokati,-,-,0,0,0,0
5,Patuakhali,-,-,0,0,0,0
6,Pirojpur,14,2,0,0,0,0
1,Barishal,14,2,14,4,14,4
7,Bandarban,-,-,0,0,0,0
8,Brahmanbaria,8,1,9,2,9,2
9,Chandpur,-,-,0,0,0,0
10,Chittagang,116,274,117,186,158,172
11,Cumilla,2,2,3,3,2,1
12,Cox's Bazar,3,5,3,5,3,5
13,Feni,-,-,0,0,0,0
14,Khagrachhari,-,-,0,0,0,0
15,Laksmipur,-,-,0,0,0,0
16,Noakhali,-,-,0,0,0,0
17,Rangamati,31,11,34,12,38,16
2,Chittagang,160,293,166,208,210,196
18,Dhaka,0,0,0,0,0,0
19,Faridpur,3,4,4,5,5,9
20,Gazipur,0,0,9,4,9,4
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,1,1,1,1,1,1
23,Madaripur,4,1,4,1,5,1
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,41,55,43,61,44,63
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,0,0,5,1,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,2,5,2,6
3,Dhaka,49,61,68,78,66,84
31,Bagerhat,12,3,15,4,15,5
32,Chuadanga,86,59,91,61,96,452
33,Jashore,243,548,202,455,273,612
34,Jhenaidah,288,454,376,579,1296,1926
35,Khulna,6,2,0,0,0,0
36,Kushtia,-,-,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2,1,2,1,2,1
38,Meherpur,-,-,0,0,0,0
39,Narail,-,-,0,0,0,0
40,Satkhira,-,-,0,0,1,0.424
4,Khulna,637,1067,686,1100,1683,2996.424
41,Jamalpur,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0
45,Bogura,9,10,12,12,11,7
46,Joypurhat,-,-,0,0,0,0
47,Naogaon,3,6,5,10,7,13
48,Natore,-,-,0,0,0,0
49,Chapai Nawabganj,-,-,0,0,0,0
50,Pabna,-,-,0,0,0,0
51,Rajshahi,-,-,0,0,1,1
52,Sirajganj,2,2,2,3,3,3
6,Rajshahi,14,18,19,25,22,24
53,Dinajpur,-,-,0,0,2,2
54,Gaibandha,-,-,0,0,0,0
55,Kurigram,10,9,0,0,0,0
56,Lalmonirhat,-,-,0,0,0,0
57,Nilphamari,-,-,0,0,0,0
58,Panchagarh,-,-,0,0,0,0
59,Rangpur,18,17,19,17,20,20
60,Thakurgaon,-,-,0,0,0,0
7,Rangpur,28,26,19,17,22,22
61,Habiganj,-,-,0,0,0,0
62,Maulvibazar,-,-,0,0,0,0
63,Sunamganj,-,-,0,0,0,0
64,Sylhet,-,-,0,0,3,1
8,Sylhet,-,-,0,0,3,1
,BANGLADESH,902,1467,972,1432,2020,3327.424
