Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,"2014-
15",2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,-,0,0,-,0,0,960,984,1000,960,984,1000
38,Meherpur,-,0,0,-,0,0,34,31,48,34,31,48
39,Narail,-,0,0,-,0,0,249,276,296,249,276,296
40,Satkhira,-,0,0,-,0,0,329,360,449,329,360,449
4,Khulna,-,0,0,-,0,0,4615,4821,4765,4615,4821,4765
41,Jamalpur,-,0,0,-,0,0,0,0,0,0,0,0
42,Mymensing,-,0,0,-,0,0,6,7,6,6,7,6
43,Netrakona,-,0,0,-,0,0,7,9,8,7,9,8
44,Sherpur,-,0,0,-,0,0,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0,,16,14,13,16,14
45,Bogura,-,0,0,-,0,0,95,94,72,95,94,72
46,Joypurhat,-,0,0,-,0,0,31,5,5,31,5,5
47,Naogaon,-,0,0,-,0,0,47,43,45,47,43,45
48,Natore,-,0,0,-,0,0,9,14,15,9,14,15
49,Chapai Nawabganj,-,0,0,-,0,0,3,3,3,3,3,3
50,Pabna,-,0,0,-,0,0,88,108,55,88,108,55
51,Rajshahi,-,0,0,-,0,0,61,64,70,61,64,70
52,Sirajganj,-,0,0,-,0,0,31,41,34,31,41,34
6,Rajshahi,-,0,0,-,0,0,365,372,299,365,372,299
53,Dinajpur,-,0,0,-,0,0,7,6,6,7,6,6
54,Gaibandha,-,0,0,-,0,0,2,1,0,2,1,0
55,Kurigram,-,0,0,-,0,0,15,11,0,15,11,0
56,Lalmonirhat,-,0,0,-,0,0,-,4,3,-,4,3
57,Nilphamari,-,0,0,-,0,0,13,14,21,13,14,21
58,Panchagarh,-,0,0,-,0,0,378,96,144,378,96,144
59,Rangpur,-,0,0,-,0,0,23,14,10,23,14,10
60,Thakurgaon,-,0,0,-,0,0,2,4,4,2,4,4
7,Rangpur,-,0,0,-,0,0,440,150,188,440,150,188
61,Habiganj,-,0,0,-,0,0,-,0,0,-,0,0
62,Maulvibazar,-,0,0,-,0,0,-,32,33,-,32,33
63,Sunamganj,-,0,0,-,0,0,-,0,0,-,0,0
64,Sylhet,-,0,0,-,0,0,-,0,3,-,0,3
8,Sylhet,-,0,0,-,0,0,-,32,36,-,32,36
,BANGLADESH,18,8,8,90,56,61,9832,9981,10030,9922,10037,10091
