Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,29,33,31,35,35,44
2,Barishal,108,238,104,223,103,230
3,Bhola,108,223,142,269,142,276
4,Jhallokati,59,78,62,81,67,87
5,Patuakhali,55,55,78,86,73,79
6,Pirojpur,84,111,84,112,94,122
1,Barishal,443,738,501,806,514,838
7,Bandarban,94,144,91,140,94,143
8,Brahmanbaria,53,110,69,139,72,143
9,Chandpur,276,484,279,489,288,509
10,Chittagang,418,636,412,631,424,728
11,Cumilla,271,460,255,406,253,386
12,Cox's Bazar,49,188,50,180,50,192
13,Feni,71,86,66,90,68,89
14,Khagrachhari,275,466,277,466,292,494
15,Laksmipur,149,175,148,175,143,169
16,Noakhali,223,188,224,194,170,136
17,Rangamati,411,868,425,857,447,890
2,Chittagang,2290,3805,2296,3767,2301,3879
18,Dhaka,598,1321,618,1321,621,1793
19,Faridpur,251,547,253,307,230,446
20,Gazipur,234,352,230,345,226,341
21,Gopalganj,171,344,179,378,194,396
22,Kishorganj,131,269,137,286,148,324
23,Madaripur,138,128,145,140,146,140
24,Manikganj,209,319,225,350,232,353
25,Munshiganj,209,268,208,243,236,301
26,Narayanganj,225,350,230,382,234,436
27,Narsingdi,140,186,143,187,163,216
28,Rajbari,163,324,233,493,272,461
29,Shariatpur,122,130,128,131,132,140
30,Tangail,743,1455,853,1745,880,1782
3,Dhaka,3334,5993,3582,6308,3714,7129
31,Bagerhat,172,286,173,290,207,328
32,Chuadanga,15,13,23,20,25,21
33,Jashore,335,1215,322,1147,332,1209
34,Jhenaidah,171,544,175,513,191,549
35,Khulna,135,243,152,275,155,271
36,Kushtia,50,58,52,71,58,72
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,61,173,65,183,60,164
38,Meherpur,19,51,21,57,21,54
39,Narail,114,331,115,331,109,316
40,Satkhira,121,286,118,235,121,276
4,Khulna,1193,3200,1216,3122,1279,3260
41,Jamalpur,190,374,190,386,214,457
42,Mymensing,265,461,270,516,350,675
43,Netrakona,140,191,138,209,142,216
44,Sherpur,157,568,160,547,168,554
5,Mymensing,752,1594,758,1658,874,1902
45,Bogura,2,7,4,11,4,11
46,Joypurhat,2,4,3,5,2,5
47,Naogaon,64,97,61,92,44,68
48,Natore,83,125,84,128,66,98
49,Chapai Nawabganj,112,229,114,238,124,270
50,Pabna,190,349,228,416,266,493
51,Rajshahi,51,155,13,65,34,153
52,Sirajganj,294,427,298,454,297,436
6,Rajshahi,798,1393,805,1409,837,1534
53,Dinajpur,40,50,41,47,42,48
54,Gaibandha,64,106,59,98,57,97
55,Kurigram,11,19,13,17,0,0
56,Lalmonirhat,-,-,18,38,0,0
57,Nilphamari,77,131,94,292,91,283
58,Panchagarh,68,90,65,95,59,85
59,Rangpur,-,-,0,0,0,0
60,Thakurgaon,81,96,71,80,71,78
7,Rangpur,341,492,361,667,320,591
61,Habiganj,-,-,20,21,19,20
62,Maulvibazar,17,35,18,72,19,76
63,Sunamganj,13,16,34,132,34,134
64,Sylhet,-,-,54,85,49,87
8,Sylhet,30,51,126,310,121,317
,BANGLADESH,9181,17266,9645,18047,9960,19450
