Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,103,142,114,156,125,170
2,Barishal,223,398,274,422,322,557
3,Bhola,483,789,481,795,858,1011
4,Jhallokati,138,304,140,312,176,257
5,Patuakhali,101,172,133,235,111,149
6,Pirojpur,608,1128,572,1017,619,1123
1,Barishal,1656,2933,1714,2937,2211,3267
7,Bandarban,352,723,351,725,353,256
8,Brahmanbaria,0,0,1,1,0,0
9,Chandpur,10,31,10,23,13023,35133
10,Chittagang,15,12,95,211,226,618
11,Cumilla,18472,40065,18386,39271,22200,38579
12,Cox's Bazar,200,250,186,387,205,425
13,Feni,5,6,3,3,7,4
14,Khagrachhari,817,978,825,1033,864,1064
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,5,6,2,2,3,3
17,Rangamati,527,550,581,1792,538,1336
2,Chittagang,20403,42621,20440,43448,37419,77418
18,Dhaka,8181,25036,10284,26211,10516,30427
19,Faridpur,497,1582,416,1350,960,3516
20,Gazipur,13,23,10,17,7,12
21,Gopalganj,34,100,5,10,16,12
22,Kishorganj,5042,12929,5731,14342,9871,28923
23,Madaripur,68,170,60,125,156,349
24,Manikganj,27533,75853,32195,89573,35459,98910
25,Munshiganj,148,131,166,131,117,268
26,Narayanganj,22,28,31,33,76,142
27,Narsingdi,21,31,0,0,5,13
28,Rajbari,253,619,112,304,114,621
29,Shariatpur,8,6,6,14,84,221
30,Tangail,2113,5472,2300,5688,2741,5923
3,Dhaka,58220,164071,70819,208518,60122,169337
31,Bagerhat,442,782,383,787,384,816
32,Chuadanga,107741,422129,116601,453262,121413,474525
33,Jashore,737,1897,655,1689,767,2252
34,Jhenaidah,35515,94769,23102,73788,31077,100385
35,Khulna,114,190,123,201,54,129
36,Kushtia,14370,36278,14063,36212,17357,57648
