Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,9900,1803,9980,1845,10012,1865
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chittagang,0,0,0,0,0,0
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,2681,392,2279,439,2383,464
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,6400,1108,6450,1099,6241,1063
2,Chittagang,18981,3303,18709,3383,18636,3392
18,Dhaka,0,0,0,0,96,65
19,Faridpur,0,0,0,0,0,0
20,Gazipur,205,175,228,188,228,188
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,376,888,319,751,319,751
29,Shariatpur,0,0,0,0,0,0
30,Tangail,691,619,686,612,586,552
3,Dhaka,1272,1682,1233,1551,1229,1556
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,841,1195,835,1168,763,1087
33,Jashore,2708,4011,3221,6865,2561,5650
34,Jhenaidah,4346,11605,4499,11714,4577,10896
35,Khulna,0,0,0,0,0,0
36,Kushtia,2251,3549,2293,4105,2114,3657
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,167,282,204,350,201,339
38,Meherpur,1305,2318,1217,2206,1193,2572
39,Narail,0,0,0,0,0,0
40,Satkhira,1,5,0,0,0,0
4,Khulna,11682,22965,12269,26408,11409,24201
41,Jamalpur,0,0,0,0,0,0
42,Mymensing,295,498,299,325,297,323
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,7,20
5,Mymensing,295,498,299,325,304,343
45,Bogura,6,4,6,2,6,3
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,4,2,3,2,3,2
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,83,204,83,204
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,10,6,92,208,92,209
53,Dinajpur,203,146,211,153,216,177
54,Gaibandha,359,493,445,610,395,803
55,Kurigram,0,0,0,0,0,0
56,Lalmonirhat,16,18,23,20,26,24
57,Nilphamari,0,0,0,0,0,0
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,613,603,499,493,502,500
60,Thakurgaon,0,0,0,0,0,0
7,Rangpur,1191,1260,1178,1276,1139,1504
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,33431,29714,33780,33151,32809,31205
