Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,10,2,0,0,20,13
2,Barishal,165,75,0,0,295,134
3,Bhola,173,87,0,0,303,211
4,Jhallokati,100,30,88,32,90,39
5,Patuakhali,41,12,48,19,49,20
6,Pirojpur,100,45,97,51,107,61
1,Barishal,589,251,233,102,864,478
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,51,46,69,78,80,97
9,Chandpur,4,2,399,486,394,362
10,Chittagang,312,148,12,4,282,130
11,Cumilla,550,533,0,0,734,705
12,Cox's Bazar,4,3,4,2,4,2
13,Feni,78,47,73,45,77,44
14,Khagrachhari,129,45,155,53,169,63
15,Laksmipur,43,14,-,-,154,41
16,Noakhali,41,20,14,8,19,8
17,Rangamati,112,62,124,69,126,70
2,Chittagang,1324,920,850,745,2039,1522
18,Dhaka,110,100,379,271,393,280
19,Faridpur,534,272,389,180,442,201
20,Gazipur,13,9,31,11,28,9
21,Gopalganj,806,382,279,123,1131,521
22,Kishorganj,16,9,17,13,17,14
23,Madaripur,22,10,663,283,580,241
24,Manikganj,89,80,98,89,103,91
25,Munshiganj,167,80,167,95,180,75
26,Narayanganj,69,65,180,104,186,109
27,Narsingdi,26,24,44,37,51,71
28,Rajbari,147,54,270,97,290,110
29,Shariatpur,1500,862,485,200,1023,557
30,Tangail,804,175,767,156,488,119
3,Dhaka,4303,2122,3769,1659,4912,2398
31,Bagerhat,12,2,47,17,60,22
32,Chuadanga,231,92,249,254,231,926
33,Jashore,40,23,49,28,60,36
34,Jhenaidah,62,44,65,36,69,34
35,Khulna,14,8,14,9,6,7
36,Kushtia,42,24,51,26,37,22
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,37,20,41,23,42,25
38,Meherpur,6,5,11,16,16,28
39,Narail,58,23,196,137,159,106
40,Satkhira,4,3,17,7,23,7
4,Khulna,506,244,740,553,703,1213
41,Jamalpur,143,58,109,34,138,40
42,Mymensing,79,75,87,88,68,27
43,Netrakona,70,65,29,38,31,40
44,Sherpur,13,12,6,3,7,4
5,Mymensing,305,210,231,163,244,111
45,Bogura,54,30,2,3,123,94
46,Joypurhat,5,2,6,2,7,3
47,Naogaon,24,14,43,27,31,19
48,Natore,16,4,20,5,25,7
49,Chapai Nawabganj,40,11,-,-,30,19
50,Pabna,65,27,165,134,105,28
51,Rajshahi,50,17,72,54,87,24
52,Sirajganj,13,5,29,10,43,16
6,Rajshahi,267,110,337,235,451,210
53,Dinajpur,124,61,134,70,139,74
54,Gaibandha,113,61,92,45,97,49
55,Kurigram,4,3,37,13,23,7
56,Lalmonirhat,90,30,140,89,186,121
57,Nilphamari,97,30,110,114,119,125
58,Panchagarh,63,38,98,62,104,66
59,Rangpur,49,25,179,87,183,89
60,Thakurgaon,32,33,46,37,55,42
7,Rangpur,572,281,836,517,906,573
61,Habiganj,-,-,50,27,79,49
62,Maulvibazar,-,-,-,-,20,10
63,Sunamganj,-,-,22,1,22,5
64,Sylhet,43,16,89,42,89,37
8,Sylhet,43,16,161,70,210,101
,BANGLADESH,7909,4154,7157,4044,10329,6606
