Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,803,213,988,303,920,254
2,Barishal,2861,901,2861,976,2855,971
3,Bhola,36054,11177,35455,14401,37585,15695
4,Jhallokati,1298,320,1307,332,1319,401
5,Patuakhali,1640,367,2934,887,2841,657
6,Pirojpur,1195,398,1011,345,1025,370
1,Barishal,43851,13376,44556,17244,46545,18348
7,Bandarban,739,1109,340,380,337,356
8,Brahmanbaria,2254,1129,3043,2040,3078,2072
9,Chandpur,5807,2340,5619,2334,5779,2645
10,Chittagang,7214,2712,7209,2700,7212,2706
11,Cumilla,8510,5069,8162,588,8335,4877
12,Cox's Bazar,1851,907,1898,1176,1920,1210
13,Feni,1122,348,1176,319,762,214
14,Khagrachhari,734,250,756,254,771,252
15,Laksmipur,5558,2023,4877,1807,4537,1641
16,Noakhali,10470,3052,10418,2861,11226,3126
17,Rangamati,1296,776,1204,715,1200,718
2,Chittagang,45555,19715,44702,15174,45157,19817
18,Dhaka,1400,543,1346,528,1352,533
19,Faridpur,3236,2997,2800,2660,2785,2627
20,Gazipur,63,39,1378,541,1370,543
21,Gopalganj,735,629,742,716,696,651
22,Kishorganj,3809,1714,3514,2374,3442,2391
23,Madaripur,1090,337,1060,330,1083,334
24,Manikganj,2029,1033,7023,3224,6825,3394
25,Munshiganj,1074,630,1048,618,1095,643
26,Narayanganj,623,298,571,244,563,240
27,Narsingdi,2037,739,1962,753,1932,742
28,Rajbari,1161,503,1383,1375,1405,1498
29,Shariatpur,1035,573,11395,6400,10682,6079
30,Tangail,3017,990,3017,1013,3033,1014
3,Dhaka,21309,11025,37239,20776,36263,20689
31,Bagerhat,852,410,856,340,886,367
32,Chuadanga,852,410,1041,1097,995,1090
33,Jashore,2593,1074,2432,1015,2447,1044
34,Jhenaidah,2117,908,2165,879,1702,729
35,Khulna,381,605,390,600,395,618
36,Kushtia,565,466,613,707,637,555
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,376,358,508,548,517,596
38,Meherpur,482,392,498,401,496,400
39,Narail,458,1023,478,1153,501,1167
40,Satkhira,651,1020,719,245,687,822
4,Khulna,9327,6666,9700,6985,9263,7388
41,Jamalpur,13531,4629,16320,6000,16431,6165
42,Mymensing,3389,1931,3542,2588,3525,1947
43,Netrakona,1036,615,1030,607,935,551
44,Sherpur,2639,1052,2711,1102,2840,1159
5,Mymensing,20595,8227,23603,10297,23731,9822
45,Bogura,9099,4795,9079,5277,10075,6108
46,Joypurhat,514,263,520,223,516,234
47,Naogaon,745,466,1122,734,1359,901
48,Natore,1058,453,888,394,895,403
49,Chapai Nawabganj,219,212,293,342,243,258
50,Pabna,1323,787,1329,838,1375,897
51,Rajshahi,1463,1470,1950,1287,1664,855
52,Sirajganj,8425,5510,6329,3489,5166,2836
6,Rajshahi,22846,13956,21510,12584,21293,12492
53,Dinajpur,1928,1004,2591,1123,2617,1212
54,Gaibandha,861,420,848,396,1102,629
55,Kurigram,1414,817,1778,1188,1770,1159
56,Lalmonirhat,713,650,540,569,1642,770
57,Nilphamari,4054,11274,3754,2815,3837,2870
58,Panchagarh,5390,3050,13090,7439,13203,7586
59,Rangpur,1775,1020,1780,1029,2449,1331
60,Thakurgaon,1838,450,802,211,817,214
7,Rangpur,17973,18685,25183,14770,27437,15771
61,Habiganj,523,284,429,246,518,511
62,Maulvibazar,336,240,310,129,320,142
63,Sunamganj,310,162,820,513,688,463
64,Sylhet,865,477,647,338,609,321
8,Sylhet,2034,1163,2206,1226,2135,1437
,BANGLADESH,183490,92813,208699,99056,211824,105764
