Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,193,61,140,57,113,51
2,Barishal,717,303,719,304,1109,465
3,Bhola,120,34,417,282,158,53
4,Jhallokati,691,274,536,126,489,254
5,Patuakhali,635,190,179,161,529,172
6,Pirojpur,4,1,9,2,30,6
1,Barishal,2360,863,2000,932,2428,1001
7,Bandarban,398,84,563,169,540,162
8,Brahmanbaria,27,-,1515,747,1368,616
9,Chandpur,140,54,270,109,242,93
10,Chittagang,14,2,22,3,24,3
11,Cumilla,74,29,2600,1250,2296,975
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,46,6,183,37,178,35
15,Laksmipur,15,2,314,85,0,0
16,Noakhali,41,21,24,11,15,6
17,Rangamati,1537,348,3510,900,3472,941
2,Chittagang,2292,546,9001,3311,8135,2831
18,Dhaka,0,0,824,255,796,269
19,Faridpur,154,40,3621,1461,3623,1461
20,Gazipur,190,19,235,35,82,25
21,Gopalganj,9,5,775,401,822,408
22,Kishorganj,20,4,43,10,42,9
23,Madaripur,35,9,564,173,550,165
24,Manikganj,0,0,5398,1794,5280,1258
25,Munshiganj,12,4,232,135,582,293
26,Narayanganj,0,0,79,39,67,32
27,Narsingdi,28,9,855,323,842,317
28,Rajbari,0,0,4535,2093,4833,2234
29,Shariatpur,0,0,91,27,61,15
30,Tangail,88,24,5996,1839,5930,1791
3,Dhaka,536,114,23248,8585,23510,8277
31,Bagerhat,0,0,421,103,387,88
32,Chuadanga,124,51,764,322,754,324
33,Jashore,0,0,7849,2848,7544,2690
34,Jhenaidah,274,77,4240,1326,3967,1263
35,Khulna,7,3,5617,940,5408,868
36,Kushtia,52,22,7179,3713,6704,3597
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,43,16,726,249,757,268
38,Meherpur,0,0,278,117,298,125
39,Narail,0,0,5258,1904,4245,1575
40,Satkhira,47,12,371,97,355,89
4,Khulna,547,181,32703,11619,30419,10887
41,Jamalpur,231,53,361,86,373,94
42,Mymensing,217,61,258,79,242,71
43,Netrakona,0,0,43,13,40,11
44,Sherpur,49,16,66,21,75,24
5,Mymensing,497,130,728,199,730,200
45,Bogura,95,30,181,53,146,44
46,Joypurhat,49,26,59,18,55,17
47,Naogaon,25,9,420,167,427,173
48,Natore,65,12,3627,1147,3925,1302
49,Chapai Nawabganj,28,6,85,22,85,23
50,Pabna,56,14,10520,4377,9267,3931
51,Rajshahi,71,23,5417,1858,2088,893
52,Sirajganj,297,200,4356,1457,4358,1472
6,Rajshahi,686,320,24665,9099,20351,7855
53,Dinajpur,34,8,45,10,43,10
54,Gaibandha,719,516,1053,670,979,594
55,Kurigram,347,115,517,390,502,163
56,Lalmonirhat,68,31,89,38,122,54
57,Nilphamari,61,27,66,24,58,21
58,Panchagarh,133,28,4953,1850,4915,1922
59,Rangpur,94,36,200,80,197,82
60,Thakurgaon,107,30,192,64,190,62
7,Rangpur,1563,791,7115,3126,7006,2908
61,Habiganj,37,18,31,20,22,9
62,Maulvibazar,12,7,29,10,31,13
63,Sunamganj,0,0,36,15,31,12
64,Sylhet,0,0,36,5,8,6
8,Sylhet,49,25,132,50,92,40
,BANGLADESH,8530,2970,99592,36921,92671,33999
