Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,62,17,59,15,0,0
3,Bhola,125,49,134,64,148,73
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,49,10,51,11
6,Pirojpur,0,0,0,0,0,0
1,Barishal,187,66,242,89,199,84
7,Bandarban,21,3,11,1,6,1
8,Brahmanbaria,229,74,248,79,242,82
9,Chandpur,0,0,0,0,0,0
10,Chittagang,0,0,0,0,0,0
11,Cumilla,53,26,37,15,26,9
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,16,5,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,119,18,115,16,122,16
17,Rangamati,0,0,0,0,0,0
2,Chittagang,438,126,411,111,396,108
18,Dhaka,6,1,0,0,0,0
19,Faridpur,2669,594,2430,521,438,109
20,Gazipur,3,1,4,2,5,2
21,Gopalganj,2339,634,1823,478,1967,526
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,643,150,533,134,416,89
24,Manikganj,25,8,23,8,17,7
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,7,2,8,2,7,2
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,992,314,930,293,656,221
29,Shariatpur,152,44,144,54,75,27
30,Tangail,158,34,160,35,139,29
3,Dhaka,6994,1782,6055,1527,3720,1012
31,Bagerhat,7,2,6,1,0,0
32,Chuadanga,110,39,65,17,69,20
33,Jashore,270,74,243,65,197,51
34,Jhenaidah,301,83,277,78,157,421
35,Khulna,0,0,7,2,6,1
36,Kushtia,541,217,508,202,499,203
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,3331,1086,3401,948,3348,939
38,Meherpur,5,1,0,0,0,0
39,Narail,1449,349,1398,394,1063,261
40,Satkhira,40,6,31,5,29,7
4,Khulna,6054,1857,5936,1712,5368,1903
41,Jamalpur,390,67,386,67,365,83
42,Mymensing,43,10,31,9,32,10
43,Netrakona,58,29,58,30,55,30
44,Sherpur,9,3,10,3,11,3
5,Mymensing,500,109,485,109,463,126
45,Bogura,8,2,4,1,4,1
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,208,43,185,38,155,33
48,Natore,37,8,38,7,45,10
49,Chapai Nawabganj,151,39,143,37,142,37
50,Pabna,382,112,381,114,373,113
51,Rajshahi,197,62,82,27,84,27
52,Sirajganj,871,289,895,304,895,304
6,Rajshahi,1854,555,1728,528,1698,525
53,Dinajpur,72,13,73,13,69,12
54,Gaibandha,0,0,88,26,87,25
55,Kurigram,493,185,500,187,575,187
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,32,9,27,12,24,11
58,Panchagarh,238,48,236,52,237,54
59,Rangpur,0,0,0,0,0,0
60,Thakurgaon,366,78,366,79,359,80
7,Rangpur,1201,333,1290,369,1351,369
61,Habiganj,21,11,12,4,15,6
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,16,8,25,21,30,26
64,Sylhet,55,18,23,5,17,5
8,Sylhet,92,37,60,30,62,37
,BANGLADESH,17320,4865,16207,4475,13257,4164
