Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,90,85,92,90,99,119
2,Barishal,278,413,284,461,286,673
3,Bhola,203,238,203,304,123,177
4,Jhallokati,130,188,153,198,187,252
5,Patuakhali,134,174,144,195,145,204
6,Pirojpur,188,252,196,265,214,288
1,Barishal,1023,1350,1072,1513,1054,1713
7,Bandarban,119,134,127,165,124,161
8,Brahmanbaria,-,-,363,1021,339,917
9,Chandpur,246,505,243,498,245,545
10,Chittagang,364,1036,367,1041,367,1024
11,Cumilla,688,1818,661,1845,647,1823
12,Cox's Bazar,79,101,78,100,79,99
13,Feni,135,225,128,199,130,199
14,Khagrachhari,341,680,335,650,327,673
15,Laksmipur,314,346,305,336,262,300
16,Noakhali,632,1559,610,1495,421,620
17,Rangamati,353,575,387,663,410,671
2,Chittagang,3271,6979,3604,8013,3351,7032
18,Dhaka,768,1873,747,1628,758,1663
19,Faridpur,628,1365,635,1370,600,1290
20,Gazipur,450,732,462,747,460,753
21,Gopalganj,692,2173,705,2210,704,2147
22,Kishorganj,435,1261,402,1120,420,1200
23,Madaripur,176,193,184,211,190,214
24,Manikganj,297,503,291,509,383,475
25,Munshiganj,341,403,375,392,388,413
26,Narayanganj,593,440,598,1148,594,822
27,Narsingdi,409,863,376,774,390,616
28,Rajbari,771,2269,790,2428,796,2328
29,Shariatpur,263,538,280,566,268,520
30,Tangail,2098,5401,2117,5427,2123,5456
3,Dhaka,7921,18014,7962,18530,8074,17897
31,Bagerhat,494,1212,484,1090,477,1344
32,Chuadanga,478,1196,487,1110,484,1115
33,Jashore,1255,5220,1302,5442,1303,5435
34,Jhenaidah,650,2687,623,2836,672,3046
35,Khulna,384,1136,345,1001,340,985
36,Kushtia,557,1642,550,1565,549,1522
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,223,764,221,811,228,856
38,Meherpur,131,497,132,446,135,501
39,Narail,293,1341,331,1546,318,1380
40,Satkhira,572,1787,564,1766,535,1509
4,Khulna,5037,17482,5039,17613,5041,17693
41,Jamalpur,594,1646,639,1730,631,1862
42,Mymensing,1474,3739,1620,4500,1628,5078
43,Netrakona,285,668,286,629,287,630
44,Sherpur,755,4138,810,4428,864,4784
5,Mymensing,3108,10191,3355,11287,3410,12354
45,Bogura,344,1346,349,1389,0,0
46,Joypurhat,214,858,220,1556,208,1504
47,Naogaon,279,930,268,883,270,929
48,Natore,265,343,275,345,273,341
49,Chapai Nawabganj,315,642,323,670,328,685
50,Pabna,240,549,290,668,220,733
51,Rajshahi,807,3711,859,4386,755,3293
52,Sirajganj,479,1014,482,945,474,919
6,Rajshahi,2943,9393,3066,10842,2528,8404
53,Dinajpur,454,1201,447,1063,487,1148
54,Gaibandha,244,562,254,681,258,695
55,Kurigram,248,332,189,365,188,374
56,Lalmonirhat,172,414,161,365,158,426
57,Nilphamari,189,647,209,661,195,642
58,Panchagarh,378,594,376,743,376,756
59,Rangpur,282,550,285,549,291,563
60,Thakurgaon,384,779,390,731,388,747
7,Rangpur,2351,5079,2311,5158,2341,5351
61,Habiganj,200,329,244,457,248,452
62,Maulvibazar,246,496,250,497,250,499
63,Sunamganj,201,298,193,969,187,542
64,Sylhet,121,278,146,286,190,340
8,Sylhet,768,1401,833,2209,875,1833
,BANGLADESH,26422,69889,27242,75165,26674,72277
