Zila/Division,,2015-16,,,,,2016-17,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
1,Bandarban,118,48,150.55,13.887,663,116,47,135.50,12.498,587
2,Chattagram,1424,576,183.01,16.881,9728,1744,706,169.28,15.614,11020
3,Cox's Bazar,258,104,140.03,12.916,1349,259,105,136.82,12.620,1323
4,Cumilla,35662,14432,214.40,19.776,285402,32543,13169,201.00,18.540,244164
5,Chandpur,32041,12966,244.33,22.537,292220,33987,13754,235.35,21.709,298576
6,Brahmanbaria,4436,1795,151.26,13.952,25046,3726,1508,152.29,14.047,21181
7,Khagrachari,246,100,141.58,13.059,1300,364,147,147.55,13.610,2005
8,Noakhali,461,187,117.15,10.806,2016,579,234,119.15,10.990,2575
9,Lakshmipur,821,332,120.70,11.133,3699,707,286,120.90,11.152,3191
10,Feni,480,194,135.74,12.521,2432,592,240,136.78,12.617,3023
11,Rangamati,260,105,123.65,11.405,1200,190,77,125.92,11.615,893
1,"Chattagram
Division",76207,30839,219.73,20.268,625055,74807,30273,210.77,19.441,588535
12,Sylhet,2137,865,137.31,12.665,10953,2316,937,125.74,11.598,10870
13,Maulavibazar,1526,618,170.63,15.739,9719,2112,855,171.09,15.781,13488
14,Sunamgonj,1161,470,137.71,12.702,5968,2882,1166,136.23,12.566,14655
15,Hobigonj,2427,982,148.82,13.727,13482,2715,1099,150.48,13.880,15250
2,"Sylhet
Division",7251,2934,148.24,13.674,40122,10025,4057,145.01,13.376,54264
16,Dhaka,5715,2313,220.94,20.379,47132,4916,1989,225.93,20.840,41458
17,Gazipur,503,204,160.69,14.822,3017,543,220,163.47,15.078,3313
18,Manikgonj,5729,2318,221.56,20.437,47380,5414,2191,220.65,20.353,44591
19,Munsigonj,94409,38205,352.53,32.517,1242329,93041,37652,354.60,32.708,1231517
20,Narayangonj,6476,2621,268.48,24.764,64900,6075,2458,309.87,28.582,70267
21,Narsingdi,2664,1078,173.91,16.041,17294,2731,1105,157.99,14.573,16106
22,Faridpur,580,235,253.66,23.398,5492,640,259,256.47,23.657,6127
23,Rajbari,454,184,200.42,18.487,3396,372,151,206.03,19.004,2861
24,Madaripur,1318,533,203.00,18.725,9987,1857,751,205.01,18.910,14211
25,Gopalgonj,505,204,238.90,22.036,4503,505,204,242.67,22.384,4574
26,Shariatpur,3357,1359,267.93,24.714,33574,4552,1842,269.55,24.863,45800
27,Kishoregonj,6720,2719,165.87,15.300,41607,6974,2822,169.18,15.605,44041
28,Tangail,5248,2124,179.89,16.593,35239,5266,2131,180.18,16.620,35417
3,"Dhaka
Division",133678,54097,311.80,28.761,1555851,132886,53776,314.56,29.014,1560284
29,Jamalpur,9387,3799,204.80,18.891,71760,10933,4424,202.94,18.719,82820
30,Sherpur,10340,4184,208.54,19.236,80489,11779,4767,210.04,19.374,92350
31,Netrokona,762,308,120.23,11.090,3420,1086,439,130.67,12.053,5297
32,Mymensingh,3911,1583,130.48,12.035,19048,2435,985,132.02,12.177,12000
4,"Mymensingh
Division",24400,9874,191.83,17.694,174718,26233,10616,196.55,18.130,192467
