Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,103,142,114,156,125,170
2,Barishal,223,398,274,422,322,557
3,Bhola,483,789,481,795,858,1011
4,Jhallokati,138,304,140,312,176,257
5,Patuakhali,101,172,133,235,111,149
6,Pirojpur,608,1128,572,1017,619,1123
1,Barishal,1656,2933,1714,2937,2211,3267
7,Bandarban,737,1536,736,1557,741,575
8,Brahmanbaria,0,0,1,1,0,0
9,Chandpur,2070,3536,2240,3873,15130,38570
10,Chittagang,15,12,95,211,226,618
11,Cumilla,32927,68247,19086,40229,22207,38589
12,Cox's Bazar,200,250,186,387,205,425
13,Feni,5,6,6,3,7,4
14,Khagrachhari,1255,1369,1295,1459,1332,1495
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,5,6,2,2,3,3
17,Rangamati,1490,1916,1564,3233,1500,2612
2,Chittagang,38704,76878,25211,50955,41351,82891
18,Dhaka,9093,26320,11201,28006,11433,32392
19,Faridpur,497,1582,416,1350,960,3516
20,Gazipur,153,239,146,210,130,184
21,Gopalganj,36,103,5,10,16,12
22,Kishorganj,5042,12929,5731,14342,9871,28923
23,Madaripur,68,170,60,125,156,349
24,Manikganj,41427,102967,46385,119943,49345,126457
25,Munshiganj,1065,1576,711,982,1782,3725
26,Narayanganj,627,1476,525,1270,139,227
27,Narsingdi,86,114,95,119,5,13
28,Rajbari,31,39,9,7,114,621
29,Shariatpur,8,6,6,14,84,221
30,Tangail,2113,5472,2300,5688,2741,5923
3,Dhaka,60246,152993,67590,172066,76776,202563
31,Bagerhat,442,782,383,787,384,816
32,Chuadanga,108734,423380,117113,453774,121679,474828
33,Jashore,739,1906,655,1689,767,2252
34,Jhenaidah,35515,94769,23102,73788,31077,100385
35,Khulna,145,287,123,201,54,129
36,Kushtia,15030,37540,14552,37161,17870,58621
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,35,86,32,82,38,86
38,Meherpur,7355,23440,9043,35024,18726,82783
39,Narail,0,0,0,0,0,0
40,Satkhira,141,317,354,997,189,560
4,Khulna,168136,582507,165357,603503,190784,720460
41,Jamalpur,12136,37148,17439,66007,18304,74947
42,Mymensing,627,1476,525,1270,889,2701
43,Netrakona,22,45,51,111,0,0
44,Sherpur,1502,3422,1488,3332,1013,2122
5,Mymensing,14287,42091,19503,70720,20206,79770
45,Bogura,21063,51280,19524,47769,17710,43592
46,Joypurhat,896,2310,656,1595,857,2156
47,Naogaon,11425,23304,5063,13568,17112,60556
48,Natore,2879,5004,3480,5671,4153,7676
49,Chapai Nawabganj,13721,29541,14396,36519,14027,41157
50,Pabna,1243,1850,1393,4280,1719,3438
51,Rajshahi,36058,82054,33852,72708,33589,83188
52,Sirajganj,19160,48251,18930,50601,23250,77918
6,Rajshahi,106445,243594,97294,232711,112417,319681
53,Dinajpur,146335,460759,160233,497838,167625,530717
54,Gaibandha,21578,60394,24386,69121,27234,85181
55,Kurigram,4472,11647,5977,18394,17740,49319
56,Lalmonirhat,61471,179883,63514,189163,67068,191225
57,Nilphamari,36945,103241,40617,116749,45978,150029
58,Panchagarh,24485,59128,31057,92692,45788,179313
59,Rangpur,49436,126356,50635,132386,56513,161567
60,Thakurgaon,69995,170324,74652,197158,91257,269319
7,Rangpur,414717,1171732,451071,1313501,519203,1616670
61,Habiganj,0,0,0,0,15,27
62,Maulvibazar,0,0,0,0,8,16
63,Sunamganj,30,75,39,101,0,0
64,Sylhet,0,0,0,0,29,47
8,Sylhet,30,75,39,101,52,90
,BANGLADESH,803869,2271998,827387,2445578,963000,3025392
