Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,7610,1161,7117,2420,7180,2338
2,Barishal,43799,17010,43615,17644,42986,16740
3,Bhola,23686,12464,26759,14430,31074,15328
4,Jhallokati,6998,2215,6890,2194,4350,1313
5,Patuakhali,17655,8828,16782,7552,15890,5895
6,Pirojpur,6019,2153,6555,2523,6255,2599
1,Barishal,105767,43831,107718,46763,107735,44213
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,3213,1346,3319,1376,3321,1333
9,Chandpur,414,156,344,128,335,150
10,Chittagang,1613,496,1587,487,1541,470
11,Cumilla,1930,742,1545,601,1175,471
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,2427,871,2430,867,1309,392
14,Khagrachhari,-,-,21,13,0,0
15,Laksmipur,495,184,468,178,448,145
16,Noakhali,12969,6506,13655,5996,16638,6968
17,Rangamati,0,0,0,0,0,0
2,Chittagang,23061,10301,23369,9646,24767,9929
18,Dhaka,2547,978,2492,960,2495,959
19,Faridpur,14195,6853,13935,6665,14140,6848
20,Gazipur,131,47,131,48,126,45
21,Gopalganj,18577,9312,17874,8914,18040,9061
22,Kishorganj,98,39,101,41,85,32
23,Madaripur,11764,5755,11397,5497,11822,5751
24,Manikganj,4532,2191,4981,2150,4676,2010
25,Munshiganj,284,113,295,119,304,115
26,Narayanganj,224,55,205,72,188,66
27,Narsingdi,17,11,17,11,17,8
28,Rajbari,5178,2753,4515,2173,3267,1636
29,Shariatpur,8746,4621,8403,4329,8568,4481
30,Tangail,5224,1655,5118,1659,4980,1564
3,Dhaka,71517,34383,69464,32638,68708,32576
31,Bagerhat,12611,5763,12447,5759,12332,5418
32,Chuadanga,414,168,366,126,339,128
33,Jashore,1631,642,1644,655,1555,661
34,Jhenaidah,1264,514,1154,510,811,364
35,Khulna,354,199,352,197,311,178
36,Kushtia,2891,1907,2581,1614,2924,1614
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,4068,1311,3994,951,3835,930
38,Meherpur,148,58,135,51,116,42
39,Narail,26157,8860,25678,9230,24987,9327
40,Satkhira,3357,1526,3319,1397,3317,1420
4,Khulna,52895,20948,51670,20490,50527,20082
41,Jamalpur,658,233,682,246,266,247
42,Mymensing,441,220,459,252,418,221
43,Netrakona,42,18,42,18,39,13
44,Sherpur,44,18,44,18,57,24
5,Mymensing,1185,489,1227,534,780,505
45,Bogura,129,58,164,70,156,80
46,Joypurhat,73,31,75,30,78,32
47,Naogaon,258,134,295,155,302,158
48,Natore,5254,2340,6434,2856,5221,2399
49,Chapai Nawabganj,4623,1664,4602,1693,4839,1810
50,Pabna,8908,4607,11467,5640,9309,5466
51,Rajshahi,830,410,857,410,913,436
52,Sirajganj,1142,473,1092,465,1493,636
6,Rajshahi,21217,9717,24986,11319,22311,11017
53,Dinajpur,64,20,60,19,58,17
54,Gaibandha,162,61,167,63,230,92
55,Kurigram,1461,811,1474,811,1450,795
56,Lalmonirhat,37,21,33,19,38,21
57,Nilphamari,151,94,50,33,50,30
58,Panchagarh,27,6,27,6,29,7
59,Rangpur,42,20,45,21,50,26
60,Thakurgaon,35,12,33,13,0,0
7,Rangpur,1979,1045,1889,985,1905,988
61,Habiganj,0,0,26,7,31,8
62,Maulvibazar,0,0,66,26,65,26
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,92,33,96,34
,BANGLADESH,277621,120714,280415,122408,276829,119344
