Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,512,1400,322,166,320,173
2,Barishal,1740,4200,1688,2991,1667,2971
3,Bhola,1704,3002,484,1054,498,1116
4,Jhallokati,2548,6561,2621,6761,2795,7358
5,Patuakhali,563,1688,565,1744,522,1611
6,Pirojpur,3143,12543,3170,13427,3238,14026
1,Barishal,10210,29394,8850,26143,9040,27255
7,Bandarban,3554,18356,3806,18310,3736,18093
8,Brahmanbaria,330,1634,349,1641,357,1679
9,Chandpur,928,5971,956,4931,975,5142
10,Chittagang,3004,15023,2861,14823,2980,14817
11,Cumilla,990,4070,930,4872,896,4663
12,Cox's Bazar,877,4169,886,3213,886,3213
13,Feni,566,2620,574,2900,575,2874
14,Khagrachhari,5327,17092,5409,17625,5642,18797
15,Laksmipur,172,552,3240,9105,3175,8915
16,Noakhali,1175,3728,1142,3321,1252,2549
17,Rangamati,9617,45017,9517,44240,9356,43559
2,Chittagang,26540,118232,29670,124981,29830,124301
18,Dhaka,493,3458,508,3498,549,3837
19,Faridpur,1559,16018,1391,14674,1435,15756
20,Gazipur,1009,6329,1040,6426,1042,6452
21,Gopalganj,887,5503,961,5756,959,5712
22,Kishorganj,1455,10974,1477,11016,1492,11219
23,Madaripur,1527,11135,1348,10703,1375,10793
24,Manikganj,551,1372,550,1342,554,1332
25,Munshiganj,122,436,133,494,142,504
26,Narayanganj,205,1016,211,1066,217,1109
27,Narsingdi,4180,26791,4229,33094,3806,26992
28,Rajbari,963,6459,1000,6467,808,5379
29,Shariatpur,310,541,391,1481,430,1642
30,Tangail,11797,95281,11599,90548,11669,92888
3,Dhaka,33259,223979,33028,239058,24478,183615
31,Bagerhat,1849,4794,1900,7605,2068,8108
32,Chuadanga,2133,24849,1464,17635,1500,18045
33,Jashore,1860,10177,1909,10358,1925,10424
34,Jhenaidah,5463,35570,6679,43039,7945,50522
35,Khulna,1277,5100,1279,5098,1309,5377
36,Kushtia,3980,41193,3835,38592,3878,38988
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,858,4865,1415,12751,1415,13075
38,Meherpur,2080,31204,1885,27621,1943,28557
39,Narail,543,3767,552,3942,574,4040
40,Satkhira,1090,12338,999,4234,945,4578
4,Khulna,21133,173857,21917,170875,23502,181714
41,Jamalpur,1519,9243,1704,9089,2177,11557
42,Mymensing,5264,21482,5348,35293,5324,37449
43,Netrakona,885,4946,591,5077,768,5183
44,Sherpur,533,2995,547,3034,570,3169
5,Mymensing,8201,38666,8190,52493,8839,57358
45,Bogura,1856,13279,1904,13613,2242,14116
46,Joypurhat,398,2886,393,3151,397,3158
47,Naogaon,1607,16504,1549,13094,1536,13116
48,Natore,668,6273,690,6651,744,7030
49,Chapai Nawabganj,255,1862,276,9096,209,2090
50,Pabna,598,4246,617,4564,673,4784
51,Rajshahi,4417,40411,4449,45174,4675,46903
52,Sirajganj,570,5928,591,5077,718,6407
6,Rajshahi,10369,91389,10469,100420,11194,97604
53,Dinajpur,3003,28770,2904,25059,2862,25038
54,Gaibandha,3583,66583,3596,65534,3565,65109
55,Kurigram,892,4371,501,5285,508,4938
56,Lalmonirhat,311,2525,280,3147,280,3120
57,Nilphamari,315,5630,394,3362,397,3407
58,Panchagarh,449,2906,348,4230,357,4326
59,Rangpur,2379,20382,2305,18976,2316,16936
60,Thakurgaon,1174,6776,1089,5992,1105,6651
7,Rangpur,12106,137943,11417,131585,11390,129525
61,Habiganj,291,175,309,774,298,807
62,Maulvibazar,184,271,187,687,261,1088
63,Sunamganj,303,516,314,1772,312,1882
64,Sylhet,1039,1671,998,1717,1059,1955
8,Sylhet,1817,2633,1808,4950,1930,5732
,BANGLADESH,115434,777427,117159,798012,120203,807104
