Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,108,130,80,100,69,83
2,Barishal,17,22,17,25,17,24
3,Bhola,53,37,50,179,57,183
4,Jhallokati,8,11,7,10,0,0
5,Patuakhali,161,209,125,187,132,201
6,Pirojpur,33,69,34,87,39,84
1,Barishal,380,478,313,588,314,575
7,Bandarban,1485,6399,1499,6256,1507,6316
8,Brahmanbaria,66,173,59,61,58,65
9,Chandpur,8,9,8,9,7,4
10,Chittagang,2411,10579,2477,11106,2532,11080
11,Cumilla,42,126,41,126,42,154
12,Cox's Bazar,205,1287,86,662,327,2117
13,Feni,22,62,25,68,28,71
14,Khagrachhari,2004,10682,2045,10142,1976,6645
15,Laksmipur,43,116,34,100,32,91
16,Noakhali,52,60,45,53,57,68
17,Rangamati,3257,25173,3279,24661,3317,25027
2,Chittagang,9595,54666,9598,53244,9883,51638
18,Dhaka,6,17,4,11,5,11
19,Faridpur,0,0,0,0,0,0
20,Gazipur,2995,11851,2896,11453,2897,11322
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,57,179,51,153,49,150
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,22,97,22,93,23,99
27,Narsingdi,308,1461,308,1472,300,1357
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,15273,105688,15297,108023,17007,120352
3,Dhaka,18661,119293,18578,121205,20281,133291
31,Bagerhat,47,59,47,58,47,65
32,Chuadanga,-,-,0,0,0,0
33,Jashore,129,460,132,458,136,463
34,Jhenaidah,4,7,1,1,1,2
35,Khulna,22,66,22,71,20,69
36,Kushtia,-,-,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,11,58,7,35,7,33
38,Meherpur,-,-,0,0,0,0
39,Narail,17,45,16,42,0,0
40,Satkhira,36,128,7,28,5,19
4,Khulna,266,823,232,693,216,651
41,Jamalpur,91,275,76,217,85,244
42,Mymensing,2175,13004,2382,14390,2495,15305
43,Netrakona,28,103,31,117,31,195
44,Sherpur,17,52,17,51,22,63
5,Mymensing,2311,13434,2506,14775,2633,15807
45,Bogura,44,109,40,96,31,75
46,Joypurhat,4,10,4,17,2,6
47,Naogaon,44,201,39,176,26,108
48,Natore,-,-,0,0,0,0
49,Chapai Nawabganj,-,-,0,0,0,0
50,Pabna,-,-,0,0,0,0
51,Rajshahi,-,-,0,0,0,0
52,Sirajganj,-,-,0,0,0,0
6,Rajshahi,92,320,83,289,59,189
53,Dinajpur,2,5,3,7,3,5
54,Gaibandha,1,1,1,1,0,0
55,Kurigram,17,44,25,141,29,137
56,Lalmonirhat,16,17,15,29,0,0
57,Nilphamari,22,57,13,78,0,0
58,Panchagarh,96,245,48,112,47,111
59,Rangpur,76,158,45,87,41,84
60,Thakurgaon,47,66,14,28,14,28
7,Rangpur,277,593,164,483,134,365
61,Habiganj,754,1741,664,2576,536,1949
62,Maulvibazar,864,4482,917,4901,1031,6089
63,Sunamganj,66,178,20,37,24,38
64,Sylhet,421,1510,423,1910,372,1241
8,Sylhet,2105,7911,2024,9424,1963,9317
,BANGLADESH,33687,197518,33498,200701,35483,211833
