Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,128,257,133,278,129,280
2,Barishal,750,3426,726,3332,703,3266
3,Bhola,763,2619,760,3048,829,3333
4,Jhallokati,653,4440,665,4500,672,7486
5,Patuakhali,245,366,277,513,290,541
6,Pirojpur,652,1248,645,1935,706,2168
1,Barishal,3191,12356,3206,13606,3329,17074
7,Bandarban,779,1470,774,1475,778,1491
8,Brahmanbaria,1034,2514,734,2227,1060,2368
9,Chandpur,1045,5674,1063,7040,1002,4666
10,Chittagang,1149,5470,1160,5519,1170,5531
11,Cumilla,1573,9718,1692,10826,1695,10760
12,Cox's Bazar,189,778,271,1205,272,1183
13,Feni,232,1305,230,1270,214,1241
14,Khagrachhari,687,2329,652,2367,724,2504
15,Laksmipur,786,3113,739,2896,703,2493
16,Noakhali,1177,3486,1319,3677,1198,3652
17,Rangamati,576,2350,620,2544,616,2480
2,Chittagang,9227,38207,9254,41046,9432,38369
18,Dhaka,2564,9552,2515,9516,2215,9116
19,Faridpur,503,1579,468,1466,472,1479
20,Gazipur,2578,7192,2516,8600,2520,7680
21,Gopalganj,528,3138,543,3223,509,2949
22,Kishorganj,458,2797,629,4714,629,4714
23,Madaripur,617,2102,611,2069,575,1972
24,Manikganj,654,2262,666,2283,711,2374
25,Munshiganj,528,3448,513,3363,524,3469
26,Narayanganj,1380,5416,1367,5415,1386,5719
27,Narsingdi,1238,8640,1219,8506,1195,10207
28,Rajbari,420,1205,617,2102,907,4459
29,Shariatpur,380,1628,391,1787,392,2187
30,Tangail,2129,9592,2176,9957,2219,10053
3,Dhaka,13977,58551,14231,63001,14254,66378
31,Bagerhat,699,3231,703,3164,718,3215
32,Chuadanga,513,2277,517,2260,527,2343
33,Jashore,963,4756,977,5020,982,5478
34,Jhenaidah,751,3577,776,3894,837,4218
35,Khulna,423,1056,436,1092,462,1182
36,Kushtia,447,2116,440,2035,444,1935
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,192,938,196,971,203,1021
38,Meherpur,157,791,169,937,229,1616
39,Narail,338,1646,342,1685,362,1737
40,Satkhira,491,2687,494,2724,458,2526
4,Khulna,4974,23075,5050,23782,5222,25271
41,Jamalpur,963,4896,928,4574,963,4743
42,Mymensing,1746,10100,1808,13687,1763,13507
43,Netrakona,411,1355,426,1374,426,1252
44,Sherpur,412,2470,434,2631,481,2936
5,Mymensing,3532,18821,3596,22266,3633,22438
45,Bogura,674,2981,704,2848,752,3589
46,Joypurhat,193,940,203,1236,207,1252
47,Naogaon,395,1457,381,1494,393,1579
48,Natore,334,980,350,1038,349,1048
49,Chapai Nawabganj,175,569,175,565,194,647
50,Pabna,420,945,461,1049,512,1158
51,Rajshahi,822,4529,914,5846,944,6260
52,Sirajganj,582,4325,467,3278,728,5311
6,Rajshahi,3595,16726,3655,17354,4079,20844
53,Dinajpur,619,3691,652,3015,660,2991
54,Gaibandha,461,1107,449,1097,440,1101
55,Kurigram,481,1978,444,1781,444,1819
56,Lalmonirhat,283,1633,272,2249,310,2565
57,Nilphamari,292,2444,283,2319,277,2270
58,Panchagarh,497,2177,504,2241,509,2293
59,Rangpur,439,1314,459,1415,472,1462
60,Thakurgaon,353,797,232,834,237,851
7,Rangpur,3425,15141,3295,14951,3349,15352
61,Habiganj,755,8500,745,9281,767,7340
62,Maulvibazar,545,2700,590,2924,567,3899
63,Sunamganj,880,1050,799,4820,797,4875
64,Sylhet,957,3245,1363,5092,1235,4244
8,Sylhet,3137,15495,3497,22117,3366,20358
,BANGLADESH,45058,198372,45784,218123,46664,226084
