Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,335,333,610,610
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,335,333,610,610
7,Bandarban,4,2,6,1,4,1
8,Brahmanbaria,1369,526,1290,445,1183,392
9,Chandpur,663,125,690,146,634,197
10,Chittagang,68,31,68,30,69,31
11,Cumilla,530,202,601,238,531,209
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,131,44,119,41,111,41
14,Khagrachhari,13,2,14,2,16,2
15,Laksmipur,102,25,94,23,96,24
16,Noakhali,244,89,238,89,196,69
17,Rangamati,0,0,0,0,0,0
2,Chittagang,3124,1046,3120,1015,2840,966
18,Dhaka,1750,646,1772,640,1842,677
19,Faridpur,2030,829,1978,791,1960,791
20,Gazipur,468,132,667,192,457,131
21,Gopalganj,425,147,431,153,428,152
22,Kishorganj,1288,565,1184,559,1341,652
23,Madaripur,1093,212,1044,261,922,220
24,Manikganj,3800,1050,3874,1155,4343,1183
25,Munshiganj,148,71,154,74,158,76
26,Narayanganj,76,31,76,29,64,23
27,Narsingdi,701,204,669,298,657,295
28,Rajbari,1754,645,1305,507,1111,453
29,Shariatpur,131,55,178,72,192,83
30,Tangail,11659,3614,11787,3489,13624,3997
3,Dhaka,25323,8201,25119,8220,27099,8733
31,Bagerhat,19,8,16,6,13,5
32,Chuadanga,1569,564,1425,492,1123,353
33,Jashore,935,333,921,327,940,365
34,Jhenaidah,356,124,360,119,303,115
35,Khulna,111,44,112,48,108,45
36,Kushtia,1518,754,922,459,952,497
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,175,67,176,69,181,73
38,Meherpur,1275,421,1230,428,1302,434
39,Narail,188,66,156,55,152,56
40,Satkhira,556,157,645,134,414,121
4,Khulna,6702,2538,5963,2137,5488,2064
41,Jamalpur,1335,464,1353,482,1432,497
42,Mymensing,2059,766,2112,801,2133,801
43,Netrakona,480,248,293,133,297,137
44,Sherpur,348,205,350,197,1528,847
5,Mymensing,4222,1683,4108,1613,5390,2282
45,Bogura,350,136,527,190,614,273
46,Joypurhat,135,60,144,59,145,57
47,Naogaon,691,293,836,363,728,309
48,Natore,1076,356,1125,391,1126,382
49,Chapai Nawabganj,30284,10518,30393,11371,31156,11895
50,Pabna,4596,1425,4868,1685,4898,2631
51,Rajshahi,8249,3281,8977,3478,9605,3801
52,Sirajganj,5749,1336,5878,1356,5907,1873
6,Rajshahi,51130,17405,52748,18893,54179,21221
53,Dinajpur,778,262,838,280,860,306
54,Gaibandha,447,185,440,182,611,219
55,Kurigram,1780,936,2218,1182,2199,1162
56,Lalmonirhat,246,98,227,86,230,87
57,Nilphamari,163,74,148,70,141,66
58,Panchagarh,221,107,219,106,219,112
59,Rangpur,1145,557,1167,584,1168,591
60,Thakurgaon,725,204,901,280,857,271
7,Rangpur,5505,2423,6158,2770,6285,2814
61,Habiganj,0,0,4,1,4,2
62,Maulvibazar,119,50,238,97,242,117
63,Sunamganj,139,54,104,38,563,337
64,Sylhet,0,0,109,34,138,41
8,Sylhet,258,104,455,170,947,497
,BANGLADESH,96264,33400,98006,35151,102838,39187
