Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,-,-,0,0,83,96
2,Barishal,-,-,0,0,0,0
3,Bhola,-,-,0,0,0,0
4,Jhallokati,-,-,0,0,0,0
5,Patuakhali,-,-,0,0,0,0
6,Pirojpur,-,-,0,0,0,0
1,Barishal,-,-,0,0,83,96
7,Bandarban,-,-,0,0,0,0
8,Brahmanbaria,260,3295,260,3295,270,3407
9,Chandpur,78,316,0,0,0,0
10,Chittagang,301,471,0,0,304,476
11,Cumilla,-,-,0,0,0,0
12,Cox's Bazar,-,-,0,0,0,0
13,Feni,-,-,0,0,0,0
14,Khagrachhari,-,-,0,0,0,0
15,Laksmipur,2,7,2,7,2,7
16,Noakhali,185,183,169,171,5,4
17,Rangamati,-,-,0,0,0,0
2,Chittagang,826,4272,431,3473,581,3893
18,Dhaka,5188,18858,5166,19358,5161,19464
19,Faridpur,360,577,357,564,365,552
20,Gazipur,16,69,17,73,18,77
21,Gopalganj,0,0,0,0,63,86
22,Kishorganj,0,0,13,51,14,53
23,Madaripur,1972,11488,1629,8794,1579,8374
24,Manikganj,0,0,0,0,76,284
25,Munshiganj,25,100,78,496,80,527
26,Narayanganj,73,116,68,107,65,100
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,49,152,0,0,32,61
29,Shariatpur,255,365,247,356,366,549
30,Tangail,499,1320,469,1220,495,1297
3,Dhaka,8437,33045,8044,31019,8314,31424
31,Bagerhat,-,-,0,0,1,8
32,Chuadanga,102,226,117,262,121,2247
33,Jashore,58,46,60,44,63,44
34,Jhenaidah,80,1000,70,860,95,1167
35,Khulna,4,26,0,0,2,13
36,Kushtia,17,190,37,440,54,500
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,20,640,22,326,24,335
38,Meherpur,211,1478,218,1502,225,1569
39,Narail,-,-,0,0,0,0
40,Satkhira,-,-,0,0,0,0
4,Khulna,492,3606,524,3434,585,5883
41,Jamalpur,20,42,21,43,0,0
42,Mymensing,12,24,13,26,13,26
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,32,66,34,69,13,26
45,Bogura,53,126,51,158,66,638
46,Joypurhat,-,-,0,0,0,0
47,Naogaon,-,-,0,0,4,23
48,Natore,-,-,0,0,0,0
49,Chapai Nawabganj,-,-,0,0,0,0
50,Pabna,7500,52670,7510,52672,7498,52904
51,Rajshahi,-,-,0,0,0,0
52,Sirajganj,19891,104150,19925,104114,19948,104202
6,Rajshahi,27444,156946,27486,156944,27516,157767
53,Dinajpur,35,85,39,104,37,100
54,Gaibandha,-,-,0,0,0,0
55,Kurigram,-,-,0,0,0,0
56,Lalmonirhat,-,-,0,0,0,0
57,Nilphamari,23,73,34,119,40,133
58,Panchagarh,-,-,0,0,0,0
59,Rangpur,18,46,21,54,24,57
60,Thakurgaon,-,-,0,0,0,0
7,Rangpur,76,204,94,277,101,290
61,Habiganj,-,-,0,0,0,0
62,Maulvibazar,-,-,0,0,0,0
63,Sunamganj,-,-,0,0,0,0
64,Sylhet,-,-,0,0,0,0
8,Sylhet,-,-,0,0,0,0
,BANGLADESH,37307,198139,36613,195216,37193,199380
