Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,162,245,162,216,115,188
2,Barishal,-,-,0,0,0,0
3,Bhola,-,-,0,0,0,0
4,Jhallokati,-,-,0,0,12,58
5,Patuakhali,-,-,90,541,92,577
6,Pirojpur,-,-,0,0,0,0
1,Barishal,162,245,252,757,219,823
7,Bandarban,-,-,0,0,0,0
8,Brahmanbaria,-,-,260,3295,0,0
9,Chandpur,-,-,26,45,0,0
10,Chittagang,41,108,40,110,40,110
11,Cumilla,14,33,32,152,35,181
12,Cox's Bazar,-,-,0,0,0,0
13,Feni,-,-,0,0,0,0
14,Khagrachhari,-,-,0,0,0,0
15,Laksmipur,46,18,30,12,0,0
16,Noakhali,298,456,283,430,146,248
17,Rangamati,-,-,0,0,0,0
2,Chittagang,399,615,671,4044,221,539
18,Dhaka,772,2930,790,3777,721,3278
19,Faridpur,229,240,229,238,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,31,82
25,Munshiganj,130,1313,135,1360,117,1436
26,Narayanganj,52,503,86,487,87,467
27,Narsingdi,0,0,0,0,9,87
28,Rajbari,86,682,88,717,85,711
29,Shariatpur,0,0,25,36,0,0
30,Tangail,102,311,118,351,117,319
3,Dhaka,1371,5979,1471,6966,1167,6380
31,Bagerhat,-,-,0,0,0,0
32,Chuadanga,57,150,140,371,192,506
33,Jashore,23,109,25,136,26,138
34,Jhenaidah,65,296,99,1168,133,1540
35,Khulna,2,1,0,0,2,1
36,Kushtia,235,725,290,984,370,1246
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,-,-,22,319,25,367
38,Meherpur,301,273,306,2117,306,1820
39,Narail,-,-,0,0,0,0
40,Satkhira,-,-,0,0,0,0
4,Khulna,683,1554,882,5095,1054,5618
41,Jamalpur,21,61,17,54,22,67
42,Mymensing,22,54,22,60,25,16
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,43,115,39,114,47,83
45,Bogura,100,257,136,345,163,422
46,Joypurhat,-,-,8,48,0,0
47,Naogaon,-,-,0,0,16,96
48,Natore,-,-,0,0,0,0
49,Chapai Nawabganj,-,-,19,57,20,59
50,Pabna,1373,11211,1370,11211,1397,11062
51,Rajshahi,-,-,0,0,0,0
52,Sirajganj,-,-,0,0,10,67
6,Rajshahi,1473,11468,1533,11661,1606,11706
53,Dinajpur,16,36,20,45,25,69
54,Gaibandha,-,-,0,0,0,0
55,Kurigram,-,-,1,4,2,20
56,Lalmonirhat,-,-,13,67,23,319
57,Nilphamari,11,64,13,287,14,76
58,Panchagarh,-,-,0,0,0,0
59,Rangpur,28,135,35,164,54,256
60,Thakurgaon,-,-,5,9,6,10
7,Rangpur,55,235,87,576,124,750
61,Habiganj,-,-,0,0,0,0
62,Maulvibazar,-,-,0,0,0,0
63,Sunamganj,-,-,0,0,0,0
64,Sylhet,-,-,0,0,0,0
8,Sylhet,-,-,0,0,0,0
,BANGLADESH,4186,20211,4935,29213,4438,25899
