Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,102,34,0,0,0,0
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chittagang,77,26,68,23,68,24
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,698,361,719,378,772,405
2,Chittagang,877,421,787,401,840,429
18,Dhaka,0,0,0,0,0,0
19,Faridpur,50,35,0,0,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,5188,3503,5206,3498,5214,3627
25,Munshiganj,0,0,3,2,0,0
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,78,62,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,357,193,0,0,393,208
3,Dhaka,5673,3793,5209,3500,5607,3835
31,Bagerhat,-,-,0,0,0,0
32,Chuadanga,2472,2333,2452,2273,2395,2333
33,Jashore,-,-,0,0,0,0
34,Jhenaidah,4473,3564,4235,3360,4118,3318
35,Khulna,-,-,0,0,0,0
36,Kushtia,39001,30244,36443,31462,34936,36118
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2,1,2,1,2,1
38,Meherpur,10585,8830,9863,8011,9901,8059
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,56533,44972,52995,45107,51352,49829
41,Jamalpur,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0
45,Bogura,0,0,0,0,0,0
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,0,0,0,0,0,0
53,Dinajpur,13,6,14,6,12,6
54,Gaibandha,33,24,29,14,45,32
55,Kurigram,265,173,239,164,250,173
56,Lalmonirhat,14261,11590,12590,10032,12600,10055
57,Nilphamari,53,28,50,25,48,24
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,7563,4391,7624,4469,7438,4356
60,Thakurgaon,0,0,0,0,0,0
7,Rangpur,22188,16212,20546,14710,20393,14646
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,85271,65398,79537,63718,78192,68739
