Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,335,115,147,47,137,43
2,Barishal,1014,325,970,479,995,385
3,Bhola,364,222,256,215,531,307
4,Jhallokati,288,100,292,102,236,82
5,Patuakhali,1455,364,1197,359,1177,333
6,Pirojpur,0,0,0,0,0,0
1,Barishal,3456,1126,2862,1202,3076,1150
7,Bandarban,6,4,6,3,6,3
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chittagang,73,25,0,0,73,25
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,48,20,51,23,45,22
14,Khagrachhari,-,-,-,-,0,0
15,Laksmipur,30,5,27,4,22,4
16,Noakhali,148,56,127,49,162,61
17,Rangamati,-,-,-,-,0,0
2,Chittagang,305,110,211,79,308,115
18,Dhaka,185,1,5,1,5,1
19,Faridpur,253,102,223,90,236,103
20,Gazipur,42,16,48,19,46,18
21,Gopalganj,65,25,85,30,92,41
22,Kishorganj,8,2,11,3,10,3
23,Madaripur,1554,531,1471,540,1409,511
24,Manikganj,5,2,5,2,4,2
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,23,11,19,9,19,9
27,Narsingdi,6,2,5,2,4,2
28,Rajbari,473,172,479,154,391,143
29,Shariatpur,348,171,350,172,351,172
30,Tangail,5,1,3,1,3,1
3,Dhaka,2967,1036,2704,1023,2570,1006
31,Bagerhat,9,3,10,4,11,5
32,Chuadanga,102,38,105,38,103,39
33,Jashore,317,144,289,131,287,133
34,Jhenaidah,642,262,74,30,81,36
35,Khulna,7,2,3,1,3,1
36,Kushtia,178,87,154,77,103,39
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,283,99,367,112,402,134
38,Meherpur,22,8,20,7,20,7
39,Narail,485,277,535,248,360,200
40,Satkhira,4,1,4,1,3,1
4,Khulna,2049,921,1561,649,1373,595
41,Jamalpur,81,28,87,28,83,29
42,Mymensing,214,129,220,137,217,134
43,Netrakona,0,0,0,0,0,0
44,Sherpur,20,7,29,13,34,16
5,Mymensing,315,164,336,178,334,179
45,Bogura,26,10,2,1,26,10
46,Joypurhat,22,6,18,5,0,0
47,Naogaon,292,112,252,97,226,86
48,Natore,61,23,61,23,49,21
49,Chapai Nawabganj,2710,662,1917,660,1910,665
50,Pabna,117,62,127,78,152,94
51,Rajshahi,4730,2182,4395,2133,4022,2067
52,Sirajganj,61,24,64,26,72,29
6,Rajshahi,8019,3081,6836,3023,6457,2972
53,Dinajpur,24,11,12,4,12,4
54,Gaibandha,60,35,60,35,49,26
55,Kurigram,250,101,248,103,254,105
56,Lalmonirhat,13,8,12,7,14,8
57,Nilphamari,20,10,18,9,2,1
58,Panchagarh,45,12,39,12,37,11
59,Rangpur,22,12,28,16,26,15
60,Thakurgaon,101,44,99,42,98,48
7,Rangpur,535,233,516,228,492,218
61,Habiganj,0,0,0,0,3,1
62,Maulvibazar,0,1,0,0,2,1
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,2,1,0,0,5,2
,BANGLADESH,17468,6672,15026,6382,14615,6237
