Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,-,0,0,-,0,0,725,804,809,725,804,809
38,Meherpur,-,0,0,-,0,0,376,275,309,376,275,309
39,Narail,-,0,0,-,0,0,475,502,506,475,502,506
40,Satkhira,-,0,0,-,0,0,365,366,155,365,366,155
4,Khulna,-,0,0,-,0,0,6830,7337,7923,6830,7337,7923
41,Jamalpur,0,0,0,0,0,0,679,662,705,679,662,705
42,Mymensing,0,0,0,0,0,0,1135,1065,1048,1135,1065,1048
43,Netrakona,0,0,0,0,0,0,200,169,820,200,169,820
44,Sherpur,0,0,0,0,0,0,337,352,374,337,352,374
5,Mymensing,0,0,0,0,0,0,2351,2248,2947,2351,2248,2947
45,Bogura,-,0,0,-,0,0,2756,2031,2195,2756,2031,2195
46,Joypurhat,-,0,0,-,0,0,382,458,457,382,458,457
47,Naogaon,-,0,0,-,0,0,2197,2077,2137,2197,2077,2137
48,Natore,-,0,0,-,0,0,1530,1699,1779,1530,1699,1779
49,Chapai Nawabganj,-,0,0,-,0,0,528,569,609,528,569,609
50,Pabna,-,0,0,-,0,0,917,944,1008,917,944,1008
51,Rajshahi,-,0,0,-,0,0,1978,2017,2163,1978,2017,2163
52,Sirajganj,-,0,0,-,0,0,182,188,118,182,188,118
6,Rajshahi,-,0,0,-,0,0,10470,9983,10466,10470,9983,10466
53,Dinajpur,-,0,0,-,0,0,760,652,699,760,652,699
54,Gaibandha,-,0,0,-,0,0,914,855,858,914,855,858
55,Kurigram,-,0,0,-,0,0,263,305,453,263,305,453
56,Lalmonirhat,-,0,0,-,0,0,200,346,329,200,346,329
57,Nilphamari,-,0,0,-,0,0,381,368,362,381,368,362
58,Panchagarh,-,0,0,-,0,0,254,335,236,254,335,236
59,Rangpur,-,0,0,-,0,0,758,740,722,758,740,722
60,Thakurgaon,-,0,0,-,0,0,194,189,209,194,189,209
7,Rangpur,-,0,0,-,0,0,3724,3790,3868,3724,3790,3868
61,Habiganj,-,0,0,-,0,0,416,69,61,416,69,61
62,Maulvibazar,-,0,0,-,0,0,17,22,23,17,22,23
63,Sunamganj,-,0,0,-,0,0,99,107,121,99,107,121
64,Sylhet,-,0,0,-,0,0,1,0,30,1,0,30
8,Sylhet,-,0,0,-,0,0,533,198,235,533,198,235
,BANGLADESH,-,0,0,-,0,0,27067,26949,28632,27067,26949,28632
