Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,-,0,0,-,0,0,234,269,263,234,269,263
38,Meherpur,-,0,0,-,0,0,1,0,1,1,0,1
39,Narail,-,0,0,-,0,0,25,24,22,25,24,22
40,Satkhira,-,0,0,-,0,0,20,11,12,20,11,12
4,Khulna,-,0,0,-,0,0,555,615,626,555,615,626
41,Jamalpur,-,0,0,-,0,0,385,485,338,385,485,338
42,Mymensing,-,0,0,-,0,0,645,831,743,645,831,743
43,Netrakona,-,0,0,-,0,0,116,137,114,116,137,114
44,Sherpur,-,0,0,-,0,0,222,222,252,222,222,252
5,Mymensing,0,0,0,0,0,0,1923,2290,1447,1923,2290,1447
45,Bogura,-,0,0,-,0,0,224,224,217,224,224,217
46,Joypurhat,-,0,0,-,0,0,105,127,130,105,127,130
47,Naogaon,-,0,0,-,0,0,252,481,451,252,481,451
48,Natore,-,0,0,-,0,0,154,183,197,154,183,197
49,Chapai Nawabganj,-,0,0,-,0,0,-,0,0,-,0,0
50,Pabna,-,0,0,-,0,0,79,78,88,79,78,88
51,Rajshahi,-,0,0,-,0,0,187,190,235,187,190,235
52,Sirajganj,-,0,0,-,0,0,179,226,200,179,226,200
6,Rajshahi,-,0,0,-,0,0,1180,1509,1518,1180,1509,1518
53,Dinajpur,-,0,0,-,0,0,331,268,300,331,268,300
54,Gaibandha,-,0,0,-,0,0,171,175,171,171,175,171
55,Kurigram,-,0,0,-,0,0,227,109,89,227,109,89
56,Lalmonirhat,-,0,0,-,0,0,401,441,452,401,441,452
57,Nilphamari,-,0,0,-,0,0,1112,418,407,1112,418,407
58,Panchagarh,-,0,0,-,0,0,141,158,166,141,158,166
59,Rangpur,-,0,0,-,0,0,125,138,174,125,138,174
60,Thakurgaon,-,0,0,-,0,0,366,385,401,366,385,401
7,Rangpur,-,0,0,-,0,0,2874,2092,2160,2874,2092,2160
61,Habiganj,-,0,0,-,0,0,-,19,29,-,19,29
62,Maulvibazar,-,0,0,-,0,0,2345,1888,1440,2345,1888,1440
63,Sunamganj,-,0,0,-,0,0,269,292,264,269,292,264
64,Sylhet,57,39,0,74,74,78,188,283,280,262,357,358
8,Sylhet,57,39,0,74,74,78,2802,2482,2013,2876,2556,2091
,BANGLADESH,70,51,17,115,119,158,14987,15477,14063,15102,15596,14221
