Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
1,Barguna,0,0,0,0,0,0,1422,545,756,1422,545,756
2,Barishal,0,0,0,0,0,0,1187,1220,735,1187,1220,735
3,Bhola,1,-,0,1,-,0,557,264,681,558,264,681
4,Jhallokati,0,0,0,0,0,0,233,197,231,233,197,231
5,Patuakhali,0,0,0,0,0,0,1317,1648,1397,1317,1648,1397
6,Pirojpur,0,0,2,0,0,4,353,367,441,353,367,445
1,Barishal,1,-,2,1,-,4,5069,4241,4241,5070,4241,4245
7,Bandarban,0,0,0,0,0,0,6,6,6,6,6,6
8,Brahmanbaria,0,0,0,0,0,0,68,64,61,68,64,61
9,Chandpur,0,0,0,0,0,0,898,835,1119,898,835,1119
10,Chittagang,0,0,0,0,0,0,1208,1253,906,1208,1253,906
11,Cumilla,0,0,0,0,0,0,462,999,1109,462,999,1109
12,Cox's Bazar,2,2,2,5,-,4,85,83,85,90,89,89
13,Feni,0,0,0,0,0,0,304,347,389,304,347,389
14,Khagrachhari,0,0,0,0,0,0,115,115,119,115,115,119
15,Laksmipur,0,0,0,0,0,0,668,642,649,668,642,649
16,Noakhali,0,0,0,0,0,0,327,330,685,327,330,685
17,Rangamati,7,7,8,22,22,12,176,219,193,198,241,205
2,Chittagang,9,9,10,27,28,16,4317,4893,5321,4344,4921,5337
18,Dhaka,0,0,0,0,0,0,241,233,227,241,233,227
19,Faridpur,48,46,48,120,94,148,971,997,1091,1091,1091,1239
20,Gazipur,85,-,82,121,109,121,388,377,405,509,486,526
21,Gopalganj,65,65,45,51,81,64,1069,1029,1011,1120,1110,1075
22,Kishorganj,-,-,0,-,-,0,83,107,64,83,107,64
23,Madaripur,37,-,0,101,-,0,2233,2064,1857,2334,2064,1857
24,Manikganj,18,5,5,90,261,25,437,178,450,527,439,475
25,Munshiganj,0,0,0,0,0,0,1511,768,753,1511,768,753
26,Narayanganj,0,0,0,0,0,0,314,484,448,314,484,448
27,Narsingdi,0,0,0,0,0,0,158,106,190,158,106,190
28,Rajbari,0,0,0,0,0,0,1101,562,542,1101,562,542
29,Shariatpur,7,7,0,1,1,19,58,59,496,59,60,515
30,Tangail,17,17,17,18,8,18,386,398,411,404,406,429
3,Dhaka,287,149,197,583,1117,395,11326,9343,7945,11909,10460,8340
31,Bagerhat,-,2,0,-,3,0,264,263,337,264,266,337
32,Chuadanga,200,201,130,635,637,360,713,718,601,1348,1355,961
33,Jashore,198,204,234,868,981,1008,628,553,496,1496,1534,1504
34,Jhenaidah,67,66,81,201,276,311,877,1279,1213,1078,1555,1524
35,Khulna,35,23,23,45,51,105,520,500,418,565,551,523
36,Kushtia,41,41,41,32,35,41,908,836,824,940,871,865
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,0,0,0,0,0,0,731,774,700,731,774,700
38,Meherpur,0,0,0,0,0,0,46,60,57,46,60,57
39,Narail,21,7,7,53,53,54,1202,1203,1220,1255,1256,1274
40,Satkhira,106,85,85,110,79,100,795,624,724,905,703,824
4,Khulna,668,629,8,1944,2115,1979,6684,6810,6590,8628,8925,8569
41,Jamalpur,0,0,0,0,0,0,153,154,139,153,154,139
42,Mymensing,10,9,10,81,563,60,2141,1730,2210,2222,2293,2270
43,Netrakona,0,0,0,0,0,0,65,82,85,65,82,85
44,Sherpur,0,0,0,0,0,0,17,15,15,17,15,15
5,Mymensing,10,9,10,81,563,60,2376,1981,2449,2457,2544,2509
45,Bogura,1,1,1,2,2,2,882,899,951,884,901,953
46,Joypurhat,1,2,3,11,20,20,137,247,264,148,267,284
47,Naogaon,0,0,0,0,0,0,370,361,373,370,361,373
48,Natore,45,50,48,133,434,299,3038,3481,3007,3171,3915,3306
49,Chapai Nawabganj,2,-,0,42,-,0,476,332,335,518,332,335
50,Pabna,0,0,0,0,0,0,1192,1067,1012,1192,1067,1012
51,Rajshahi,12,12,12,35,35,28,2375,2343,2347,2410,2378,2375
52,Sirajganj,-,-,19,-,-,0,448,381,313,448,381,313
6,Rajshahi,61,65,83,223,491,349,8918,9111,8602,9141,9602,8951
53,Dinajpur,0,0,0,2,2,0,212,204,204,214,206,204
54,Gaibandha,0,0,0,-,-,0,111,161,128,111,161,128
55,Kurigram,1,1,1,9,7,6,208,157,161,217,164,167
56,Lalmonirhat,0,0,0,0,0,0,73,73,100,73,73,100
57,Nilphamari,0,0,0,0,0,0,97,141,54,97,141,54
58,Panchagarh,0,0,0,0,0,0,16,16,16,16,16,16
59,Rangpur,0,0,0,0,0,0,130,150,159,130,150,159
60,Thakurgaon,0,0,0,0,0,0,35,27,36,35,27,36
7,Rangpur,1,1,1,11,9,6,882,929,858,893,938,864
61,Habiganj,0,0,0,-,80,0,108,-,82,108,80,82
62,Maulvibazar,0,0,0,2,-,0,4,52,41,6,52,41
63,Sunamganj,0,0,0,-,-,0,0,0,0,0,0,0
64,Sylhet,0,0,0,-,-,0,0,0,1,0,0,1
8,Sylhet,0,0,0,2,80,0,112,52,124,114,132,124
,BANGLADESH,1027,853,311,2791,3840,2809,37308,35379,36130,40099,39219,38939
