Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,-,-,0,0,0,0
2,Barishal,-,-,0,0,0,0
3,Bhola,-,-,0,0,0,0
4,Jhallokati,-,-,0,0,0,0
5,Patuakhali,2,1,1,1,1,1
6,Pirojpur,-,-,0,0,0,0
1,Barishal,2,1,1,1,1,1
7,Bandarban,25,33,12,16,5,6
8,Brahmanbaria,8,9,10,13,14,17
9,Chandpur,21,95,24,105,24,58
10,Chittagang,37,129,38,131,39,133
11,Cumilla,13,27,12,23,7,12
12,Cox's Bazar,13,12,0,0,14,14
13,Feni,-,-,1,1,1,1
14,Khagrachhari,5,6,12,20,12,21
15,Laksmipur,7,14,7,13,7,13
16,Noakhali,23,24,21,22,40,33
17,Rangamati,-,-,0,0,0,0
2,Chittagang,152,349,137,344,163,308
18,Dhaka,410,2727,414,2754,413,2759
19,Faridpur,29,73,20,50,15,42
20,Gazipur,39,171,41,165,44,167
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,43,113,47,151,48,155
23,Madaripur,0,0,0,0,0,0
24,Manikganj,1192,3450,1200,3528,1122,3298
25,Munshiganj,1,5,0,0,0,0
26,Narayanganj,35,54,38,70,39,73
27,Narsingdi,15,24,4,7,1,1
28,Rajbari,25,31,33,41,46,95
29,Shariatpur,4,5,4,5,7,8
30,Tangail,66,231,96,288,106,354
3,Dhaka,1859,6884,1897,7059,1841,6952
31,Bagerhat,20,26,33,69,33,77
32,Chuadanga,37,170,37,165,55,215
33,Jashore,93,355,99,375,106,405
34,Jhenaidah,43,152,47,197,64,224
35,Khulna,12,24,13,26,13,26
36,Kushtia,33,71,46,101,58,137
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,20,77,20,74,24,85
38,Meherpur,18,53,22,64,25,75
39,Narail,2,2,3,3,4,3
40,Satkhira,91,285,92,284,87,325
4,Khulna,369,1215,412,1358,469,1572
41,Jamalpur,99,263,102,273,119,316
42,Mymensing,108,314,100,308,89,281
43,Netrakona,13,11,18,16,20,18
44,Sherpur,56,175,69,222,81,272
5,Mymensing,276,763,289,819,309,887
45,Bogura,123,474,118,549,130,592
46,Joypurhat,37,75,36,124,43,135
47,Naogaon,16,89,35,104,35,169
48,Natore,54,114,65,130,77,150
49,Chapai Nawabganj,-,-,0,0,0,0
50,Pabna,379,1914,410,2935,423,3203
51,Rajshahi,32,124,43,167,55,217
52,Sirajganj,65,304,53,208,65,249
6,Rajshahi,706,3094,760,4217,828,4715
53,Dinajpur,108,198,122,217,130,230
54,Gaibandha,141,276,139,273,134,265
55,Kurigram,42,87,57,116,65,132
56,Lalmonirhat,68,156,77,216,87,227
57,Nilphamari,68,426,83,310,83,145
58,Panchagarh,154,264,163,299,163,331
59,Rangpur,133,300,150,323,165,387
60,Thakurgaon,72,118,76,122,80,129
7,Rangpur,786,1825,867,1876,907,1846
61,Habiganj,-,-,0,0,0,0
62,Maulvibazar,5,14,5,5,6,18
63,Sunamganj,-,-,0,0,0,0
64,Sylhet,-,-,0,0,9,7
8,Sylhet,5,14,5,5,15,25
,BANGLADESH,4155,14145,4368,15679,4533,16306
