Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,385,813,385,832,388,319
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,2060,3505,2230,3850,2107,3437
10,Chittagang,0,0,0,0,0,0
11,Cumilla,14455,28182,700,958,7,10
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,3,0,0,0
14,Khagrachhari,438,391,470,426,468,431
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,963,1366,983,1441,962,1276
2,Chittagang,18301,34257,4771,7507,3932,5473
18,Dhaka,912,1284,917,1795,917,1965
19,Faridpur,0,0,0,0,0,0
20,Gazipur,140,216,136,193,123,172
21,Gopalganj,2,3,0,0,0,0
22,Kishorganj,,,,,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,13894,27114,14190,30370,13886,27547
25,Munshiganj,917,1445,545,851,1665,3457
26,Narayanganj,64,86,64,86,63,85
27,Narsingdi,10,8,9,7,0,0
28,Rajbari,22,52,21,50,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,0,0,0,0
3,Dhaka,14907,28705,14829,31364,16654,33226
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,993,1251,512,512,266,303
33,Jashore,2,9,0,0,0,0
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,31,97,0,0,0,0
36,Kushtia,660,1262,489,949,513,973
