Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)",
1,Barguna,111,178,100,103,124,207
2,Barishal,1385,10112,1362,9838,1074,13379
3,Bhola,796,5134,844,4941,897,4964
4,Jhallokati,299,1350,286,1363,299,1374
5,Patuakhali,90,134,85,153,90,162
6,Pirojpur,394,1789,371,1802,380,1885
1,Barishal,3075,18697,3048,18200,2864,21971
7,Bandarban,201,868,204,591,206,854
8,Brahmanbaria,46,71,36,61,28,45
9,Chandpur,1556,17141,1529,13107,1428,14130
10,Chittagang,2819,13392,2829,3324,2834,13431
11,Cumilla,700,5100,926,5775,980,5770
12,Cox's Bazar,276,1705,759,4140,754,4100
13,Feni,298,3437,291,3148,256,3356
14,Khagrachhari,626,6294,638,6053,607,5488
15,Laksmipur,341,1270,332,1230,332,3600
16,Noakhali,368,2055,304,1686,309,1502
17,Rangamati,533,8696,543,9591,561,9502
2,Chittagang,7764,60029,8391,48706,8295,61778
18,Dhaka,221,2040,201,1055,166,904
19,Faridpur,11015,164395,10239,159212,9800,154760
20,Gazipur,3034,27081,3045,26966,2999,26040
21,Gopalganj,1907,25605,1766,23610,1746,23046
22,Kishorganj,140,1056,124,1019,61,529
23,Madaripur,1352,30555,1300,25371,1252,24168
24,Manikganj,4522,26075,4522,26075,4602,28369
25,Munshiganj,302,2412,290,2127,298,2108
26,Narayanganj,137,1596,134,1612,137,720
27,Narsingdi,5309,90436,5309,90436,124,1527
28,Rajbari,1185,14761,1177,14881,3139,55215
29,Shariatpur,207,4245,206,4373,1080,13946
30,Tangail,3885,65949,3684,62540,3541,60419
3,Dhaka,33216,456206,31997,439277,28945,391751
31,Bagerhat,2216,27570,2248,26129,2181,24922
32,Chuadanga,8272,124529,4940,113010,4968,119537
33,Jashore,1346,20659,1087,19932,954,17168
34,Jhenaidah,3728,85960,4322,122551,3345,81434
35,Khulna,224,3664,104,1474,101,7452
36,Kushtia,10259,211270,9820,200496,8970,183162
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,537,7684,507,7167,343,4537
38,Meherpur,1017,20353,1009,20196,927,16863
39,Narail,1706,26596,1706,26647,1683,26477
40,Satkhira,314,6088,322,6315,343,6656
4,Khulna,29619,534373,26065,543917,23815,488208
41,Jamalpur,11941,246306,12088,233498,12310,225997
42,Mymensing,6745,94815,5768,86251,5680,85530
43,Netrakona,70,755,54,662,60,726
44,Sherpur,207,4245,206,4373,205,4353
5,Mymensing,18963,346121,18116,324784,18255,316606
45,Bogura,1441,29521,1198,23995,751,14746
46,Joypurhat,2326,51537,2239,47489,2207,46859
47,Naogaon,1608,32537,1437,28534,1410,27744
48,Natore,59269,1284872,56432,1213101,60685,1189958
49,Chapai Nawabganj,11963,162292,12081,163587,3190,33123
50,Pabna,9567,177415,9529,180595,8356,159821
51,Rajshahi,32020,592325,27579,503722,24731,463103
52,Sirajganj,3057,51250,3136,51154,2774,48541
6,Rajshahi,121251,2381749,113631,2212177,104104,1983895
53,Dinajpur,6013,87064,5842,84119,5626,80118
54,Gaibandha,5927,152052,5974,153152,5968,152293
55,Kurigram,664,9099,712,10401,708,10895
56,Lalmonirhat,255,3537,264,3341,263,3527
57,Nilphamari,202,4761,190,4561,183,4420
58,Panchagarh,10920,110017,10215,103915,10057,94924
59,Rangpur,4769,103516,4753,103105,4739,103063
60,Thakurgaon,11311,154073,10680,149665,10660,138700
7,Rangpur,40061,624119,38630,612259,38204,587940
61,Habiganj,3123,8256,2647,7481,2425,7185
62,Maulvibazar,197,3885,140,413,137,408
63,Sunamganj,290,3803,326,3996,327,2883
64,Sylhet,10,14,10,14,18,150
8,Sylhet,3620,15958,3123,11904,2907,10626
,BANGLADESH,257532,4434070,242943,4207592,227389,3862775
