Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,60,50,55,46,57,47
2,Barishal,361,207,349,190,332,190
3,Bhola,1747,2524,1324,1570,1253,1408
4,Jhallokati,18,17,19,15,23,21
5,Patuakhali,391,293,384,288,379,283
6,Pirojpur,47,47,50,50,59,59
1,Barishal,2624,3138,2181,2159,2103,2008
7,Bandarban,66,123,69,128,69,129
8,Brahmanbaria,896,1181,916,1192,864,1121
9,Chandpur,1134,2474,1092,1793,1095,1792
10,Chittagang,138,130,120,139,123,143
11,Cumilla,1024,1868,1042,1931,993,1783
12,Cox's Bazar,76,74,72,73,26,18
13,Feni,42,29,47,33,38,25
14,Khagrachhari,40,38,38,34,34,30
15,Laksmipur,252,212,373,194,230,198
16,Noakhali,677,597,633,584,650,1005
17,Rangamati,51,70,51,72,49,72
2,Chittagang,4396,6796,4453,6173,4171,6316
18,Dhaka,2329,5205,1849,5780,1886,5726
19,Faridpur,5910,7828,5954,8200,6155,8969
20,Gazipur,158,282,152,273,169,308
21,Gopalganj,392,935,453,1121,474,855
22,Kishorganj,1216,2912,1147,2741,1122,2577
23,Madaripur,1368,2315,1387,2388,2006,4505
24,Manikganj,1453,2072,1436,2042,1502,2155
25,Munshiganj,237,277,240,289,284,304
26,Narayanganj,172,154,174,157,173,148
27,Narsingdi,242,266,235,254,227,243
28,Rajbari,11271,25579,10629,25290,13575,33955
29,Shariatpur,2548,5518,2559,5485,2572,5890
30,Tangail,1294,1807,132,1844,1329,2874
3,Dhaka,28590,55150,26347,55864,31474,68509
31,Bagerhat,141,158,142,158,141,163
32,Chuadanga,971,2897,655,1553,666,1570
33,Jashore,1229,3599,1176,3265,1252,3600
34,Jhenaidah,2809,8575,3015,9032,3618,10502
35,Khulna,134,226,137,233,137,230
36,Kushtia,2879,6849,3176,8207,3422,9371
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2186,6983,2452,7449,2425,7426
38,Meherpur,901,3023,902,3095,937,3260
39,Narail,334,819,354,875,369,919
40,Satkhira,654,1596,684,1638,666,1671
4,Khulna,12238,34725,12693,35505,13633,38712
41,Jamalpur,1284,2556,1310,2643,1303,2595
42,Mymensing,1062,2192,1048,2210,1054,2238
43,Netrakona,596,955,572,959,542,887
44,Sherpur,365,698,388,729,414,777
5,Mymensing,3307,6401,3318,6541,3313,6497
45,Bogura,855,1505,759,1334,827,1452
46,Joypurhat,303,727,299,723,309,743
47,Naogaon,2964,7427,2712,6485,2749,6991
48,Natore,44400,131818,45009,131529,51814,156660
49,Chapai Nawabganj,5407,9399,6228,11293,6033,10905
50,Pabna,15088,37274,22860,63099,23732,64503
51,Rajshahi,7064,20102,7929,23767,7789,22892
52,Sirajganj,1403,3674,1440,2774,1219,2533
6,Rajshahi,77484,211926,87236,241004,94472,266679
53,Dinajpur,4723,12193,6512,19345,6969,21066
54,Gaibandha,760,1066,768,1075,871,1195
55,Kurigram,557,844,555,844,570,883
56,Lalmonirhat,584,724,561,724,570,714
57,Nilphamari,1102,3151,889,2528,888,2520
58,Panchagarh,1369,3463,1379,3610,1389,3654
59,Rangpur,2129,4163,2153,4236,2177,4307
60,Thakurgaon,775,1337,695,1429,698,1435
7,Rangpur,11999,26941,13512,33791,14132,35774
61,Habiganj,126,292,116,265,128,280
62,Maulvibazar,63,100,63,201,66,206
63,Sunamganj,142,234,158,305,191,377
64,Sylhet,6,22,40,43,50,43
8,Sylhet,337,648,377,814,435,906
,BANGLADESH,140975,345725,150117,381851,163733,425401
