Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,41,12,-,-,0,0
3,Bhola,34,12,-,-,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,75,24,0,0,0,0
7,Bandarban,127,60,146,32,127,27
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,29,30,74,30,67,34
10,Chittagang,0,0,0,0,0,0
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,9,2,7,1,5,1
15,Laksmipur,5,1,5,1,5,1
16,Noakhali,0,0,0,0,8,1
17,Rangamati,123,66,127,90,127,19
2,Chittagang,293,159,359,154,339,83
18,Dhaka,21,7,31,10,33,11
19,Faridpur,0,0,0,0,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,13,4,13,3,10,3
23,Madaripur,32,11,34,14,40,15
24,Manikganj,24,10,22,9,0,0
25,Munshiganj,56,20,49,20,50,20
26,Narayanganj,2,2,1,1,4,1
27,Narsingdi,2,1,2,1,3,1
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,16,6,0,0,14,4
3,Dhaka,166,61,152,58,154,55
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,0,0,0,0,0,0
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,0,0,0,0,0,0
36,Kushtia,0,0,0,0,0,0
