Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
1,Barguna,0,0,0,0,0,0,1358,1136,1277,1358,1136,1277
2,Barishal,0,0,0,0,0,0,2696,2780,3413,2696,2780,3413
3,Bhola,3,-,0,8,-,0,5564,1052,974,5572,1052,974
4,Jhallokati,0,0,0,0,0,0,778,878,902,778,878,902
5,Patuakhali,0,0,0,0,0,0,399,520,617,399,520,617
6,Pirojpur,0,0,0,0,0,0,2139,2927,2838,2139,2927,2838
1,Barishal,3,-,0,8,-,0,12934,9293,10021,12942,9293,10021
7,Bandarban,0,0,0,0,0,0,8,9,9,8,9,9
8,Brahmanbaria,0,0,0,0,0,0,132,137,131,132,137,131
9,Chandpur,0,0,0,0,0,0,4686,4589,4711,4686,4589,4711
10,Chittagang,0,0,0,0,0,0,2951,3011,2950,2951,3011,2950
11,Cumilla,0,0,0,0,0,0,701,820,733,701,820,733
12,Cox's Bazar,-,-,1,3,4,5,150,175,175,153,179,180
13,Feni,-,1,0,-,-,0,1649,1202,1170,1649,1202,1170
14,Khagrachhari,0,0,0,0,0,0,413,423,374,413,423,374
15,Laksmipur,0,0,0,0,0,0,4877,4780,4672,4877,4780,4672
16,Noakhali,0,0,0,0,0,0,3573,3670,3305,3573,3670,3305
17,Rangamati,9,9,9,38,36,38,445,407,440,483,443,478
2,Chittagang,9,10,10,41,40,43,19585,19223,18670,19626,19263,18713
18,Dhaka,0,0,0,0,0,0,542,538,536,542,538,536
19,Faridpur,0,113,113,945,929,944,5391,5098,4826,6336,6027,5770
20,Gazipur,60,59,53,464,309,351,1358,1469,1335,1822,1778,1686
21,Gopalganj,703,520,62,0,0,66,8195,4050,3265,8195,4050,3331
22,Kishorganj,0,0,0,0,0,0,109,96,101,109,96,101
23,Madaripur,99,11,0,991,668,0,6378,7554,7392,7369,8222,7392
24,Manikganj,0,39,38,249,180,179,3040,2201,2226,3289,2381,2405
25,Munshiganj,0,0,0,0,0,0,2274,1139,1114,2274,1139,1114
26,Narayanganj,0,0,0,0,0,0,393,251,255,393,251,255
27,Narsingdi,0,0,0,0,0,0,93,303,279,93,303,279
28,Rajbari,3,3,5,578,491,0,5001,4559,479,5579,5050,479
29,Shariatpur,0,3,3,43,18,41,3519,1544,3023,3562,1562,3064
30,Tangail,17,17,17,66,126,94,2953,2375,1668,3019,2501,1762
3,Dhaka,882,765,291,3336,2721,1675,39246,31177,26499,42582,33898,28174
31,Bagerhat,143,86,0,642,259,0,2646,2554,1963,3288,2813,1963
32,Chuadanga,254,180,123,4365,2492,1997,6335,4190,3573,10700,6682,5570
33,Jashore,65,267,260,4475,6102,625,8572,6356,12403,13047,12458,13028
34,Jhenaidah,-,50,49,1439,1709,1594,7439,9035,7906,8878,10744,9500
35,Khulna,27,28,17,276,281,242,3393,3331,3288,3669,3612,3530
36,Kushtia,37,37,4100,543,498,263,7478,6133,6168,8021,6631,6431
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,20,21,0,320,291,0,2369,1920,2232,2689,2211,2232
38,Meherpur,0,0,0,0,0,0,276,299,309,276,299,309
39,Narail,0,0,0,0,0,0,1045,996,979,1045,996,979
40,Satkhira,112,68,65,667,-,0,2646,4674,3055,3313,4674,3055
4,Khulna,658,737,4614,12727,11632,4721,42199,39488,41876,54926,51120,46597
41,Jamalpur,0,0,0,0,0,0,94,78,77,94,78,77
42,Mymensing,0,0,0,0,0,0,3559,3306,3664,3559,3306,3664
43,Netrakona,0,0,0,0,0,0,42,14,40,42,14,40
44,Sherpur,0,0,0,0,0,0,134,139,356,134,139,356
5,Mymensing,0,0,0,0,0,0,3829,3537,4137,3829,3537,4137
45,Bogura,0,0,0,0,0,0,5204,5143,5178,5204,5143,5178
46,Joypurhat,1,1,0,-,-,0,1403,1443,1107,1403,1443,1107
47,Naogaon,0,0,0,0,0,0,3840,3873,3569,3840,3873,3569
48,Natore,225,232,193,3499,3564,2086,24009,24782,25713,27508,28346,27799
49,Chapai Nawabganj,0,0,0,0,0,0,575,589,424,575,589,424
50,Pabna,0,0,0,0,0,0,5172,3071,3149,5172,3071,3149
51,Rajshahi,27,24,24,449,96,440,17991,17342,17318,18440,17438,17758
52,Sirajganj,0,0,0,0,0,0,658,655,638,658,655,638
6,Rajshahi,253,257,217,3948,3660,2526,58852,56898,57096,62800,60558,59622
53,Dinajpur,0,0,0,0,0,0,453,438,470,453,438,470
54,Gaibandha,0,0,0,0,0,0,292,301,207,292,301,207
55,Kurigram,0,0,0,0,0,0,252,283,179,252,283,179
56,Lalmonirhat,0,0,0,0,0,0,-,351,323,-,351,323
57,Nilphamari,0,0,0,0,0,0,162,284,128,162,284,128
58,Panchagarh,0,0,0,0,0,0,24,24,28,24,24,28
59,Rangpur,0,0,0,0,0,0,389,372,356,389,372,356
60,Thakurgaon,0,0,0,0,0,0,51,55,61,51,55,61
7,Rangpur,0,0,0,0,0,0,1623,2108,1752,1623,2108,1752
61,Habiganj,0,0,0,0,0,0,0,0,40,0,0,40
62,Maulvibazar,0,0,0,0,0,0,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0,0,0,40,0,0,40
,BANGLADESH,1805,1769,5132,20060,18053,8965,178268,161724,160091,198328,179777,169056
