Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,102,273,97,218,96,194
2,Barishal,382,1262,413,1482,356,1241
3,Bhola,253,821,254,926,275,933
4,Jhallokati,175,791,185,798,193,891
5,Patuakhali,104,176,108,200,111,211
6,Pirojpur,449,1360,466,1415,503,1579
1,Barishal,1465,4683,1523,5039,1534,5049
7,Bandarban,209,617,203,598,210,620
8,Brahmanbaria,517,2086,399,1637,468,1904
9,Chandpur,318,1650,299,1447,318,1614
10,Chittagang,1999,9546,2012,9705,2011,9587
11,Cumilla,1251,8441,1354,8752,1320,8723
12,Cox's Bazar,208,810,236,956,245,956
13,Feni,66,557,87,546,92,557
14,Khagrachhari,432,1645,434,1650,449,1697
15,Laksmipur,164,629,161,613,158,583
16,Noakhali,461,1216,464,1204,417,1074
17,Rangamati,292,1340,311,1432,309,1313
2,Chittagang,5917,28537,5960,28540,5997,28628
18,Dhaka,761,4503,769,4707,781,4790
19,Faridpur,628,3207,577,1653,577,1653
20,Gazipur,755,6031,777,6196,781,6212
21,Gopalganj,464,3336,477,3381,467,3435
22,Kishorganj,343,1419,372,1726,412,1957
23,Madaripur,65,193,64,184,68,188
24,Manikganj,483,1646,469,1578,467,1572
25,Munshiganj,263,2749,481,2592,500,3131
26,Narayanganj,387,1459,373,1367,369,1351
27,Narsingdi,343,1419,317,1344,302,1276
28,Rajbari,965,6432,993,6600,1116,7527
29,Shariatpur,74,488,75,485,90,566
30,Tangail,1664,17721,1658,17261,1687,16784
3,Dhaka,7195,50603,7402,49074,7617,50442
31,Bagerhat,751,4490,789,6146,794,5220
32,Chuadanga,1639,9254,1637,8798,1641,8821
33,Jashore,2244,11256,2216,11144,2592,13595
34,Jhenaidah,1439,7526,1521,7428,1757,11354
35,Khulna,663,5068,640,4612,635,4591
36,Kushtia,970,5994,959,5960,981,6028
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,192,836,186,798,196,832
38,Meherpur,664,4349,740,5271,730,5211
39,Narail,367,1738,350,1859,344,1867
40,Satkhira,1058,7212,1033,6935,1053,6990
4,Khulna,9987,57723,10071,58951,10723,64509
41,Jamalpur,316,1570,321,1560,336,1627
42,Mymensing,1715,6763,1776,23240,1706,22629
43,Netrakona,382,1578,366,1441,377,1485
44,Sherpur,787,7083,836,14477,865,15005
5,Mymensing,3200,16994,3299,40718,3284,40746
45,Bogura,638,5455,700,3886,846,4327
46,Joypurhat,382,1993,377,1966,390,2025
47,Naogaon,1138,7094,1097,7065,1102,7115
48,Natore,623,1956,638,2028,623,2054
49,Chapai Nawabganj,574,3074,606,3177,610,3172
50,Pabna,782,4935,836,5424,885,5955
51,Rajshahi,1285,10463,1243,9724,1326,11005
52,Sirajganj,664,4807,660,5022,678,5809
6,Rajshahi,6086,39777,6157,38292,6460,41462
53,Dinajpur,1582,10367,1709,11752,1713,11691
54,Gaibandha,482,2618,470,2564,454,2702
55,Kurigram,665,3744,633,3999,645,4034
56,Lalmonirhat,1002,6613,964,7037,1020,16750
57,Nilphamari,1277,10514,1274,12063,1292,12454
58,Panchagarh,862,4524,874,4522,877,4533
59,Rangpur,1117,5373,1114,6453,1107,6400
60,Thakurgaon,599,2196,650,4653,670,5123
7,Rangpur,7586,45949,7688,53043,7778,63687
61,Habiganj,476,4142,471,3901,469,4019
62,Maulvibazar,443,2490,429,2483,423,2483
63,Sunamganj,526,4245,508,6120,507,6120
64,Sylhet,888,3465,834,9583,889,4505
8,Sylhet,2333,14342,2242,22087,2288,17127
,BANGLADESH,43769,258608,44342,295744,45681,311650
