Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,709,171,1842,570,1595,693
2,Barishal,26,9,15,6,0,0
3,Bhola,26,20,26,20,22,18
4,Jhallokati,66,56,89,79,92,75
5,Patuakhali,462,270,218,120,206,122
6,Pirojpur,407,374,243,183,248,190
1,Barishal,1696,900,2433,978,2163,1098
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chittagang,0,0,0,0,0,0
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,0,0,0,0,0,0
2,Chittagang,0,0,0,0,0,0
18,Dhaka,0,0,0,0,0,0
19,Faridpur,6,4,18,6,13,6
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,128,268,143,288,63,64
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,404,91,575,131,395,91
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,30,10,1,1,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,54,14,54,14,54,14
3,Dhaka,622,387,791,440,525,175
31,Bagerhat,480,495,350,385,394,435
32,Chuadanga,5,4,6,3,6,3
33,Jashore,2,1,0,0,0,0
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,102,41,20,6,25,7
36,Kushtia,153,90,175,102,162,92
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,0,0
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,0,0
40,Satkhira,120,102,71,33,51,26
4,Khulna,862,733,622,529,638,563
41,Jamalpur,35,62,35,17,34,47
42,Mymensing,14,4,15,4,16,4
43,Netrakona,0,0,0,0,0,0
44,Sherpur,17,49,18,50,0,0
5,Mymensing,66,115,68,71,50,51
45,Bogura,0,0,0,0,0,0
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,17,4,15,3,19,4
49,Chapai Nawabganj,0,0,70,205,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,17,4,85,208,19,4
53,Dinajpur,0,0,0,0,0,0
54,Gaibandha,0,0,0,0,15,5
55,Kurigram,31,9,10,3,0,0
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,0,0,0,0,0,0
60,Thakurgaon,0,0,0,0,0,0
7,Rangpur,31,9,10,3,15,5
61,Habiganj,0,0,0,0,15,17
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,15,17
,BANGLADESH,3294,2148,4009,2229,3425,1913
