Zila/Division,,2015-16,,,,,2016-17,,,,
,,Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)",Acres,Hectares,"Acre
(Maund)","Hectare
(M. Ton)","Production
(M. Ton)"
33,Barishal,36402,14731,12.24,1.129,16632,26431,10696,14.20,1.310,14010
34,Jhalakathi,7570,3063,13.00,1.199,3673,4544,1839,14.80,1.365,2510
35,Perojpur,9094,3680,12.45,1.148,4226,6698,2711,18.10,1.670,4525
36,Bhola,119567,48386,14.20,1.310,63376,115524,46750,13.80,1.273,59508
37,Patuakhali,41214,16678,14.00,1.291,21538,33026,13365,15.70,1.448,19355
38,Barguna,4172,1688,14.20,1.310,2211,5534,2239,18.00,1.660,3718
5,"Barishal
Division",218019,88228,13.72,1.266,111657,191757,77600,14.48,1.335,103627
39,Jashore,0,0,0.00,0.000,0,322,130,15.30,1.411,184
40,Jhenaidah,464,188,13.45,1.241,233,123,50,13.30,1.227,61
41,Magura,2251,911,11.04,1.018,928,1007,408,12.90,1.190,485
42,Narail,11431,4626,13.71,1.265,5850,8970,3630,14.90,1.374,4989
43,Khulna,5409,2189,11.30,1.042,2282,6144,2486,14.10,1.301,3234
44,Bagerhat,2204,892,15.80,1.457,1300,2065,836,13.20,1.218,1017
45,Satkhira,0,0,0.00,0.000,0,0,0,0.00,0.000,0
46,Kushtia,14453,5849,12.74,1.175,6873,13763,5570,14.20,1.310,7295
47,Chuadanga,0,0,0.00,0.000,0,0,0,0.00,0.000,0
48,Meherpur,50,20,15.00,1.384,28,0,0,0.00,0.000,0
6,"Khulna
Division",36262,14674,12.92,1.192,17493,32394,13109,14.28,1.317,17265
49,Bogura,0,0,0.00,0.000,0,0,0,0.00,0.000,0
50,Joypurhat,0,0,0.00,0.000,0,0,0,0.00,0.000,0
51,Pabna,17268,6988,14.50,1.337,9346,17526,7092,14.10,1.301,9224
52,Sirajgonj,4025,1629,16.85,1.554,2532,2310,935,13.20,1.218,1138
53,Rajshahi,1422,575,14.79,1.364,785,1525,617,14.60,1.347,831
54,Noagaon,0,0,0.00,0.000,0,0,0,0.00,0.000,0
55,Natore,1558,630,14.43,1.331,839,2154,872,14.40,1.328,1158
56,Nawabgonj,19619,7939,12.83,1.183,9396,18876,7639,14.83,1.368,10449
7,"Rajshahi
Division",43892,17762,13.98,1.289,22898,42391,17155,14.41,1.329,22800
57,Dinajpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
58,Thakurgaon,0,0,0.00,0.000,0,0,0,0.00,0.000,0
59,Panchagar,272,110,19.00,1.753,193,80,32,18.00,1.660,54
60,Rangpur,0,0,0.00,0.000,0,0,0,0.00,0.000,0
61,Gaibandha,0,0,0.00,0.000,0,0,0,0.00,0.000,0
62,Kurigram,1643,665,14.20,1.310,871,705,285,18.70,1.725,492
63,Nilphamari,0,0,0.00,0.000,0,0,0,0.00,0.000,0
64,Lalmonirhat,0,0,0.00,0.000,0,0,0,0.00,0.000,0
8,"Rangpur
Division",1915,775,14.88,1.373,1064,785,318,18.63,1.718,546
BANGLADESH,,523605,211891,14.21,1.310,277647,465703,188460,14.58,1.345,253527
