Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,1558,3775,1480,3680,1492,3704
8,Brahmanbaria,115,280,112,117,111,111
9,Chandpur,10,15,4,13,3,10
10,Chittagang,1767,7898,1687,7723,1697,7764
11,Cumilla,82,192,80,159,105,182
12,Cox's Bazar,230,696,192,572,52,122
13,Feni,24,23,18,12,17,13
14,Khagrachhari,3400,11390,3161,8539,3207,8542
15,Laksmipur,23,24,18,17,7,7
16,Noakhali,2,1,2,1,2,1
17,Rangamati,4102,15977,3791,15858,3822,15925
2,Chittagang,11313,40271,10545,36691,10515,36381
18,Dhaka,58,143,59,105,61,104
19,Faridpur,21,33,15,24,10,21
20,Gazipur,649,1320,570,1117,567,1120
21,Gopalganj,23,35,23,32,24,33
22,Kishorganj,233,516,233,521,218,515
23,Madaripur,3,11,-,-,0,0
24,Manikganj,164,207,144,179,147,181
25,Munshiganj,3,2,3,2,3,12
26,Narayanganj,50,41,28,27,30,27
27,Narsingdi,263,317,220,299,223,300
28,Rajbari,16,35,15,27,14,25
29,Shariatpur,0,0,0,0,0,0
30,Tangail,1992,7076,2011,7572,2067,7770
3,Dhaka,3475,9736,2421,8106,3364,10108
31,Bagerhat,18,34,18,32,20,36
32,Chuadanga,23,67,30,78,33,85
33,Jashore,100,305,75,200,72,189
34,Jhenaidah,113,321,114,326,95,210
35,Khulna,45,66,47,75,47,75
36,Kushtia,150,658,97,369,91,369
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,19,52,20,57,19,55
38,Meherpur,27,54,14,28,13,26
39,Narail,59,130,62,137,66,147
40,Satkhira,58,227,62,302,60,300
4,Khulna,612,1914,539,1604,516,1492
41,Jamalpur,410,1611,405,1589,427,1630
42,Mymensing,1252,3101,1021,2482,970,2424
43,Netrakona,152,275,117,217,110,170
44,Sherpur,182,570,195,608,196,635
5,Mymensing,1996,5557,1738,4896,1703,4859
45,Bogura,287,521,303,808,320,890
46,Joypurhat,69,126,73,204,73,201
47,Naogaon,110,306,243,806,219,743
48,Natore,66,109,66,108,69,114
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,39,50,21,32,21,35
51,Rajshahi,6,12,6,11,7,14
52,Sirajganj,163,379,133,312,141,324
6,Rajshahi,740,1503,845,2281,850,2321
53,Dinajpur,361,1027,334,1035,332,1011
54,Gaibandha,427,761,395,677,403,699
55,Kurigram,494,1194,443,1041,447,1296
56,Lalmonirhat,498,1650,423,1312,439,1337
57,Nilphamari,2976,12305,2774,11390,2772,11400
58,Panchagarh,685,2288,710,2454,272,2518
59,Rangpur,1119,3595,940,2980,877,2808
60,Thakurgaon,185,368,120,135,119,231
7,Rangpur,6745,23188,6139,21024,5661,21300
61,Habiganj,95,246,101,266,103,277
62,Maulvibazar,180,420,100,531,197,620
63,Sunamganj,11,30,8,15,10,17
64,Sylhet,79,139,64,77,79,103
8,Sylhet,365,835,273,889,389,1017
,BANGLADESH,25246,83004,23400,77290,22998,77478
