Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,211,413,239,489,236,465
2,Barishal,729,2397,719,2591,718,2715
3,Bhola,639,2507,459,1832,537,2100
4,Jhallokati,616,4373,625,4396,636,4596
5,Patuakhali,236,389,336,622,348,654
6,Pirojpur,599,1703,619,1533,655,1765
1,Barishal,3030,11782,2997,11463,3130,12295
7,Bandarban,318,839,317,846,324,852
8,Brahmanbaria,1135,2259,625,1936,619,1820
9,Chandpur,691,2910,635,2852,699,3308
10,Chittagang,1862,8434,1881,9206,1889,8713
11,Cumilla,2505,12617,3623,15347,2717,11851
12,Cox's Bazar,294,1962,316,2255,334,2308
13,Feni,381,852,396,856,360,858
14,Khagrachhari,659,3408,670,2166,695,2418
15,Laksmipur,1037,2378,995,2252,973,2185
16,Noakhali,1546,3568,1357,3186,1489,2903
17,Rangamati,677,1886,683,1915,676,1912
2,Chittagang,11105,41113,11498,42817,10775,39128
18,Dhaka,700,2570,736,2783,754,2819
19,Faridpur,490,1460,440,1490,440,1490
20,Gazipur,253,503,263,532,269,556
21,Gopalganj,872,7189,873,7185,869,5850
22,Kishorganj,520,2175,721,3738,721,3738
23,Madaripur,541,2221,535,2153,532,2150
24,Manikganj,783,6342,788,6413,802,6447
25,Munshiganj,497,1069,516,1123,530,1150
26,Narayanganj,313,1295,319,1008,326,1447
27,Narsingdi,427,1754,417,1460,400,2038
28,Rajbari,470,1840,484,1868,510,2395
29,Shariatpur,391,1072,368,1084,384,1095
30,Tangail,1245,6421,1251,6589,1282,6763
3,Dhaka,7502,35911,7711,37426,7819,37938
31,Bagerhat,609,2215,615,2394,573,2009
32,Chuadanga,1645,10839,1634,6826,1642,7924
33,Jashore,1492,6895,1451,7125,1451,7601
34,Jhenaidah,913,3660,984,6214,1098,6545
35,Khulna,707,2328,675,2184,673,2105
36,Kushtia,495,3700,497,3654,486,3477
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,218,1162,225,1192,226,1140
38,Meherpur,197,984,195,985,188,924
39,Narail,392,1920,394,1936,369,1810
40,Satkhira,854,4799,857,4565,836,4529
4,Khulna,7522,38502,7527,37075,7542,38064
41,Jamalpur,416,1958,439,2059,442,2102
42,Mymensing,949,6416,1012,7866,968,9983
43,Netrakona,416,2060,415,1961,415,2042
44,Sherpur,236,1128,250,1315,274,1460
5,Mymensing,2017,11562,2116,13201,2099,15587
45,Bogura,707,2664,721,2726,717,2711
46,Joypurhat,266,1144,87,491,243,1549
47,Naogaon,446,1955,458,1782,500,1960
48,Natore,456,1204,403,1011,476,1339
49,Chapai Nawabganj,175,537,186,590,191,602
50,Pabna,510,1435,544,1598,591,1919
51,Rajshahi,810,3294,853,3728,874,3998
52,Sirajganj,367,1421,401,1578,458,2163
6,Rajshahi,3737,13654,3653,13504,4050,16241
53,Dinajpur,679,2154,729,2288,707,2262
54,Gaibandha,514,1133,507,1705,507,1741
55,Kurigram,544,2594,466,2059,467,2367
56,Lalmonirhat,241,545,248,712,255,765
57,Nilphamari,428,3273,525,4833,532,5009
58,Panchagarh,322,1232,319,2157,321,2161
59,Rangpur,659,2266,790,2863,817,2978
60,Thakurgaon,858,2361,766,2926,778,2993
7,Rangpur,4245,15558,4350,19543,4384,20276
61,Habiganj,289,1324,281,1342,310,1441
62,Maulvibazar,1443,2008,455,2136,464,2233
63,Sunamganj,362,2713,569,2868,605,2881
64,Sylhet,1370,3772,1479,4737,1434,4560
8,Sylhet,3464,9817,2784,11083,2813,11115
,BANGLADESH,42622,177899,42636,186112,42612,190644
