Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,486,1982,39,93,45,105
2,Barishal,256,779,470,2065,471,1923
3,Bhola,65,146,213,713,208,778
4,Jhallokati,230,605,232,621,239,624
5,Patuakhali,237,540,126,205,128,206
6,Pirojpur,127,189,456,1505,484,1618
1,Barishal,1401,4241,1536,5202,1575,5254
7,Bandarban,954,1763,979,1709,987,1734
8,Brahmanbaria,29,111,739,869,157,898
9,Chandpur,228,928,229,808,235,783
10,Chittagang,3758,13526,3634,13829,3629,13777
11,Cumilla,659,2591,670,4400,675,907
12,Cox's Bazar,422,1691,347,1433,314,1356
13,Feni,385,1552,386,1634,372,1559
14,Khagrachhari,4777,1965,3737,15223,5011,21478
15,Laksmipur,497,2528,228,587,606,2728
16,Noakhali,480,1204,494,2474,527,1430
17,Rangamati,1202,7070,2123,6624,2159,6472
2,Chittagang,13391,34929,13566,49590,14672,53122
18,Dhaka,546,1821,540,1855,545,1881
19,Faridpur,2537,12188,935,4162,885,4054
20,Gazipur,849,1745,862,1825,855,1798
21,Gopalganj,195,654,618,2308,632,2349
22,Kishorganj,3831,21122,631,2698,604,2594
23,Madaripur,784,2942,194,636,201,674
24,Manikganj,323,565,327,608,334,558
25,Munshiganj,101,173,105,431,110,481
26,Narayanganj,352,337,352,953,334,896
27,Narsingdi,499,1599,520,1673,493,1617
28,Rajbari,1113,4324,499,2362,789,3219
29,Shariatpur,594,2225,214,651,231,721
30,Tangail,184,608,2529,12134,2530,12107
3,Dhaka,11908,50303,8326,32296,8543,32949
31,Bagerhat,534,1584,505,1265,559,2513
32,Chuadanga,1059,7212,1229,7320,1298,6332
33,Jashore,3181,18934,3234,19340,3428,20754
34,Jhenaidah,1777,8176,1835,8589,1864,9337
35,Khulna,581,2182,567,2010,607,2104
36,Kushtia,1760,7425,1651,7600,1634,7940
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,172,830,169,804,189,892
38,Meherpur,2214,12699,2162,12907,2224,13210
39,Narail,567,2190,576,2226,602,2343
40,Satkhira,1286,5613,1304,5300,1357,6480
4,Khulna,13131,66845,13232,67361,13762,71905
41,Jamalpur,906,4005,524,2184,434,2006
42,Mymensing,2538,12187,2550,15715,1622,12323
43,Netrakona,717,2624,783,3945,690,3668
44,Sherpur,499,2100,357,2512,255,2047
5,Mymensing,4660,20916,4214,24356,3001,20044
45,Bogura,1079,5005,813,3850,1187,5724
46,Joypurhat,149,371,192,1047,1641,7928
47,Naogaon,413,1846,732,2428,694,2225
48,Natore,2661,2577,809,1762,1069,1928
49,Chapai Nawabganj,756,1681,185,463,190,483
50,Pabna,813,2678,859,2745,911,2867
51,Rajshahi,812,3183,756,3135,656,2889
52,Sirajganj,486,925,498,1065,423,1665
6,Rajshahi,7169,18266,4844,16495,6771,25709
53,Dinajpur,1222,3454,1142,3481,1071,3058
54,Gaibandha,880,2843,926,3039,908,3118
55,Kurigram,668,2857,792,3291,796,3271
56,Lalmonirhat,271,915,133,333,418,1784
57,Nilphamari,738,3525,749,3364,719,3534
58,Panchagarh,1965,6440,1995,4771,1471,4545
59,Rangpur,788,2217,762,2130,777,2379
60,Thakurgaon,1044,5139,1050,2439,1066,3050
7,Rangpur,7576,27390,7549,22848,7226,24739
61,Habiganj,827,3861,983,4277,1016,4779
62,Maulvibazar,870,2275,893,2315,981,2483
63,Sunamganj,98,179,133,468,138,264
64,Sylhet,863,2833,894,2710,801,2291
8,Sylhet,2658,9148,2903,9770,2936,9817
,BANGLADESH,61894,232038,56170,227918,58486,243539
