Zila/Division,,2014-15,,2015-16,,2016-17,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,113,78,165,135,169,150
2,Barishal,633,1701,628,1713,624,1742
3,Bhola,516,1826,601,2204,675,1932
4,Jhallokati,346,455,352,438,378,502
5,Patuakhali,147,118,179,161,152,122
6,Pirojpur,291,381,299,424,313,451
1,Barishal,2046,4559,2224,5075,2311,4899
7,Bandarban,314,766,313,774,314,799
8,Brahmanbaria,774,3031,742,2737,778,2947
9,Chandpur,575,2821,604,3041,616,2637
10,Chittagang,3109,9742,3122,9791,3125,9799
11,Cumilla,1277,5402,1448,5736,1379,5511
12,Cox's Bazar,939,2111,996,2207,1053,2395
13,Feni,413,940,452,980,405,1039
14,Khagrachhari,1037,3117,1049,3136,1061,3181
15,Laksmipur,604,1597,570,1534,519,1438
16,Noakhali,1489,2323,1464,2237,1438,2026
17,Rangamati,664,3416,673,3404,675,3380
2,Chittagang,11195,35266,11433,35577,11363,35152
18,Dhaka,1219,6057,1245,6240,1259,6303
19,Faridpur,608,2339,562,2151,553,2078
20,Gazipur,516,1528,473,1567,463,1460
21,Gopalganj,444,2266,435,2210,453,2319
22,Kishorganj,1138,3407,974,2798,974,2798
23,Madaripur,316,424,303,407,304,409
24,Manikganj,1577,8944,1571,8964,1564,8788
25,Munshiganj,362,723,356,705,365,728
26,Narayanganj,469,1218,474,1011,479,1290
27,Narsingdi,1262,7028,1255,7020,1254,9505
28,Rajbari,771,1410,817,2140,1226,5276
29,Shariatpur,297,1070,386,1337,386,1435
30,Tangail,2218,11201,2281,11440,2311,11498
3,Dhaka,11197,47615,11132,47990,11591,53887
31,Bagerhat,676,1871,717,2321,770,2469
32,Chuadanga,2542,8550,1884,6551,1896,6595
33,Jashore,3368,13825,3382,14940,3389,16346
34,Jhenaidah,1688,5354,1913,7033,2381,8686
35,Khulna,760,1910,754,1839,763,1842
36,Kushtia,1203,5354,1213,5550,1167,5353
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,508,1660,528,1790,552,1801
38,Meherpur,550,2704,557,2741,597,3502
39,Narail,556,2144,558,2294,554,2256
40,Satkhira,1473,7898,1502,8015,1520,8155
4,Khulna,13324,51270,13008,53074,13589,57005
41,Jamalpur,6954,26000,6987,25449,7035,25549
42,Mymensing,3194,25037,3074,30423,3075,26181
43,Netrakona,597,1636,628,1714,614,1670
44,Sherpur,1203,6311,1238,6613,1363,7460
5,Mymensing,11948,58984,11927,64199,12087,60860
45,Bogura,1824,6432,1835,6537,2078,7413
46,Joypurhat,644,3938,682,3947,244,877
47,Naogaon,1669,7838,1580,7653,1664,8033
48,Natore,819,2596,825,2196,835,2261
49,Chapai Nawabganj,1230,5277,1559,7830,1711,7846
50,Pabna,1098,3171,1121,3511,1148,3765
51,Rajshahi,3527,17055,3531,18970,3402,19737
52,Sirajganj,1792,11775,1794,12375,2287,14190
6,Rajshahi,12603,58082,12927,63019,13369,64122
53,Dinajpur,2206,9307,2278,11088,2272,11227
54,Gaibandha,847,2398,802,2267,821,2361
55,Kurigram,1893,8361,1737,7632,1739,7532
56,Lalmonirhat,604,2390,722,2780,750,2887
57,Nilphamari,906,5661,1297,8588,1231,8013
58,Panchagarh,1530,4630,1362,7645,1384,7674
59,Rangpur,1524,3851,1671,4075,1679,4093
60,Thakurgaon,1992,7016,2924,13450,2933,13711
7,Rangpur,11502,43614,12793,57525,12809,57498
61,Habiganj,639,2728,634,2728,647,2948
62,Maulvibazar,368,1536,587,2517,595,2519
63,Sunamganj,867,5470,924,5715,918,5690
64,Sylhet,681,1230,869,2731,916,2961
8,Sylhet,2555,10964,3014,13691,3076,14118
,BANGLADESH,76370,310354,78458,340150,80195,347541
