Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17,2014-15,2015-16,2016-17
37,Magura,126,126,83,1100,834,648,2946,2639,2367,4046,3473,3015
38,Meherpur,10,10,10,33,33,27,598,578,620,631,611,647
39,Narail,31,31,31,378,380,395,6396,6512,6773,6774,6892,7168
40,Satkhira,294,299,168,1008,959,624,4407,4243,4204,5415,5202,4828
4,Khulna,6240,2818,7037,18326,14220,13210,69135,73229,72087,87461,87449,85297
41,Jamalpur,0,0,0,0,0,0,3926,3707,3782,3926,3707,3782
42,Mymensing,127,93,56,622,341,367,15220,16310,17989,15842,16651,18356
43,Netrakona,0,0,0,0,0,0,5534,5614,5746,5534,5614,5746
44,Sherpur,0,0,0,0,0,0,922,995,1015,922,995,1015
5,Mymensing,127,93,56,622,341,367,25602,26626,28532,26224,26967,28899
45,Bogura,8,4,4,87,103,100,4639,8436,8847,4726,8539,8947
46,Joypurhat,16,17,18,95,125,124,511,549,540,606,674,664
47,Naogaon,5,5,5,29,20,23,893,1157,877,922,1177,900
48,Natore,0,0,0,0,0,0,9415,9714,10248,9415,9714,10248
49,"Chapai
Nawabganj",7,7,7,29,30,30,312,323,325,341,353,355
50,Pabna,64,53,54,250,275,313,6209,6613,7443,6459,6888,7756
51,Rajshahi,171,154,147,933,793,783,7139,7296,7548,8072,8089,8331
52,Sirajganj,0,0,0,0,0,0,2777,3031,3967,2777,3031,3967
6,Rajshahi,271,240,235,1423,1346,1373,31895,37119,39795,33318,38465,41168
53,Dinajpur,0,0,0,0,0,0,3337,3224,3359,3337,3224,3359
54,Gaibandha,0,0,0,0,0,0,1492,1577,1750,1492,1577,1750
55,Kurigram,0,0,0,0,0,0,931,670,687,931,670,687
56,Lalmonirhat,0,0,0,0,0,0,721,1003,1003,721,1003,1003
57,Nilphamari,0,0,0,0,0,0,2741,2802,2083,2741,2802,2083
58,Panchagarh,0,0,0,0,0,0,1633,1646,1657,1633,1646,1657
59,Rangpur,0,0,0,0,0,0,1681,1633,1738,1681,1633,1738
60,Thakurgaon,1,1,0,29,0,0,623,704,685,652,704,685
7,Rangpur,1,1,0,29,0,0,13159,13259,12962,13188,13259,12962
61,Habiganj,0,0,0,0,0,0,3103,3214,3689,3103,3214,3689
62,Maulvibazar,225,225,171,809,793,0,2943,3139,4118,3752,3932,4118
63,Sunamganj,2,4,0,15,22,0,2639,2855,2845,2654,2877,2845
64,Sylhet,24,34,38,79,97,0,1588,1751,1955,1667,1848,1955
8,Sylhet,251,263,209,903,912,0,10273,10959,12607,11176,11871,12607
BANGLADESH,,9152,5878,9602,36359,31238,30556,347474,343031,378079,383833,374269,408635
