Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,60,22,55,20,70,25
2,Barishal,366,69,375,84,0,0
3,Bhola,2639,1631,2592,1630,0,0
4,Jhallokati,60,24,0,0,102,37
5,Patuakhali,200,50,183,43,190,110
6,Pirojpur,0,0,0,0,0,0
1,Barishal,3325,1796,3205,1777,362,172
7,Bandarban,123,70,101,58,100,57
8,Brahmanbaria,43,22,20,9,0,0
9,Chandpur,0,0,0,0,0,0
10,Chattogram,6920,4979,6970,5045,6754,4192
11,Cumilla,10,2,2,1,3,1
12,Cox's Bazar,543,350,549,353,560,370
13,Feni,219,118,0,0,0,0
14,Khagrachhari,76,21,80,22,87,24
15,Laksmipur,1357,327,1290,308,1273,303
16,Noakhali,4276,1456,7214,2196,6487,2210
17,Rangamati,100,74,324,181,278,158
2,Chattogram,13667,7401,16550,8173,15542,7315
18,Dhaka,9,4,10,4,9,4
19,Faridpur,25,8,20,8,25,8
20,Gazipur,93,27,0,0,11,8
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,10,2,8,2,6,1
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,0,0,0,0
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,72,21,72,22,68,22
29,Shariatpur,0,0,0,0,0,0
30,Tangail,6,2,5,2,0,0
3,Dhaka,215,64,115,38,119,43
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,412,171,412,149,827,312
33,Jashore,633,287,659,283,1202,458
34,Jhenaidah,3116,1126,1450,448,1414,470
35,Khulna,30,10,27,9,62,20
36,Kushtia,321,102,318,103,640,220
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,178,78,200,84,346,157
38,Meherpur,96,35,79,32,0,0
39,Narail,104,38,90,32,150,42
40,Satkhira,42,11,22,6,40,12
4,Khulna,4932,1858,3257,1146,4681,1691
41,Jamalpur,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0
45,Bogura,39,11,26,8,17,5
46,Joypurhat,28,7,26,7,26,6
47,Naogaon,0,0,0,0,0,0
48,Natore,5,1,15,13,42,24
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,72,19,67,28,85,35
53,Dinajpur,6,2,7,2.18,9,3.19
54,Gaibandha,0,0,8,2,23,6
55,Kurigram,45,20,70,26,0,0
56,Lalmonirhat,18,7,20,8,33,12
57,Nilphamari,48,22,48,24,43,21
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,0,0,0,0,0,0
60,Thakurgaon,5,1,0,0,0,0
7,Rangpur,122,52,153,62.18,108,42.19
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,22333,11190,23347,11224.18,20897,9298
