Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,8,17,11,21,14,29
9,Chandpur,0,0,0,0,0,0
10,Chattogram,8,9,9,11,9,12
11,Cumilla,54,70,50,61,46,60
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,6,9,7,11,6,9
2,Chattogram,76,105,77,104,75,110
18,Dhaka,378,792,375,779,387,459
19,Faridpur,206,343,184,302,164,266
20,Gazipur,106,157,103,154,99,148
21,Gopalganj,90,127,91,128,104,166
22,Kishorganj,58,111,57,134,64,150
23,Madaripur,15,11,14,10,12,9
24,Manikganj,365,359,313,337,340,330
25,Munshiganj,144,149,155,162,122,128
26,Narayanganj,220,625,221,411,219,606
27,Narsingdi,67,92,60,84,57,82
28,Rajbari,848,1637,881,1716,603,1988
29,Shariatpur,63,63,63,62,62,67
30,Tangail,335,1124,322,1057,322,1033
3,Dhaka,2895,5590,2839,5336,2555,5432
31,Bagerhat,75,186,83,204,83,207
32,Chuadanga,1547,4871,806,2205,840,2312
33,Jashore,2953,17497,3000,17486,3038,17867
34,Jhenaidah,1900,8594,2009,8965,1881,8548
35,Khulna,107,173,104,168,107,177
36,Kushtia,624,2378,591,2239,573,1551
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,108,334,120,374,120,368
38,Meherpur,260,690,249,738,235,698
39,Narail,283,1215,263,1138,235,1032
40,Satkhira,1060,3276,1033,3008,1056,3142
4,Khulna,8917,39214,8258,36525,8168,35902
41,Jamalpur,147,415,158,452,166,503
42,Mymensing,309,622,306,623,326,706
43,Netrakona,0,0,0,0,0,0
44,Sherpur,238,1033,271,1184,278,1229
5,Mymensing,694,2070,735,2259,770,2438
45,Bogura,868,3172,861,3143,769,2803
46,Joypurhat,620,2151,621,4202,620,4201
47,Naogaon,1188,5531,1362,5911,1437,6113
48,Natore,509,1078,463,1011,491,1094
49,Chapai Nawabganj,422,899,420,912,415,917
50,Pabna,2640,7905,2673,7850,2738,8306
51,Rajshahi,1735,6031,1561,6466,1578,6084
52,Sirajganj,220,398,209,387,199,392
6,Rajshahi,8202,27165,8170,29882,8247,29910
53,Dinajpur,837,1908,876,2123,830,1942
54,Gaibandha,595,2232,587,2233,545,2072
55,Kurigram,593,1392,594,1390,597,1429
56,Lalmonirhat,282,788,289,981,285,876
57,Nilphamari,309,1005,308,945,299,920
58,Panchagarh,245,457,238,501,235,498
59,Rangpur,799,2363,822,2449,796,2306
60,Thakurgaon,628,1506,634,1229,635,1343
7,Rangpur,4288,11651,4348,11851,4222,11386
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,11,9,12,10
8,Sylhet,0,0,11,9,12,10
,BANGLADESH,25072,85795,24438,85966,24049,85188
