Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,140,57,113,51,111,51
2,Barishal,719,304,1109,465,895,395
3,Bhola,417,282,158,53,155,58
4,Jhallokati,536,126,489,254,502,259
5,Patuakhali,179,161,529,172,535,161
6,Pirojpur,9,2,30,6,33,11
1,Barishal,2000,932,2428,1001,2231,935
7,Bandarban,563,169,540,162,540,162
8,Brahmanbaria,1515,747,1368,616,1220,507
9,Chandpur,270,109,242,93,231,46
10,Chattogram,22,3,24,3,24,3
11,Cumilla,2600,1250,2296,975,2079,904
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,183,37,178,35,131,29
15,Laksmipur,314,85,0,0,7,1
16,Noakhali,24,11,15,6,17,7
17,Rangamati,3510,900,3472,941,3453,938
2,Chattogram,9001,3311,8135,2831,7702,2597
18,Dhaka,824,255,796,269,790,267
19,Faridpur,3621,1461,3623,1461,3621,1461
20,Gazipur,235,35,82,25,327,433
21,Gopalganj,775,401,822,408,822,408
22,Kishorganj,43,10,42,9,29,8
23,Madaripur,564,173,550,165,551,170
24,Manikganj,5398,1794,5280,1258,5308,1461
25,Munshiganj,232,135,582,293,601,258
26,Narayanganj,79,39,67,32,0,0
27,Narsingdi,855,323,842,317,1578,610
28,Rajbari,4535,2093,4833,2234,4811,2218
29,Shariatpur,91,27,61,15,58,13
30,Tangail,5996,1839,5930,1791,5859,1747
3,Dhaka,23248,8585,23510,8277,24355,9054
31,Bagerhat,421,103,387,88,281,57
32,Chuadanga,764,322,754,324,613,262
33,Jashore,7849,2848,7544,2690,7358,2679
34,Jhenaidah,4240,1326,3967,1263,5136,1853
35,Khulna,5617,940,5408,868,4666,665
36,Kushtia,7179,3713,6704,3597,6750,3659
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,726,249,757,268,733,257
38,Meherpur,278,117,298,125,279,121
39,Narail,5258,1904,4245,1575,3684,1454
40,Satkhira,371,97,355,89,368,95
4,Khulna,32703,11619,30419,10887,29868,11102
41,Jamalpur,361,86,373,94,448,138
42,Mymensing,258,79,242,71,252,75
43,Netrakona,43,13,40,11,99,60
44,Sherpur,66,21,75,24,88,28
5,Mymensing,728,199,730,200,887,301
45,Bogura,181,53,146,44,150,47
46,Joypurhat,59,18,55,17,55,18
47,Naogaon,420,167,427,173,429,173
48,Natore,3627,1147,3925,1302,4028,1405
49,Chapai Nawabganj,85,22,85,23,93,24
50,Pabna,10520,4377,9267,3931,9304,3930
51,Rajshahi,5417,1858,2088,893,2376,923
52,Sirajganj,4356,1457,4358,1472,4352,1473
6,Rajshahi,24665,9099,20351,7855,20787,7993
53,Dinajpur,45,10,43,10,62,20
54,Gaibandha,1053,670,979,594,877,518
55,Kurigram,517,390,502,163,528,170
56,Lalmonirhat,89,38,122,54,111,48
57,Nilphamari,66,24,58,21,28,8
58,Panchagarh,4953,1850,4915,1922,4907,1920
59,Rangpur,200,80,197,82,201,87
60,Thakurgaon,192,64,190,62,190,62
7,Rangpur,7115,3126,7006,2908,6904,2833
61,Habiganj,31,20,22,9,24,11
62,Maulvibazar,29,10,31,13,31,13
63,Sunamganj,36,15,31,12,33,14
64,Sylhet,36,5,8,6,9,6
8,Sylhet,132,50,92,40,97,44
,BANGLADESH,99592,36921,92671,33999,92831,34859
