Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,0,0,747,0,0,0,941,847,706,941,847,706
38,Meherpur,74,74,151,78,78,76,131,144,148,209,222,224
39,Narail,0,0,203,0,0,0,243,235,235,243,235,235
40,Satkhira,0,0,1150,0,0,0,902,937,1123,902,937,1123
4,Khulna,139,135,9111,468,421,1658,9390,9342,12309,9858,9763,13967
41,Jamalpur,0,0,1302,0,0,0,2096,2029,1689,2096,2029,1689
42,Mymensing,60,0,4330,0,0,0,3372,3033,5818,3372,3033,5818
43,Netrakona,0,0,905,0,0,0,1113,1171,987,1113,1171,987
44,Sherpur,0,0,761,0,0,0,695,725,770,695,725,770
5,Mymensing,60,0,7299,0,0,0,7276,6958,9264,7276,6958,9264
45,Bogura,0,0,997,0,0,0,2114,2141,2111,2114,2141,2111
46,Joypurhat,0,0,233,0,0,0,190,162,175,190,162,175
47,Naogaon,0,0,526,0,0,0,554,573,573,554,573,573
48,Natore,0,0,1411,0,0,0,4642,4769,1685,4642,4769,1685
49,Chapai Nawabganj,0,0,108,1,0,0,76,82,82,77,82,82
50,Pabna,0,0,805,0,0,0,793,807,814,793,807,814
51,Rajshahi,0,0,255,0,0,0,540,496,543,540,496,543
52,Sirajganj,0,0,623,0,0,0,987,755,734,987,755,734
6,Rajshahi,0,0,4958,1,0,0,9896,9785,6717,9897,9785,6717
53,Dinajpur,0,0,439,0,0,0,519,544,544,519,544,544
54,Gaibandha,0,0,403,0,0,0,330,275,275,330,275,275
55,Kurigram,0,0,1464,0,0,0,1557,1163,1163,1557,1163,1163
56,Lalmonirhat,0,0,191,0,0,0,279,278,278,279,278,278
57,Nilphamari,0,0,532,0,0,0,649,648,648,649,648,648
58,Panchagarh,0,0,265,0,0,0,448,450,450,448,450,450
59,Rangpur,0,0,570,0,0,0,667,637,637,667,637,637
60,Thakurgaon,0,0,190,0,0,0,452,351,351,452,351,351
7,Rangpur,0,0,4053,0,0,0,4901,4346,4346,4901,4346,4346
61,Habiganj,1,1,746,11,9,17,1886,2058,2040,1897,2067,2057
62,Maulvibazar,0,0,346,0,0,0,571,503,503,571,503,503
63,Sunamganj,0,0,2176,0,0,0,2113,1467,1467,2113,1467,1467
64,Sylhet,0,0,299,0,0,0,238,231,231,238,231,231
8,Sylhet,1,1,3567,11,9,17,4808,4259,4241,4819,4268,4258
,BANGLADESH,354,290,47364,680,1264,1865,51322,50831,48467,52002,52095,50332
