Zila/Division,,2014-15,,2015-16,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,55,46,57,47,55,47
2,Barishal,349,190,332,190,352,289
3,Bhola,1324,1570,1253,1408,1327,1322
4,Jhallokati,19,15,23,21,22,19
5,Patuakhali,384,288,379,283,323,312
6,Pirojpur,50,50,59,59,61,58
1,Barishal,2181,2159,2103,2008,2140,2047
7,Bandarban,69,128,69,129,69,132
8,Brahmanbaria,916,1192,864,1121,853,1134
9,Chandpur,1092,1793,1095,1792,1092,1793
10,Chattogram,120,139,123,143,123,143
11,Cumilla,1042,1931,993,1783,731,1359
12,Cox's Bazar,72,73,26,18,24,30
13,Feni,47,33,38,25,40,27
14,Khagrachhari,38,34,34,30,37,35
15,Laksmipur,373,194,230,198,231,199
16,Noakhali,633,584,650,1005,465,699
17,Rangamati,51,72,49,72,51,78
2,Chattogram,4453,6173,4171,6316,3716,5629
18,Dhaka,1849,5780,1886,5726,1855,2468
19,Faridpur,5954,8200,6155,8969,5954,8200
20,Gazipur,152,273,169,308,358,277
21,Gopalganj,453,1121,474,855,500,1245
22,Kishorganj,1147,2741,1122,2577,1099,2608
23,Madaripur,1387,2388,2006,4505,4244,16510
24,Manikganj,1436,2042,1502,2155,1493,2117
25,Munshiganj,240,289,284,304,267,331
26,Narayanganj,174,157,173,148,173,149
27,Narsingdi,235,254,227,243,904,763
28,Rajbari,10629,25290,13575,33955,14196,35459
29,Shariatpur,2559,5485,2572,5890,2720,6270
30,Tangail,132,1844,1329,2874,1304,1830
3,Dhaka,26347,55864,31474,68509,35067,78227
31,Bagerhat,142,158,141,163,151,166
32,Chuadanga,655,1553,666,1570,685,1605
33,Jashore,1176,3265,1252,3600,1255,3657
34,Jhenaidah,3015,9032,3618,10502,3649,10541
35,Khulna,137,233,137,230,146,245
36,Kushtia,3176,8207,3422,9371,3460,9676
