Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,175,168,182,120,172,165
2,Barishal,29,22,30,24,38,32
3,Bhola,3467,2689,5606,4100,4579,3447
4,Jhallokati,17,5,39,18,40,20
5,Patuakhali,1187,474,1198,489,648,345
6,Pirojpur,10,6,12,8,13,9
1,Barishal,4885,3364,7067,4759,5490,4018
7,Bandarban,177,118,182,120,186,123
8,Brahmanbaria,336,204,319,198,367,337
9,Chandpur,278,154,264,154,264,154
10,Chattogram,1608,1386,2136,1908,2130,1900
11,Cumilla,576,560,530,531,225,101
12,Cox's Bazar,1054,1213,1065,1243,1062,1239
13,Feni,798,545,596,411,596,411
14,Khagrachhari,101,117,108,120,115,128
15,Laksmipur,6416,3111,6269,3084,6296,3086
16,Noakhali,6778,3284,9372,4394,9450,4590
17,Rangamati,67,34,77,46,52,30
2,Chattogram,18189,10726,20918,12209,20743,12099
18,Dhaka,726,441,541,327,494,309
19,Faridpur,5509,6182,5316,5883,13193,11710
20,Gazipur,263,124,190,122,245,107
21,Gopalganj,1811,1708,2009,1762,66,54
22,Kishorganj,2099,1807,2045,1776,1969,1736
23,Madaripur,466,294,480,327,493,215
24,Manikganj,3557,2088,2468,1405,1920,1075
25,Munshiganj,199,153,189,113,163,114
26,Narayanganj,542,328,529,301,533,282
27,Narsingdi,690,355,680,350,752,488
28,Rajbari,910,916,886,876,889,847
29,Shariatpur,741,905,661,661,668,666
30,Tangail,3203,1799,3226,1812,3172,1773
3,Dhaka,20716,17100,19220,15715,24557,19376
31,Bagerhat,39,25,47,30,48,31
32,Chuadanga,132,95,146,96,148,99
33,Jashore,17,8,17,9,16,8
34,Jhenaidah,714,846,715,851,757,856
35,Khulna,0,0,0,0,0,0
36,Kushtia,610,363,601,364,618,376
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,73,144,80,139,85,154
38,Meherpur,0,0,5,2,0,0
39,Narail,1125,1085,1133,1101,1152,1108
40,Satkhira,0,0,0,0,0,0
4,Khulna,2710,2566,2744,2592,2824,2632
41,Jamalpur,1387,1314,133,1321,1335,1321
42,Mymensing,833,474,835,503,611,299
43,Netrakona,161,166,173,178,185,181
44,Sherpur,116,106,105,116,0,0
5,Mymensing,2497,2060,1246,2118,2131,1801
45,Bogura,1596,851,1484,796,1550,810
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,49,29,185,127,288,192
48,Natore,1199,626,1216,642,1226,653
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,1207,988,1453,1202,1467,1229
51,Rajshahi,188,152,217,176,256,229
52,Sirajganj,1558,983,2285,1539,1141,836
6,Rajshahi,5797,3629,6840,4482,5928,3949
53,Dinajpur,98,52,81,46,61,35
54,Gaibandha,1273,1085,1299,1270,1751,1613
55,Kurigram,3335,1847,3406,2158,2743,1698
56,Lalmonirhat,2891,2383,2853,2447,2109,1604
57,Nilphamari,294,155,312,166,230,135
58,Panchagarh,22403,15172,22088,15036,22421,15694
59,Rangpur,229,150,214,143,218,130
60,Thakurgaon,132,84,137,79,59,28
7,Rangpur,30655,20928,30390,21345,29592,20937
61,Habiganj,216,80,212,656,150,90
62,Maulvibazar,25,12,27,481,49,24
63,Sunamganj,2524,1774,2492,859,2501,1867
64,Sylhet,31,25,32,844,43,35
8,Sylhet,2796,1891,2763,2840,2743,2016
,BANGLADESH,88245,62264,91188,66060,94008,66828
