Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,795,1476,870,1650,870,1474
2,Barishal,4729,9421,4655,9456,4841,7151
3,Bhola,887,1098,794,1252,808,1332
4,Jhallokati,1121,1313,1058,1275,1081,1330
5,Patuakhali,855,1753,647,1125,654,1188
6,Pirojpur,1094,1366,1143,1693,1159,1592
1,Barishal,9481,16427,9167,16451,9413,14067
7,Bandarban,105,90,101,84,96,80
8,Brahmanbaria,12,5,12,5,0,0
9,Chandpur,278,504,258,724,264,598
10,Chattogram,968,1543,976,1778,960,1749
11,Cumilla,196,684,188,642,188,653
12,Cox's Bazar,13469,28884,13446,21254,8521,21902
13,Feni,87,119,88,120,93,134
14,Khagrachhari,126,208,127,217,134,231
15,Laksmipur,421,550,419,545,435,562
16,Noakhali,836,1406,664,964,639,813
17,Rangamati,206,232,219,240,214,226
2,Chattogram,16704,34225,16498,26573,11544,26948
18,Dhaka,0,0,0,0,0,0
19,Faridpur,190,407,190,375,173,346
20,Gazipur,58,211,38,137,38,134
21,Gopalganj,54,190,57,197,63,214
22,Kishorganj,152,259,154,267,159,275
23,Madaripur,359,1141,347,1124,349,1126
24,Manikganj,19,78,20,100,0,0
25,Munshiganj,182,343,177,337,173,326
26,Narayanganj,4,6,4,6,3,5
27,Narsingdi,355,725,354,722,359,739
28,Rajbari,243,570,243,590,249,987
29,Shariatpur,1274,1334,1268,1276,1210,1269
30,Tangail,48,213,34,161,34,167
3,Dhaka,2938,5477,2886,5292,2810,5588
31,Bagerhat,2401,5021,2427,5074,2500,5411
32,Chuadanga,7264,40190,7290,40892,7341,41379
33,Jashore,1384,7138,1403,7225,1518,7525
34,Jhenaidah,5238,36363,5238,38150,5657,38655
35,Khulna,661,2200,666,2266,675,2119
36,Kushtia,3580,23270,3453,24746,3526,24827
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,143,703,154,767,155,759
38,Meherpur,198,1477,197,1478,198,1885
39,Narail,996,7367,1043,7506,1032,7447
40,Satkhira,1120,2777,1131,2690,1167,2844
4,Khulna,22985,126506,23002,130794,23769,132851
41,Jamalpur,59,186,66,213,63,203
42,Mymensing,368,1465,302,1056,288,1001
43,Netrakona,20,46,20,46,19,46
44,Sherpur,52,175,57,193,63,216
5,Mymensing,499,1872,445,1508,433,1466
45,Bogura,91,226,76,187,64,156
46,Joypurhat,22,7,22,75,24,75
47,Naogaon,42,115,20,69,43,121
48,Natore,260,688,255,700,225,963
49,Chapai Nawabganj,23,65,23,65,0,0
50,Pabna,50,125,57,149,59,152
51,Rajshahi,4321,27572,4592,28610,4780,28197
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,4809,28798,5045,29855,5195,29664
53,Dinajpur,55,137,56,140,53,129
54,Gaibandha,244,1138,250,926,263,1100
55,Kurigram,83,144,85,146,80,142
56,Lalmonirhat,5,5,5,5,5,5
57,Nilphamari,1,1,0,0,0,0
58,Panchagarh,89,40,91,100,87,41
59,Rangpur,188,309,191,300,193,313
60,Thakurgaon,0,0,0,0,0,0
7,Rangpur,665,1774,678,1617,681,1730
61,Habiganj,611,1528,461,138,395,104
62,Maulvibazar,442,361,407,1598,420,1630
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,281,643,230,426,230,426
8,Sylhet,1334,2532,1098,2162,1045,2160
,BANGLADESH,59415,217611,58819,214252,54890,214474
