Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,"2015-
16",2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,0,0,0,0,0,0,984,1000,1000,984,1000,1002
38,Meherpur,0,0,0,0,0,0,31,48,48,31,48,29
39,Narail,0,0,0,0,0,0,276,296,296,276,296,332
40,Satkhira,0,0,0,0,0,0,360,449,449,360,449,449
4,Khulna,0,0,0,0,0,0,4821,4765,1793,4821,4765,4791
41,Jamalpur,0,0,0,0,0,0,0,0,0,0,0,0
42,Mymensing,0,0,0,0,0,0,7,6,6,7,6,5
43,Netrakona,0,0,0,0,0,0,9,8,8,9,8,9
44,Sherpur,0,0,0,0,0,0,0,0,0,0,0,0
5,Mymensing,0,0,0,0,0,0,16,14,14,16,14,14
45,Bogura,0,0,0,0,0,0,94,72,0,94,72,70
46,Joypurhat,0,0,0,0,0,0,5,5,0,5,5,5
47,Naogaon,0,0,0,0,0,0,43,45,0,43,45,45
48,Natore,0,0,0,0,0,0,14,15,0,14,15,19
49,Chapai Nawabganj,0,0,0,0,0,0,3,3,0,3,3,3
50,Pabna,0,0,0,0,0,0,108,55,0,108,55,63
51,Rajshahi,0,0,0,0,0,0,64,70,70,64,70,76
52,Sirajganj,0,0,0,0,0,0,41,34,34,41,34,32
6,Rajshahi,0,0,0,0,0,0,372,299,104,372,299,313
53,Dinajpur,0,0,0,0,0,0,6,6,0,6,6,8
54,Gaibandha,0,0,0,0,0,0,1,0,0,1,0,1
55,Kurigram,0,0,0,0,0,0,11,0,0,11,0,17
56,Lalmonirhat,0,0,0,0,0,0,4,3,0,4,3,4
57,Nilphamari,0,0,0,0,0,0,14,21,0,14,21,21
58,Panchagarh,0,0,0,0,0,0,96,144,0,96,144,136
59,Rangpur,0,0,0,0,0,0,14,10,10,14,10,13
60,Thakurgaon,0,0,0,0,0,0,4,4,4,4,4,4
7,Rangpur,0,0,0,0,0,0,150,188,14,150,188,204
61,Habiganj,0,0,0,0,0,0,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0,32,33,33,32,33,25
63,Sunamganj,0,0,0,0,0,0,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0,0,3,3,0,3,6
8,Sylhet,0,0,0,0,0,0,32,36,36,32,36,31
,BANGLADESH,8,8,8,56,61,61,9981,10030,2655,10037,10091,10679
