Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,31,35,35,44,38,48
2,Barishal,104,223,103,230,113,219
3,Bhola,142,269,142,276,159,301
4,Jhallokati,62,81,67,87,73,97
5,Patuakhali,78,86,73,79,76,89
6,Pirojpur,84,112,94,122,98,119
1,Barishal,501,806,514,838,557,873
7,Bandarban,91,140,94,143,94,147
8,Brahmanbaria,69,139,72,143,77,155
9,Chandpur,279,489,288,509,279,468
10,Chattogram,412,631,424,728,429,665
11,Cumilla,255,406,253,386,252,383
12,Cox's Bazar,50,180,50,192,50,192
13,Feni,66,90,68,89,70,89
14,Khagrachhari,277,466,292,494,284,471
15,Laksmipur,148,175,143,169,142,167
16,Noakhali,224,194,170,136,164,129
17,Rangamati,425,857,447,890,409,811
2,Chattogram,2296,3767,2301,3879,2250,3677
18,Dhaka,618,1321,621,1793,475,2150
19,Faridpur,253,307,230,446,257,581
20,Gazipur,230,345,226,341,227,344
21,Gopalganj,179,378,194,396,194,381
22,Kishorganj,137,286,148,324,157,393
23,Madaripur,145,140,146,140,145,186
24,Manikganj,225,350,232,353,235,357
25,Munshiganj,208,243,236,301,241,308
26,Narayanganj,230,382,234,436,249,423
27,Narsingdi,143,187,163,216,164,227
28,Rajbari,233,493,272,461,318,574
29,Shariatpur,128,131,132,140,134,149
30,Tangail,853,1745,880,1782,825,1652
3,Dhaka,3582,6308,3714,7129,3621,7725
31,Bagerhat,173,290,207,328,199,346
32,Chuadanga,23,20,25,21,23,20
33,Jashore,322,1147,332,1209,356,1276
34,Jhenaidah,175,513,191,549,200,584
35,Khulna,152,275,155,271,160,282
36,Kushtia,52,71,58,72,73,92
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,65,183,60,164,64,174
38,Meherpur,21,57,21,54,19,51
39,Narail,115,331,109,316,21,45
40,Satkhira,118,235,121,276,122,286
4,Khulna,1216,3122,1279,3260,1237,3156
41,Jamalpur,190,386,214,457,0,0
42,Mymensing,270,516,350,675,367,703
43,Netrakona,138,209,142,216,141,211
44,Sherpur,160,547,168,554,179,603
5,Mymensing,758,1658,874,1902,687,1517
45,Bogura,4,11,4,11,4,12
46,Joypurhat,3,5,2,5,0,0
47,Naogaon,61,92,44,68,42,68
48,Natore,84,128,66,98,73,99
49,Chapai Nawabganj,114,238,124,270,132,284
50,Pabna,228,416,266,493,279,519
51,Rajshahi,13,65,34,153,47,160
52,Sirajganj,298,454,297,436,305,475
6,Rajshahi,805,1409,837,1534,882,1617
53,Dinajpur,41,47,42,48,38,45
54,Gaibandha,59,98,57,97,62,101
55,Kurigram,13,17,0,0,0,0
56,Lalmonirhat,18,38,0,0,17,37
57,Nilphamari,94,292,91,283,90,261
58,Panchagarh,65,95,59,85,59,85
59,Rangpur,0,0,0,0,0,0
60,Thakurgaon,71,80,71,78,76,84
7,Rangpur,361,667,320,591,342,613
61,Habiganj,20,21,19,20,15,18
62,Maulvibazar,18,72,19,76,21,84
63,Sunamganj,34,132,34,134,38,145
64,Sylhet,54,85,49,87,56,87
8,Sylhet,126,310,121,317,130,334
,BANGLADESH,9645,18047,9960,19450,9706,19512
