Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,-,-,0,0,0,0
3,Bhola,-,-,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,146,32,127,27,127,27
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,74,30,67,34,65,30
10,Chattogram,0,0,0,0,0,0
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,7,1,5,1,4,1
15,Laksmipur,5,1,5,1,5,1
16,Noakhali,0,0,8,1,0,0
17,Rangamati,127,90,127,19,35,21
2,Chattogram,359,154,339,83,236,80
18,Dhaka,31,10,33,11,0,0
19,Faridpur,0,0,0,0,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,13,3,10,3,0,0
23,Madaripur,34,14,40,15,43,17
24,Manikganj,22,9,0,0,0,0
25,Munshiganj,49,20,50,20,48,19
26,Narayanganj,1,1,4,1,0,0
27,Narsingdi,2,1,3,1,0,0
28,Rajbari,0,0,0,0,0,0
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,14,4,12,4
3,Dhaka,152,58,154,55,103,40
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,0,0,0,0,0,0
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,0,0,0,0,0,0
35,Khulna,0,0,0,0,0,0
36,Kushtia,0,0,0,0,0,0
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,0,0
38,Meherpur,0,0,0,0,0,0
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,0,0,0,0,0,0
41,Jamalpur,394,124,368,141,313,127
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,394,124,368,141,313,127
45,Bogura,218,90,111,46,103,43
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,42,11,50,16,14,5
50,Pabna,0,0,0,0,5,2
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,26,11,43,17,32,14
6,Rajshahi,286,112,204,79,154,64
53,Dinajpur,23,7,19,5,17,5
54,Gaibandha,393,206,219,119,193,108
55,Kurigram,1098,496,1110,504,1035,460
56,Lalmonirhat,12,5,14,7,0,0
57,Nilphamari,24,12,21,11,11,5
58,Panchagarh,23,8,25,9,24,9
59,Rangpur,28,13,26,7,27,8
60,Thakurgaon,128,34,128,34,132,34
7,Rangpur,1729,781,1562,696,1439,629
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,2920,1229,2627,1054,2245,940
