Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,135,252,132,206,113,285
2,Barishal,729,2423,890,2963,910,3050
3,Bhola,789,2762,876,2956,908,3077
4,Jhallokati,330,654,339,670,340,711
5,Patuakhali,172,180,185,201,173,379
6,Pirojpur,392,649,417,691,420,878
1,Barishal,2547,6920,2839,7687,2864,8380
7,Bandarban,500,1261,496,1281,497,1314
8,Brahmanbaria,2130,5690,1731,4179,1411,4318
9,Chandpur,1489,7266,1370,7434,1552,6509
10,Chattogram,3972,11458,3983,11439,3985,11445
11,Cumilla,4248,29086,3541,27028,3579,27045
12,Cox's Bazar,721,3277,711,3152,707,3148
13,Feni,327,797,324,798,332,810
14,Khagrachhari,645,1987,670,2153,685,2200
15,Laksmipur,608,1321,552,1245,527,1184
16,Noakhali,1221,1809,1214,1126,1123,1093
17,Rangamati,598,1157,597,1139,588,1142
2,Chattogram,16459,65109,15189,60974,14986,60208
18,Dhaka,1080,5251,1098,5374,1097,5518
19,Faridpur,930,7720,937,7847,782,4564
20,Gazipur,658,1669,656,1677,648,1120
21,Gopalganj,677,3846,656,5031,744,4515
22,Kishorganj,916,5900,916,5900,937,5546
23,Madaripur,662,1290,666,1329,858,2215
24,Manikganj,537,2930,547,3037,558,3071
25,Munshiganj,512,1613,566,1804,546,1745
26,Narayanganj,734,2292,719,2369,711,2339
27,Narsingdi,799,2447,793,2529,784,2500
28,Rajbari,817,2603,1013,4498,1041,4586
29,Shariatpur,1284,8917,1241,9396,1283,9608
30,Tangail,754,4910,784,5130,800,5217
3,Dhaka,10360,51388,10592,55921,10789,52544
31,Bagerhat,1140,6666,1225,6950,1210,6763
32,Chuadanga,680,2826,681,2850,717,3035
33,Jashore,1344,5909,1353,6311,1365,6120
34,Jhenaidah,839,2709,991,3329,992,3342
35,Khulna,678,1572,703,1634,687,1621
36,Kushtia,723,4323,735,4439,872,5849
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,118,481,117,476,127,732
38,Meherpur,331,1562,326,1520,326,1546
39,Narail,494,1814,502,1840,488,1777
40,Satkhira,809,2434,806,2417,815,2410
4,Khulna,7156,30296,7439,31766,7599,33195
41,Jamalpur,938,4480,984,4634,1904,7308
42,Mymensing,2110,11640,2064,18547,1979,17505
43,Netrakona,491,2245,499,2228,552,2323
44,Sherpur,813,9131,871,9329,896,10267
5,Mymensing,4352,27496,4418,34738,5331,37403
45,Bogura,917,3417,912,3533,924,3448
46,Joypurhat,357,2025,359,2025,363,2070
47,Naogaon,971,3369,975,3459,958,3473
48,Natore,652,1787,656,1829,665,1871
49,Chapai Nawabganj,1540,7172,1588,6906,2056,9353
50,Pabna,805,2208,822,2044,828,2279
51,Rajshahi,7547,62459,7769,64730,7413,64403
52,Sirajganj,476,2939,514,3402,511,3197
6,Rajshahi,13265,85376,13595,87928,13718,90094
53,Dinajpur,4598,56860,4707,56942,4421,52503
54,Gaibandha,269,549,266,536,270,581
55,Kurigram,248,854,254,1591,238,833
56,Lalmonirhat,450,2297,480,2451,470,2420
57,Nilphamari,261,1566,268,1610,252,1273
58,Panchagarh,1977,12395,2107,12971,2107,13358
59,Rangpur,530,1272,510,2604,674,1991
60,Thakurgaon,631,2139,642,2180,652,2204
7,Rangpur,8964,77932,9234,80885,9084,75163
61,Habiganj,1125,7545,1126,6659,1280,6678
62,Maulvibazar,594,3673,617,3783,594,3627
63,Sunamganj,1194,7988,1735,13470,1745,13454
64,Sylhet,1519,4398,1582,4914,1519,4292
8,Sylhet,4432,23604,5060,28826,5138,28051
,BANGLADESH,67535,368121,68366,388725,69509,385038
