Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,162,216,115,188,136,132
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,12,58,14,65
5,Patuakhali,90,541,92,577,83,403
6,Pirojpur,0,0,0,0,0,0
1,Barishal,252,757,219,823,233,600
7,Bandarban,0,0,0,0,0,0
8,Brahmanbaria,260,3295,0,0,0,0
9,Chandpur,26,45,0,0,0,0
10,Chattogram,40,110,40,110,43,115
11,Cumilla,32,152,35,181,42,238
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,0,0,0,0,0,0
14,Khagrachhari,0,0,0,0,0,0
15,Laksmipur,30,12,0,0,0,0
16,Noakhali,283,430,146,248,104,232
17,Rangamati,0,0,0,0,0,0
2,Chattogram,671,4044,221,539,189,585
18,Dhaka,790,3777,721,3278,494,3004
19,Faridpur,229,238,0,0,0,0
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,31,82,0,0
25,Munshiganj,135,1360,117,1436,115,975
26,Narayanganj,86,487,87,467,85,531
27,Narsingdi,0,0,9,87,9,89
28,Rajbari,88,717,85,711,123,1158
29,Shariatpur,25,36,0,0,0,0
30,Tangail,118,351,117,319,127,348
3,Dhaka,1471,6966,1167,6380,953,6105
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,140,371,192,506,159,409
33,Jashore,25,136,26,138,41,214
34,Jhenaidah,99,1168,133,1540,180,1730
35,Khulna,0,0,2,1,2,1
36,Kushtia,290,984,370,1246,328,1198
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,22,319,25,367,0,0
38,Meherpur,306,2117,306,1820,304,1865
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,882,5095,1054,5618,1014,5417
41,Jamalpur,17,54,22,67,22,67
42,Mymensing,22,60,25,16,26,16
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,39,114,47,83,47,83
45,Bogura,136,345,163,422,177,457
46,Joypurhat,8,48,0,0,0,0
47,Naogaon,0,0,16,96,5,28
48,Natore,0,0,0,0,0,0
49,Chapai Nawabganj,19,57,20,59,23,67
50,Pabna,1370,11211,1397,11062,1712,14033
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,10,67,24,164
6,Rajshahi,1533,11661,1606,11706,1941,14749
53,Dinajpur,20,45,25,69,38,104
54,Gaibandha,0,0,0,0,16,64
55,Kurigram,1,4,2,20,4,24
56,Lalmonirhat,13,67,23,319,24,149
57,Nilphamari,13,287,14,76,16,89
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,35,164,54,256,64,319
60,Thakurgaon,5,9,6,10,9,27
7,Rangpur,87,576,124,750,171,776
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,4935,29213,4438,25899,4548,28315
