Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,1151,3911,1104,2214,1135,3850
2,Barishal,218,739,191,832,195,850
3,Bhola,8983,79255,9198,54827,8090,46799
4,Jhallokati,52,242,74,488,75,235
5,Patuakhali,1256,3085,1010,2424,1159,2637
6,Pirojpur,994,21843,910,1593,938,13310
1,Barishal,12654,109075,12487,62378,11592,67681
7,Bandarban,123,456,119,436,119,436
8,Brahmanbaria,102,1113,122,1002,85,779
9,Chandpur,29,124,28,95,25,28
10,Chattogram,842,4906,803,4693,821,4793
11,Cumilla,98,627,88,348,85,330
12,Cox's Bazar,1814,16772,1776,16675,1812,16430
13,Feni,40,135,35,126,34,126
14,Khagrachhari,193,1084,193,1064,162,660
15,Laksmipur,217,3312,296,32997,300,3298
16,Noakhali,4178,33195,4112,30760,4086,30421
17,Rangamati,703,8187,710,3518,769,3371
2,Chattogram,8339,69911,8282,91714,8298,60672
18,Dhaka,13,38,13,38,14,41
19,Faridpur,79,669,68,626,79,669
20,Gazipur,6,27,7,29,7,31
21,Gopalganj,1029,21470,1030,21470,925,9625
22,Kishorganj,26,153,27,154,25,153
23,Madaripur,17,139,14,129,17,151
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,18,61,20,71,15,50
26,Narayanganj,103,585,86,480,85,474
27,Narsingdi,8,85,0,0,0,0
28,Rajbari,82,565,300,1200,85,609
29,Shariatpur,0,0,0,0,0,0
30,Tangail,0,0,0,0,0,0
3,Dhaka,1381,23792,1565,24197,1252,11803
31,Bagerhat,284,2922,281,2825,285,3127
32,Chuadanga,69,402,72,447,77,449
33,Jashore,60,336,54,318,59,331
34,Jhenaidah,26,132,55,308,62,354
35,Khulna,900,11654,2826,38702,3792,52516
36,Kushtia,19,130,19,124,19,128
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,0,0,0,0,0,0
38,Meherpur,65,390,59,354,61,366
39,Narail,46,218,48,205,52,227
40,Satkhira,54,516,0,0,0,0
4,Khulna,1523,16700,3414,43283,4407,57498
41,Jamalpur,57,405,74,503,89,632
42,Mymensing,42,170,42,173,37,157
43,Netrakona,69,401,64,358,79,398
44,Sherpur,50,353,51,415,63,396
5,Mymensing,218,1329,231,1449,268,1583
45,Bogura,11,49,13,51,16,72
46,Joypurhat,35,271,35,271,35,271
47,Naogaon,59,487,157,1446,143,1324
48,Natore,311,1961,315,2093,225,1394
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,48,118,38,124,49,174
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,4,4,4,6
6,Rajshahi,464,2886,562,3989,472,3241
53,Dinajpur,197,1486,180,1335,184,1389
54,Gaibandha,45,167,28,85,21,65
55,Kurigram,5,36,8,58,0,0
56,Lalmonirhat,15,168,18,203,18,202
57,Nilphamari,26,330,35,478,36,466
58,Panchagarh,967,8997,972,9078,958,8734
59,Rangpur,21,187,23,205,21,187
60,Thakurgaon,694,10223,700,10867,618,9146
7,Rangpur,1970,21594,1964,22309,1856,20189
61,Habiganj,43,206,36,141,37,141
62,Maulvibazar,42,172,44,205,45,208
63,Sunamganj,85,760,95,812,95,815
64,Sylhet,577,3180,658,3184,658,3160
8,Sylhet,747,4318,833,4342,835,4324
,BANGLADESH,27296,249605,29338,253661,28980,226991
