Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,6472,3142,6486,3145,6569,3196
8,Brahmanbaria,0,0,0,0,0,0
9,Chandpur,0,0,0,0,0,0
10,Chattogram,106,31,105,32,107,18
11,Cumilla,0,0,0,0,0,0
12,Cox's Bazar,340,326,366,388,371,389
13,Feni,0,0,0,0,0,0
14,Khagrachhari,2009,2110,2050,2187,2097,2263
15,Laksmipur,0,0,0,0,0,0
16,Noakhali,0,0,0,0,0,0
17,Rangamati,973,939,1390,905,1770,1258
2,Chattogram,9900,6548,10397,6657,10914,7124
18,Dhaka,0,0,0,0,0,0
19,Faridpur,55,45,70,55,59,41
20,Gazipur,0,0,0,0,0,0
21,Gopalganj,45,26,31,18,0,0
22,Kishorganj,0,0,0,0,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,5344,3541,5360,3670,5419,3605
25,Munshiganj,3,2,3,2,3,2
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,0,0
28,Rajbari,80,66,84,74,102,102
29,Shariatpur,0,0,0,0,0,0
30,Tangail,144,40,462,237,345,180
3,Dhaka,5671,3720,6010,4056,5928,3930
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,2452,2273,2395,2333,2392,2378
33,Jashore,0,0,0,0,0,0
34,Jhenaidah,4235,3360,4118,3318,4142,3331
35,Khulna,0,0,0,0,0,0
36,Kushtia,36443,31462,34936,36118,35451,37437
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,2,1,2,1,1,1
38,Meherpur,9863,8011,9901,8059,9216,7713
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,52995,45107,51352,49829,51202,50860
41,Jamalpur,0,0,12,4,0,0
42,Mymensing,0,0,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,0,0,0,0,0,0
5,Mymensing,0,0,12,4,0,0
45,Bogura,0,0,0,0,0,0
46,Joypurhat,0,0,0,0,0,0
47,Naogaon,0,0,0,0,0,0
48,Natore,84,38,76,37,77,36
49,Chapai Nawabganj,0,0,0,0,0,0
50,Pabna,0,0,0,0,0,0
51,Rajshahi,0,0,0,0,0,0
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,84,38,76,37,77,36
53,Dinajpur,14,6,12,6,15,6
54,Gaibandha,89,43,88,54,97,64
55,Kurigram,402,240,415,251,245,172
56,Lalmonirhat,20851,15535,20910,15557,17645,13923
57,Nilphamari,13137,9862,12903,8657,11249,8680
58,Panchagarh,8,2,8,2,8,2
59,Rangpur,11170,6504,11112,6462,7883,4477
60,Thakurgaon,3,1,2,1,0,0
7,Rangpur,45674,32193,45450,30990,37142,27324
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,0,0,0,0,0,0
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,0,0,0,0,0,0
,BANGLADESH,114324,87606,113297,91573,104914,89013
