Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,0,0,0,0,0,0
2,Barishal,0,0,0,0,0,0
3,Bhola,0,0,0,0,0,0
4,Jhallokati,0,0,0,0,0,0
5,Patuakhali,0,0,0,0,0,0
6,Pirojpur,0,0,0,0,0,0
1,Barishal,0,0,0,0,0,0
7,Bandarban,60,17,62,17,62,17
8,Brahmanbaria,4,1,4,1,5,1
9,Chandpur,0,0,0,0,0,0
10,Chattogram,35,24,35,23,32,19
11,Cumilla,4,1,2,1,3,1
12,Cox's Bazar,0,0,0,0,0,0
13,Feni,11,5,15,6,17,10
14,Khagrachhari,52,24,48,22,0,0
15,Laksmipur,16,6,15,6,16,6
16,Noakhali,70,18,81,21,55,14
17,Rangamati,168,96,167,98,159,92
2,Chattogram,420,192,429,195,349,160
18,Dhaka,0,0,0,0,0,0
19,Faridpur,0,0,0,0,6,3
20,Gazipur,2,1,1,1,2,1
21,Gopalganj,0,0,0,0,0,0
22,Kishorganj,17,8,12,6,0,0
23,Madaripur,0,0,0,0,0,0
24,Manikganj,0,0,0,0,0,0
25,Munshiganj,0,0,14,4,14,4
26,Narayanganj,0,0,0,0,0,0
27,Narsingdi,0,0,0,0,23,8
28,Rajbari,32,9,31,8,30,7
29,Shariatpur,0,0,0,0,0,0
30,Tangail,5,1,5,1,4,1
3,Dhaka,56,19,63,20,79,24
31,Bagerhat,0,0,0,0,0,0
32,Chuadanga,20,6,21,6,22,7
33,Jashore,16,5,14,5,11,4
34,Jhenaidah,-,-,0,0,0,0
35,Khulna,13,6,13,5,12,5
36,Kushtia,82,38,71,34,74,31
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,17,6,16,6,14,5
38,Meherpur,15,6,14,6,17,7
39,Narail,0,0,0,0,0,0
40,Satkhira,0,0,0,0,0,0
4,Khulna,163,67,149,62,150,59
41,Jamalpur,14,4,9,2,16,4
42,Mymensing,13,4,0,0,0,0
43,Netrakona,0,0,0,0,0,0
44,Sherpur,2,1,2,1,0,0
5,Mymensing,29,9,11,3,16,4
45,Bogura,10,3,10,3,10,3
46,Joypurhat,33,11,35,12,35,12
47,Naogaon,159,65,157,66,143,59
48,Natore,15,3,16,3,15,3
49,Chapai Nawabganj,87,40,86,42,82,33
50,Pabna,17,11,16,10,7,6
51,Rajshahi,60,18,41,13,47,15
52,Sirajganj,0,0,0,0,0,0
6,Rajshahi,381,151,361,149,339,131
53,Dinajpur,25,9,22,8,16,5
54,Gaibandha,89,52,68,37,56,32
55,Kurigram,56,19,60,31,52,17
56,Lalmonirhat,0,0,0,0,0,0
57,Nilphamari,0,0,0,0,0,0
58,Panchagarh,0,0,0,0,0,0
59,Rangpur,66,34,65,33,30,15
60,Thakurgaon,23,8,24,8,36,12
7,Rangpur,259,122,239,117,190,81
61,Habiganj,0,0,0,0,0,0
62,Maulvibazar,23,6,23,6,24,6
63,Sunamganj,0,0,0,0,0,0
64,Sylhet,0,0,0,0,0,0
8,Sylhet,23,6,23,6,24,6
,BANGLADESH,1331,566,1275,552,1147,465
