Zila/Division,,2015-16,,2016-17,,2017-18,
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
1,Barguna,118,151,120,146,122,146
2,Barishal,275,506,210,428,208,426
3,Bhola,321,651,352,676,368,775
4,Jhallokati,72,73,78,83,95,146
5,Patuakhali,90,99,103,119,98,116
6,Pirojpur,115,273,153,283,156,284
1,Barishal,991,1753,1016,1735,1047,1893
7,Bandarban,102,288,106,314,109,324
8,Brahmanbaria,399,2081,402,1982,409,1996
9,Chandpur,263,757,267,795,267,795
10,Chattogram,370,919,531,1648,535,1654
11,Cumilla,1850,6517,1937,6401,1879,6275
12,Cox's Bazar,337,1346,345,1385,344,1470
13,Feni,99,278,115,321,114,315
14,Khagrachhari,234,715,256,772,271,805
15,Laksmipur,154,313,231,389,264,402
16,Noakhali,169,227,117,168,127,175
17,Rangamati,123,270,108,231,112,235
2,Chattogram,4100,13711,4415,14406,4431,14446
18,Dhaka,171,778,173,779,118,604
19,Faridpur,89,298,89,298,89,298
20,Gazipur,90,220,90,222,88,217
21,Gopalganj,130,496,139,526,254,547
22,Kishorganj,303,981,327,1051,341,1073
23,Madaripur,124,173,127,164,136,182
24,Manikganj,60,107,62,112,70,130
25,Munshiganj,293,1373,628,2554,642,2595
26,Narayanganj,185,779,188,737,184,730
27,Narsingdi,74,291,73,280,77,298
28,Rajbari,90,267,128,445,111,363
29,Shariatpur,58,171,93,252,103,276
30,Tangail,175,688,197,786,282,977
3,Dhaka,1842,6622,2314,8206,2495,8290
31,Bagerhat,179,300,187,324,192,330
32,Chuadanga,80,508,162,686,183,758
33,Jashore,455,2173,475,2410,490,2483
34,Jhenaidah,224,880,243,1103,264,1212
35,Khulna,38,95,40,101,42,106
36,Kushtia,58,152,77,241,84,276
,,"Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)","Area
(acres)","Production
(M. Ton)"
37,Magura,18,63,17,61,19,67
38,Meherpur,39,255,44,287,48,293
39,Narail,109,447,101,412,95,412
40,Satkhira,107,327,106,355,105,357
4,Khulna,1307,5200,1452,5980,1522,6294
41,Jamalpur,88,294,95,313,104,326
42,Mymensing,461,1620,459,1614,486,1701
43,Netrakona,71,262,93,364,99,372
44,Sherpur,26,49,29,55,31,60
5,Mymensing,646,2225,676,2346,720,2459
45,Bogura,233,889,233,892,231,892
46,Joypurhat,107,373,110,383,279,1181
47,Naogaon,270,1067,287,1114,290,1145
48,Natore,211,329,223,362,213,350
49,Chapai Nawabganj,125,315,124,316,116,295
50,Pabna,52,136,58,120,69,182
51,Rajshahi,350,1263,311,1164,311,1160
52,Sirajganj,766,6377,808,6960,302,2286
6,Rajshahi,2114,10749,2154,11311,1811,7491
53,Dinajpur,210,620,219,645,217,657
54,Gaibandha,168,405,169,415,167,419
55,Kurigram,104,274,107,282,110,289
56,Lalmonirhat,70,144,76,157,89,181
57,Nilphamari,169,658,172,654,176,610
58,Panchagarh,178,416,183,460,186,481
59,Rangpur,79,242,81,244,85,255
60,Thakurgaon,74,119,81,129,86,140
7,Rangpur,1052,2878,1088,2986,1116,3032
61,Habiganj,119,452,114,532,110,526
62,Maulvibazar,160,622,162,635,167,667
63,Sunamganj,262,989,247,985,251,992
64,Sylhet,337,1245,400,1373,410,1385
8,Sylhet,878,3308,923,3525,938,3570
,BANGLADESH,12930,46446,14038,50495,14080,47475
