Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden (M.Tons
)",,
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,0,0,258,0,0,0,848,894,874,848,894,874
38,Meherpur,0,0,129,0,0,0,239,240,210,239,240,210
39,Narail,0,0,331,0,0,0,1124,1187,1609,1124,1187,1609
40,Satkhira,0,0,517,0,0,0,896,986,998,896,986,998
4,Khulna,74,22,3366,101,126,107,9439,9967,8910,9540,10093,9017
41,Jamalpur,0,0,142,0,0,0,265,285,286,265,285,286
42,Mymensing,0,0,779,0,0,0,962,924,922,962,924,922
43,Netrakona,0,0,111,0,0,0,129,158,158,129,158,158
44,Sherpur,0,0,95,0,0,0,86,90,90,86,90,90
5,Mymensing,0,0,1127,0,0,0,1442,1457,1456,1442,1457,1456
45,Bogura,0,0,536,0,0,0,577,908,916,577,908,916
46,Joypurhat,0,0,150,0,0,0,198,204,207,198,204,207
47,Naogaon,0,0,197,0,0,0,256,238,283,256,238,283
48,Natore,0,0,260,0,0,0,562,567,567,562,567,567
49,Chapai Nawabganj,0,0,78,0,0,0,103,110,113,103,110,113
50,Pabna,0,0,199,0,0,0,242,196,223,242,196,223
51,Rajshahi,0,0,153,0,0,0,396,388,363,396,388,363
52,Sirajganj,0,0,139,0,0,0,209,204,242,209,204,242
6,Rajshahi,0,0,1712,0,0,0,2543,2815,2914,2543,2815,2914
53,Dinajpur,0,0,152,0,0,35,303,320,265,303,320,300
54,Gaibandha,0,0,45,0,0,0,76,82,92,76,82,92
55,Kurigram,0,0,73,0,0,0,45,52,60,45,52,60
56,Lalmonirhat,0,0,4,0,0,0,2,3,3,2,3,3
57,Nilphamari,0,0,39,0,0,0,137,140,117,137,140,117
58,Panchagarh,0,0,67,0,0,0,228,224,124,228,224,124
59,Rangpur,0,0,47,0,0,0,17,28,42,17,28,42
60,Thakurgaon,0,0,67,0,0,0,143,97,110,143,97,110
7,Rangpur,0,0,495,0,0,35,951,946,813,951,946,848
61,Habiganj,0,0,51,0,0,0,91,114,108,91,114,108
62,Maulvibazar,0,0,113,0,0,0,564,877,886,564,877,886
63,Sunamganj,0,0,83,0,0,0,111,118,119,111,118,119
64,Sylhet,5,0,91,2,0,0,66,40,88,68,40,88
8,Sylhet,5,0,339,2,0,0,832,1149,1201,834,1149,1201
,BANGLADESH,195,247,17733,906,2548,3659,35265,36906,36262,36171,39454,39921
